# Species	Genes	Alg.-Conn.	042.fasta	11368.fasta	2a301.fasta	ATCC8739.fasta	IAI39.fasta	O55H7.fasta	S88.fasta	Ss046.fasta	W.fasta
7	7	0.877	lcl|FN554766.1_prot_CBG35333.1_2499	lcl|AP010953.1_prot_BAI26455.1_3248	*	lcl|NZ_CP022959.1_prot_WP_000638031.1_1434	lcl|NC_011750.1_prot_WP_000638031.1_2401	lcl|CP003109.1_prot_AEZ41346.1_2711	lcl|CU928161.2_prot_CAR03687.1_2314	*	lcl|NC_017635.1_prot_WP_000638031.1_2427
7	7	0.876	*	lcl|AP010953.1_prot_BAI27203.1_4018	lcl|NC_004337.2_prot_NP_708690.2_2635	*	lcl|NC_011750.1_prot_WP_021521520.1_3323	lcl|CP003109.1_prot_AEZ41981.1_3346	lcl|CU928161.2_prot_CAR04442.1_3070	lcl|CP000038.1_prot_AAZ89671.1_2874	lcl|NC_017635.1_prot_WP_000256969.1_3133
7	7	0.876	lcl|FN554766.1_prot_CBG33611.1_777	lcl|AP010953.1_prot_BAI24148.1_823	lcl|NC_004337.2_prot_NP_706813.2_822	lcl|NZ_CP022959.1_prot_WP_000723652.1_3012	*	lcl|CP003109.1_prot_AEZ39516.1_881	lcl|CU928161.2_prot_CAR02124.1_752	*	lcl|NC_017635.1_prot_WP_000723652.1_807
7	7	0.876	lcl|FN554766.1_prot_CBG37072.1_4238	lcl|AP010953.1_prot_BAI27881.1_4718	lcl|NC_004337.2_prot_NP_709670.1_3590	lcl|NZ_CP022959.1_prot_WP_000147429.1_4302	lcl|NC_011750.1_prot_WP_000829798.1_3106	lcl|CP003109.1_prot_AEZ43017.1_4382	*	*	lcl|NC_017635.1_prot_WP_000147430.1_4091
7	7	0.875	*	lcl|AP010953.1_prot_BAI23439.1_78	lcl|NC_004337.2_prot_NP_706028.1_70	lcl|NZ_CP022959.1_prot_WP_001300467.1_3726	lcl|NC_011750.1_prot_WP_001300467.1_83	*	lcl|CU928161.2_prot_CAV02571.1_78	lcl|CP000038.1_prot_AAZ86877.1_79	lcl|NC_017635.1_prot_WP_001300467.1_73
7	7	0.875	lcl|FN554766.1_prot_CBG33376.1_542	lcl|AP010953.1_prot_BAI23874.1_538	lcl|NC_004337.2_prot_NP_706391.1_412	lcl|NZ_CP022959.1_prot_WP_000776388.1_3243	*	lcl|CP003109.1_prot_AEZ39228.1_593	lcl|CU928161.2_prot_CAR01850.1_480	*	lcl|NC_017635.1_prot_WP_000776392.1_575
7	7	0.875	lcl|FN554766.1_prot_CBG33508.1_674	lcl|AP010953.1_prot_BAI24049.1_722	lcl|NC_004337.2_prot_NP_706563.1_581	lcl|NZ_CP022959.1_prot_WP_001035673.1_3122	*	lcl|CP003109.1_prot_AEZ39410.1_775	*	lcl|CP000038.1_prot_AAZ87367.1_569	lcl|NC_017635.1_prot_WP_001035676.1_699
7	7	0.873	*	lcl|AP010953.1_prot_BAI24692.1_1391	lcl|NC_004337.2_prot_NP_706980.2_983	lcl|NZ_CP022959.1_prot_WP_001253418.1_2641	lcl|NC_011750.1_prot_WP_001253418.1_2103	lcl|CP003109.1_prot_AEZ39888.1_1253	lcl|CU928161.2_prot_CAR02399.1_1027	*	lcl|NC_017635.1_prot_WP_001253418.1_1146
7	7	0.873	lcl|FN554766.1_prot_CBG36862.1_4028	lcl|AP010953.1_prot_BAI28058.1_4902	lcl|NC_004337.2_prot_NP_709516.1_3439	*	lcl|NC_011750.1_prot_WP_015674792.1_4238	lcl|CP003109.1_prot_AEZ42844.1_4209	lcl|CU928161.2_prot_CAR05312.2_3939	*	lcl|NC_017635.1_prot_WP_001013540.1_3910
7	7	0.873	lcl|FN554766.1_prot_CBG37212.1_4378	lcl|AP010953.1_prot_BAI28280.1_5131	lcl|NC_004337.2_prot_NP_709810.1_3723	*	lcl|NC_011750.1_prot_WP_000245635.1_4369	lcl|CP003109.1_prot_AEZ43172.1_4537	lcl|CU928161.2_prot_CAR05653.1_4280	lcl|CP000038.1_prot_AAZ90697.1_3900	*
7	7	0.873	lcl|FN554766.1_prot_EC042_3875_3864	lcl|AP010953.1_prot_BAI28186.1_5032	*	lcl|NZ_CP022959.1_prot_WP_000494484.1_150	lcl|NC_011750.1_prot_WP_000494484.1_4045	lcl|CP003109.1_prot_AEZ42680.1_4045	lcl|CU928161.2_prot_CAR05197.1_3823	*	lcl|NC_017635.1_prot_WP_000494484.1_3774
7	7	0.872	*	lcl|AP010953.1_prot_BAI24845.1_1545	lcl|NC_004337.2_prot_NP_706913.1_920	lcl|NZ_CP022959.1_prot_WP_001309400.1_2705	lcl|NC_011750.1_prot_WP_032142634.1_2163	lcl|CP003109.1_prot_AEZ39802.1_1167	*	lcl|CP000038.1_prot_AAZ87732.1_934	lcl|NC_017635.1_prot_WP_001331090.1_1083
7	7	0.871	lcl|FN554766.1_prot_CBG33167.1_333	lcl|AP010953.1_prot_BAI23679.1_333	*	lcl|NZ_CP022959.1_prot_WP_000020230.1_3456	lcl|NC_011750.1_prot_ECIAI39_RS01925_386	lcl|CP003109.1_prot_AEZ39004.1_369	lcl|CU928161.2_prot_CAR01653.1_283	*	lcl|NC_017635.1_prot_WP_000092606.1_369
7	7	0.868	lcl|FN554766.1_prot_CBG35798.1_2964	lcl|AP010953.1_prot_BAI27035.1_3844	*	lcl|NZ_CP022959.1_prot_WP_000021322.1_971	lcl|NC_011750.1_prot_WP_000021342.1_2935	lcl|CP003109.1_prot_AEZ41826.1_3191	lcl|CU928161.2_prot_CAR04281.1_2909	*	lcl|NC_017635.1_prot_WP_000021321.1_2938
7	7	0.867	lcl|FN554766.1_prot_CBG33168.1_334	lcl|AP010953.1_prot_BAI23680.1_334	*	lcl|NZ_CP022959.1_prot_WP_000621009.1_3455	lcl|NC_011750.1_prot_WP_000620999.1_385	lcl|CP003109.1_prot_AEZ39005.1_370	lcl|CU928161.2_prot_CAR01654.2_284	*	lcl|NC_017635.1_prot_WP_000621018.1_370
7	7	0.867	lcl|FN554766.1_prot_CBG34761.1_1927	*	lcl|NC_004337.2_prot_NP_707344.2_1337	lcl|NZ_CP022959.1_prot_WP_001338145.1_1928	lcl|NC_011750.1_prot_ECIAI39_RS06485_1272	lcl|CP003109.1_prot_AEZ40716.1_2081	lcl|CU928161.2_prot_CAR03129.1_1757	*	lcl|NC_017635.1_prot_WP_000438810.1_1917
7	7	0.867	lcl|FN554766.1_prot_CBG36703.1_3869	lcl|AP010953.1_prot_BAI28181.1_5027	lcl|NC_004337.2_prot_NP_709359.1_3286	lcl|NZ_CP022959.1_prot_WP_000514240.1_145	lcl|NC_011750.1_prot_WP_000514241.1_4050	*	lcl|CU928161.2_prot_CAR05202.1_3828	*	lcl|NC_017635.1_prot_WP_000514230.1_3779
7	7	0.866	lcl|FN554766.1_prot_EC042_4658_4649	lcl|AP010953.1_prot_BAI28485.1_5347	*	lcl|NZ_CP022959.1_prot_WP_000220137.1_3985	lcl|NC_011750.1_prot_WP_000220121.1_4590	lcl|CP003109.1_prot_AEZ43339.1_4704	lcl|CU928161.2_prot_CAR05916.1_4540	*	lcl|NC_017635.1_prot_WP_000220137.1_4435
7	7	0.865	lcl|FN554766.1_prot_CBG36843.1_4009	lcl|AP010953.1_prot_BAI28075.1_4919	lcl|NC_004337.2_prot_NP_709530.1_3453	lcl|NZ_CP022959.1_prot_WP_001403836.1_39	lcl|NC_011750.1_prot_WP_001349999.1_4219	*	lcl|CU928161.2_prot_CAR05296.1_3922	*	lcl|NC_017635.1_prot_WP_001349999.1_3892
7	7	0.864	*	lcl|AP010953.1_prot_BAI27204.1_4019	lcl|NC_004337.2_prot_NP_708691.2_2636	*	lcl|NC_011750.1_prot_WP_000956900.1_3324	lcl|CP003109.1_prot_AEZ41982.1_3347	lcl|CU928161.2_prot_CAR04443.1_3071	lcl|CP000038.1_prot_AAZ89672.1_2875	lcl|NC_017635.1_prot_WP_000956868.1_3134
7	7	0.864	lcl|FN554766.1_prot_CBG35517.1_2683	lcl|AP010953.1_prot_BAI26729.1_3529	lcl|NC_004337.2_prot_NP_708321.1_2285	*	lcl|NC_011750.1_prot_WP_012602434.1_2610	lcl|CP003109.1_prot_AEZ41548.1_2913	*	lcl|CP000038.1_prot_AAZ89193.1_2396	lcl|NC_017635.1_prot_WP_001317255.1_2678
7	7	0.863	lcl|FN554766.1_prot_CBG33899.1_1065	lcl|AP010953.1_prot_BAI24856.1_1556	lcl|NC_004337.2_prot_NP_706924.1_931	lcl|NZ_CP022959.1_prot_WP_000535371.1_2694	lcl|NC_011750.1_prot_WP_000535341.1_2152	lcl|CP003109.1_prot_AEZ39813.1_1178	*	*	lcl|NC_017635.1_prot_ECW_RS05675_1094
7	7	0.862	lcl|FN554766.1_prot_CBG34472.1_1638	lcl|AP010953.1_prot_ECO26_2119_2119	lcl|NC_004337.2_prot_NP_707459.1_1451	lcl|NZ_CP022959.1_prot_WP_000774189.1_2215	lcl|NC_011750.1_prot_WP_000774178.1_1771	lcl|CP003109.1_prot_AEZ40433.1_1798	*	*	lcl|NC_017635.1_prot_WP_000774183.1_1624
7	7	0.862	lcl|FN554766.1_prot_CBG37666.1_4832	lcl|AP010953.1_prot_BAI28654.1_5533	*	lcl|NZ_CP022959.1_prot_WP_001315219.1_3874	lcl|NC_011750.1_prot_WP_012602676.1_4753	lcl|CP003109.1_prot_AEZ43487.1_4852	lcl|CU928161.2_prot_CAR06104.1_4727	*	lcl|NC_017635.1_prot_WP_001037376.1_4593
7	7	0.856	lcl|FN554766.1_prot_CBG37703.1_4869	lcl|AP010953.1_prot_BAI28710.1_5591	lcl|NC_004337.2_prot_NP_710125.1_4036	lcl|NZ_CP022959.1_prot_WP_000566150.1_3819	lcl|NC_011750.1_prot_WP_000566145.1_4859	lcl|CP003109.1_prot_AEZ43529.1_4894	*	*	lcl|NC_017635.1_prot_ECW_RS28365_4642
7	7	0.856	lcl|FN554766.1_prot_EC042_1214_1199	lcl|AP010953.1_prot_BAI24977.1_1678	*	lcl|NZ_CP022959.1_prot_WP_001065752.1_2556	lcl|NC_011750.1_prot_WP_012602365.1_1903	lcl|CP003109.1_prot_AEZ39989.1_1354	lcl|CU928161.2_prot_CAR02554.1_1182	*	lcl|NC_017635.1_prot_WP_001065752.1_1233
7	7	0.855	lcl|FN554766.1_prot_CBG35786.1_2952	lcl|AP010953.1_prot_BAI27023.1_3832	lcl|NC_004337.2_prot_YP_008439275.1_2507	*	lcl|NC_011750.1_prot_WP_000956460.1_2923	lcl|CP003109.1_prot_AEZ41815.1_3180	lcl|CU928161.2_prot_CAR04269.1_2897	*	lcl|NC_017635.1_prot_WP_000956460.1_2926
7	7	0.853	lcl|FN554766.1_prot_CBG33183.1_349	lcl|AP010953.1_prot_BAI23696.1_350	*	lcl|NZ_CP022959.1_prot_WP_001301264.1_3440	lcl|NC_011750.1_prot_WP_001305451.1_371	lcl|CP003109.1_prot_AEZ39024.1_389	lcl|CU928161.2_prot_CAR01675.1_305	*	lcl|NC_017635.1_prot_WP_000146391.1_385
7	7	0.851	lcl|FN554766.1_prot_CBG36461.1_3627	lcl|AP010953.1_prot_BAI27633.1_4463	lcl|NC_004337.2_prot_NP_709148.1_3077	lcl|NZ_CP022959.1_prot_WP_001276847.1_351	*	lcl|CP003109.1_prot_AEZ42453.1_3818	*	lcl|CP000038.1_prot_AAZ90066.1_3269	lcl|NC_017635.1_prot_WP_001276847.1_3563
7	7	0.849	lcl|FN554766.1_prot_CBG33382.1_548	lcl|AP010953.1_prot_BAI23880.1_544	*	lcl|NZ_CP022959.1_prot_WP_000006890.1_3237	lcl|NC_011750.1_prot_WP_000016807.1_469	lcl|CP003109.1_prot_AEZ39234.1_599	lcl|CU928161.2_prot_CAR01856.1_486	*	lcl|NC_017635.1_prot_WP_000006887.1_581
7	7	0.847	lcl|FN554766.1_prot_CBG35266.1_2432	lcl|AP010953.1_prot_BAI26330.1_3118	lcl|NC_004337.2_prot_NP_708088.2_2054	lcl|NZ_CP022959.1_prot_WP_000554224.1_1504	lcl|NC_011750.1_prot_WP_000554220.1_2326	lcl|CP003109.1_prot_AEZ41281.1_2646	*	*	lcl|NC_017635.1_prot_ECW_RS12285_2367
7	7	0.846	*	lcl|AP010953.1_prot_BAI25167.1_1886	lcl|NC_004337.2_prot_NP_707224.1_1224	lcl|NZ_CP022959.1_prot_WP_000057985.1_2392	lcl|NC_011750.1_prot_WP_000057973.1_1662	lcl|CP003109.1_prot_AEZ40217.1_1582	lcl|CU928161.2_prot_CAR02780.1_1408	*	lcl|NC_017635.1_prot_WP_000057977.1_1393
7	7	0.846	lcl|FN554766.1_prot_CBG33231.1_397	lcl|AP010953.1_prot_BAI23741.1_397	*	lcl|NZ_CP022959.1_prot_WP_000362029.1_3393	lcl|NC_011750.1_prot_WP_000362022.1_321	*	lcl|CU928161.2_prot_CAR01711.2_341	lcl|CP000038.1_prot_AAZ87116.1_318	lcl|NC_017635.1_prot_WP_000362031.1_434
7	7	0.846	lcl|FN554766.1_prot_CBG35873.1_3039	lcl|AP010953.1_prot_BAI27112.1_3921	*	lcl|NZ_CP022959.1_prot_WP_000568339.1_897	lcl|NC_011750.1_prot_WP_000568330.1_3245	lcl|CP003109.1_prot_AEZ41904.1_3269	*	lcl|CP000038.1_prot_AAZ89602.1_2805	lcl|NC_017635.1_prot_WP_028986041.1_3040
7	7	0.839	lcl|FN554766.1_prot_CBG34792.1_1958	lcl|AP010953.1_prot_BAI25811.1_2570	*	lcl|NZ_CP022959.1_prot_CJZ69_RS09990_1894	lcl|NC_011750.1_prot_WP_000987525.1_1237	lcl|CP003109.1_prot_AEZ40747.1_2112	*	lcl|CP000038.1_prot_AAZ88071.1_1274	lcl|NC_017635.1_prot_WP_000987525.1_1953
7	7	0.839	lcl|FN554766.1_prot_CBG37663.1_4829	lcl|AP010953.1_prot_BAI28651.1_5530	*	lcl|NZ_CP022959.1_prot_WP_000657676.1_3878	lcl|NC_011750.1_prot_WP_000666413.1_4750	lcl|CP003109.1_prot_AEZ43484.1_4849	lcl|CU928161.2_prot_CAR06101.1_4724	*	lcl|NC_017635.1_prot_WP_000657679.1_4590
7	7	0.837	*	lcl|AP010953.1_prot_BAI28638.1_5516	lcl|NC_004337.2_prot_NP_709915.2_3828	lcl|NZ_CP022959.1_prot_WP_072280548.1_3895	lcl|NC_011750.1_prot_WP_000872432.1_4733	lcl|CP003109.1_prot_AEZ43465.1_4830	lcl|CU928161.2_prot_CAR06081.1_4705	*	lcl|NC_017635.1_prot_WP_000872005.1_4573
7	7	0.837	lcl|FN554766.1_prot_CBG35875.1_3041	lcl|AP010953.1_prot_BAI27114.1_3923	*	lcl|NZ_CP022959.1_prot_CJZ69_RS04645_894	lcl|NC_011750.1_prot_ECIAI39_RS16485_3248	lcl|CP003109.1_prot_AEZ41908.1_3273	*	lcl|CP000038.1_prot_AAZ89603.1_2806	lcl|NC_017635.1_prot_ECW_RS15865_3043
7	7	0.832	lcl|FN554766.1_prot_CBG33157.1_323	lcl|AP010953.1_prot_BAI23675.1_329	*	lcl|NZ_CP022959.1_prot_WP_001323479.1_3462	lcl|NC_011750.1_prot_WP_000389022.1_398	lcl|CP003109.1_prot_AEZ38992.1_357	lcl|CU928161.2_prot_CAR01645.1_275	*	lcl|NC_017635.1_prot_WP_001296902.1_363
7	7	0.829	lcl|FN554766.1_prot_CBG37208.1_4374	lcl|AP010953.1_prot_BAI28277.1_5126	lcl|NC_004337.2_prot_NP_709806.1_3719	*	lcl|NC_011750.1_prot_WP_000858564.1_4365	lcl|CP003109.1_prot_AEZ43168.1_4533	lcl|CU928161.2_prot_CAR05649.1_4276	lcl|CP000038.1_prot_AAZ90694.1_3897	*
7	7	0.828	lcl|FN554766.1_prot_CBG35518.1_2684	lcl|AP010953.1_prot_BAI26730.1_3530	lcl|NC_004337.2_prot_NP_708322.1_2286	*	lcl|NC_011750.1_prot_WP_000429083.1_2611	lcl|CP003109.1_prot_AEZ41549.1_2914	*	lcl|CP000038.1_prot_AAZ89194.1_2397	lcl|NC_017635.1_prot_WP_000429098.1_2679
7	7	0.826	lcl|FN554766.1_prot_CBG34403.1_1569	lcl|AP010953.1_prot_BAI25325.1_2050	lcl|NC_004337.2_prot_NP_707630.1_1613	lcl|NZ_CP022959.1_prot_WP_001301003.1_2289	*	lcl|CP003109.1_prot_AEZ40364.1_1729	*	lcl|CP000038.1_prot_AAZ88380.1_1583	lcl|NC_017635.1_prot_WP_001349876.1_1554
7	7	0.818	*	lcl|AP010953.1_prot_BAI24384.1_1068	lcl|NC_004337.2_prot_NP_706864.1_872	lcl|NZ_CP022959.1_prot_WP_001165667.1_2758	lcl|NC_011750.1_prot_WP_001220301.1_2206	lcl|CP003109.1_prot_AEZ39753.1_1118	*	lcl|CP000038.1_prot_AAZ87682.1_884	lcl|NC_017635.1_prot_WP_001165658.1_1033
7	7	0.813	lcl|FN554766.1_prot_CBG37664.1_4830	lcl|AP010953.1_prot_BAI28652.1_5531	*	lcl|NZ_CP022959.1_prot_WP_000222495.1_3877	lcl|NC_011750.1_prot_WP_012602675.1_4751	lcl|CP003109.1_prot_AEZ43485.1_4850	lcl|CU928161.2_prot_CAR06102.1_4725	*	lcl|NC_017635.1_prot_WP_000222495.1_4591
7	7	0.804	lcl|FN554766.1_prot_CBG36707.1_3873	lcl|AP010953.1_prot_BAI28177.1_5023	lcl|NC_004337.2_prot_NP_709363.1_3290	lcl|NZ_CP022959.1_prot_WP_000279597.1_141	lcl|NC_011750.1_prot_WP_000279614.1_4054	*	lcl|CU928161.2_prot_CAR05207.2_3833	*	lcl|NC_017635.1_prot_WP_000279599.1_3783
7	7	0.801	*	lcl|AP010953.1_prot_BAI27860.1_4697	lcl|NC_004337.2_prot_NP_709694.2_3611	lcl|NZ_CP022959.1_prot_WP_001086388.1_4285	lcl|NC_011750.1_prot_WP_001309881.1_3086	lcl|CP003109.1_prot_AEZ43036.1_4401	*	lcl|CP000038.1_prot_AAZ90576.1_3779	lcl|NC_017635.1_prot_WP_001086388.1_4112
7	7	0.8	*	lcl|AP010953.1_prot_BAI23857.1_518	lcl|NC_004337.2_prot_NP_706376.1_398	lcl|NZ_CP022959.1_prot_WP_001338329.1_3261	*	lcl|CP003109.1_prot_AEZ39201.1_566	lcl|CU928161.2_prot_CAR01830.1_460	lcl|CP000038.1_prot_AAZ87248.1_450	lcl|NC_017635.1_prot_WP_001344274.1_553
7	7	0.796	lcl|FN554766.1_prot_CBG35306.1_2472	lcl|AP010953.1_prot_BAI26434.1_3226	*	lcl|NZ_CP022959.1_prot_WP_001220084.1_1463	lcl|NC_011750.1_prot_WP_001220090.1_2370	lcl|CP003109.1_prot_AEZ41320.1_2685	lcl|CU928161.2_prot_CAR03661.1_2288	*	lcl|NC_017635.1_prot_WP_024190730.1_2402
7	7	0.793	lcl|FN554766.1_prot_CBG37074.1_4240	lcl|AP010953.1_prot_BAI27879.1_4716	lcl|NC_004337.2_prot_NP_709672.2_3592	lcl|NZ_CP022959.1_prot_WP_000956312.1_4300	lcl|NC_011750.1_prot_WP_000956312.1_3104	lcl|CP003109.1_prot_AEZ43019.1_4384	*	*	lcl|NC_017635.1_prot_WP_000956308.1_4093
7	7	0.775	lcl|FN554766.1_prot_EC042_2349_2350	lcl|AP010953.1_prot_BAI26241.1_3025	*	lcl|NZ_CP022959.1_prot_WP_000356826.1_1577	lcl|NC_011750.1_prot_WP_000356769.1_886	lcl|CP003109.1_prot_AEZ41135.1_2500	lcl|CU928161.2_prot_CAR03544.1_2172	*	lcl|NC_017635.1_prot_WP_000356781.1_2293
7	7	0.762	lcl|FN554766.1_prot_CBG33557.1_723	lcl|AP010953.1_prot_BAI24103.1_778	lcl|NC_004337.2_prot_NP_706517.2_538	lcl|NZ_CP022959.1_prot_WP_000143530.1_3058	*	lcl|CP003109.1_prot_AEZ39461.1_826	*	lcl|CP000038.1_prot_AAZ87426.1_628	lcl|NC_017635.1_prot_WP_000143529.1_761
7	7	0.757	lcl|FN554766.1_prot_CBG33735.1_901	lcl|AP010953.1_prot_BAI24264.1_948	lcl|NC_004337.2_prot_NP_706698.2_708	*	lcl|NC_011750.1_prot_WP_000144239.1_791	lcl|CP003109.1_prot_AEZ39629.1_994	*	lcl|CP000038.1_prot_AAZ87550.1_752	lcl|NC_017635.1_prot_WP_000168797.1_864
7	7	0.757	lcl|FN554766.1_prot_CBG34394.1_1560	lcl|AP010953.1_prot_BAI25315.1_2040	*	lcl|NZ_CP022959.1_prot_WP_000220399.1_2298	*	lcl|CP003109.1_prot_AEZ40356.1_1721	lcl|CU928161.2_prot_CAR02851.1_1479	lcl|CP000038.1_prot_AAZ88388.1_1591	lcl|NC_017635.1_prot_WP_000220396.1_1545
7	7	0.754	lcl|FN554766.1_prot_CBG34688.1_1854	lcl|AP010953.1_prot_BAI25669.1_2424	*	lcl|NZ_CP022959.1_prot_WP_000347850.1_2002	lcl|NC_011750.1_prot_ECIAI39_RS06870_1349	lcl|CP003109.1_prot_AEZ40640.1_2005	lcl|CU928161.2_prot_CAR03054.1_1681	*	lcl|NC_017635.1_prot_WP_000347850.1_1843
7	7	0.749	lcl|FN554766.1_prot_CBG37273.1_4439	lcl|AP010953.1_prot_BAI28340.1_5197	*	lcl|NZ_CP022959.1_prot_WP_001300547.1_4105	lcl|NC_011750.1_prot_WP_001300547.1_4453	lcl|CP003109.1_prot_AEZ43235.1_4600	lcl|CU928161.2_prot_CAR05735.2_4362	*	lcl|NC_017635.1_prot_WP_001300547.1_4340
7	7	0.746	lcl|FN554766.1_prot_CBG34945.1_2111	*	*	lcl|NZ_CP022959.1_prot_WP_001297704.1_1734	lcl|NC_011750.1_prot_WP_001441990.1_1080	lcl|CP003109.1_prot_AEZ40905.1_2270	lcl|CU928161.2_prot_CAR03315.1_1943	lcl|CP000038.1_prot_AAZ88685.1_1888	lcl|NC_017635.1_prot_WP_001297704.1_2115
7	7	0.743	lcl|FN554766.1_prot_CBG34563.1_1729	lcl|AP010953.1_prot_ECO26_2289_2289	*	lcl|NZ_CP022959.1_prot_WP_000041681.1_2112	lcl|NC_011750.1_prot_WP_000041644.1_1461	lcl|CP003109.1_prot_AEZ40531.1_1896	lcl|CU928161.2_prot_CAR02947.1_1574	*	lcl|NC_017635.1_prot_WP_000041685.1_1733
7	7	0.731	*	lcl|AP010953.1_prot_BAI25806.1_2565	*	lcl|NZ_CP022959.1_prot_WP_000513737.1_1899	lcl|NC_011750.1_prot_WP_000513737.1_1242	lcl|CP003109.1_prot_AEZ40742.1_2107	lcl|CU928161.2_prot_CAR03157.1_1785	lcl|CP000038.1_prot_AAZ88076.1_1279	lcl|NC_017635.1_prot_WP_000513743.1_1948
7	7	0.724	lcl|FN554766.1_prot_CBG36658.1_3824	lcl|AP010953.1_prot_BAI27788.1_4623	*	lcl|NZ_CP022959.1_prot_WP_000025892.1_189	lcl|NC_011750.1_prot_WP_015674776.1_4000	lcl|CP003109.1_prot_AEZ42639.1_4004	lcl|CU928161.2_prot_ECS88_3947_3783	*	lcl|NC_017635.1_prot_WP_000025915.1_3729
7	7	0.707	lcl|FN554766.1_prot_CBG34763.1_1929	*	lcl|NC_004337.2_prot_NP_707342.2_1335	lcl|NZ_CP022959.1_prot_CJZ69_RS10150_1926	lcl|NC_011750.1_prot_WP_000723719.1_1269	lcl|CP003109.1_prot_AEZ40718.1_2083	lcl|CU928161.2_prot_CAR03131.1_1759	*	lcl|NC_017635.1_prot_WP_000719841.1_1919
7	7	0.698	lcl|FN554766.1_prot_CBG37662.1_4828	lcl|AP010953.1_prot_ECO26_5529_5529	*	lcl|NZ_CP022959.1_prot_WP_001298932.1_3879	lcl|NC_011750.1_prot_WP_001489509.1_4749	lcl|CP003109.1_prot_AEZ43482.1_4847	lcl|CU928161.2_prot_CAR06098.1_4721	*	lcl|NC_017635.1_prot_WP_001298932.1_4589
7	7	0.694	lcl|FN554766.1_prot_CBG33559.1_725	lcl|AP010953.1_prot_BAI24105.1_780	lcl|NC_004337.2_prot_NP_706515.1_536	lcl|NZ_CP022959.1_prot_WP_000472422.1_3056	*	lcl|CP003109.1_prot_AEZ39463.1_828	*	lcl|CP000038.1_prot_AAZ87427.1_629	lcl|NC_017635.1_prot_WP_000472422.1_763
7	7	0.692	lcl|FN554766.1_prot_CBG36459.1_3625	lcl|AP010953.1_prot_BAI27631.1_4461	lcl|NC_004337.2_prot_NP_709146.2_3075	lcl|NZ_CP022959.1_prot_WP_000847838.1_353	*	lcl|CP003109.1_prot_AEZ42452.1_3817	*	lcl|CP000038.1_prot_AAZ90064.1_3267	lcl|NC_017635.1_prot_WP_000847831.1_3561
7	7	0.679	lcl|FN554766.1_prot_CBG36735.1_3901	lcl|AP010953.1_prot_BAI28151.1_4995	lcl|NC_004337.2_prot_NP_709381.1_3310	lcl|NZ_CP022959.1_prot_CJZ69_RS00575_110	*	*	lcl|CU928161.2_prot_CAR05228.1_3854	lcl|CP000038.1_prot_AAZ90345.1_3548	lcl|NC_017635.1_prot_WP_001033224.1_3815
7	7	0.674	lcl|FN554766.1_prot_CBG36248.1_3414	lcl|AP010953.1_prot_BAI27407.1_4233	*	lcl|NZ_CP022959.1_prot_WP_000347251.1_586	lcl|NC_011750.1_prot_WP_000347273.1_3599	lcl|CP003109.1_prot_AEZ42232.1_3597	*	lcl|CP000038.1_prot_AAZ89862.1_3065	lcl|NC_017635.1_prot_WP_000347267.1_3346
7	7	0.635	lcl|FN554766.1_prot_CBG33383.1_549	lcl|AP010953.1_prot_ECO26_0545_545	*	lcl|NZ_CP022959.1_prot_WP_001302767.1_3236	lcl|NC_011750.1_prot_WP_001302767.1_470	lcl|CP003109.1_prot_AEZ39235.1_600	lcl|CU928161.2_prot_CAR01857.1_487	*	lcl|NC_017635.1_prot_WP_001297442.1_582
7	7	0.616	lcl|FN554766.1_prot_CBG32971.1_137	lcl|AP010953.1_prot_BAI23501.1_142	*	lcl|NZ_CP022959.1_prot_WP_000288453.1_3661	lcl|NC_011750.1_prot_ECIAI39_RS00740_150	lcl|CP003109.1_prot_AEZ38769.1_134	lcl|CU928161.2_prot_CAR01514.1_146	*	lcl|NC_017635.1_prot_WP_000153170.1_137
7	7	0.615	lcl|FN554766.1_prot_CBG34620.1_1786	lcl|AP010953.1_prot_BAI25600.1_2353	lcl|NC_004337.2_prot_YP_008439252.1_1512	lcl|NZ_CP022959.1_prot_WP_001300888.1_2073	lcl|NC_011750.1_prot_WP_001296096.1_1420	*	lcl|CU928161.2_prot_CAR02985.2_1612	*	lcl|NC_017635.1_prot_WP_001300888.1_1772
7	7	0.614	lcl|FN554766.1_prot_CBG33507.1_673	lcl|AP010953.1_prot_ECO26_0721_721	lcl|NC_004337.2_prot_NP_706564.1_582	lcl|NZ_CP022959.1_prot_WP_000786568.1_3123	*	lcl|CP003109.1_prot_AEZ39409.1_774	*	lcl|CP000038.1_prot_AAZ87366.1_568	lcl|NC_017635.1_prot_WP_000786607.1_698
7	7	0.594	*	lcl|AP010953.1_prot_BAI27200.1_4015	lcl|NC_004337.2_prot_NP_708688.1_2633	*	lcl|NC_011750.1_prot_WP_000988708.1_3320	lcl|CP003109.1_prot_AEZ41978.1_3343	lcl|CU928161.2_prot_CAR04439.1_3067	lcl|CP000038.1_prot_AAZ89668.1_2871	lcl|NC_017635.1_prot_WP_000988702.1_3130
7	7	0.583	lcl|FN554766.1_prot_CBG36377.1_3543	lcl|AP010953.1_prot_ECO26_4378_4378	*	lcl|NZ_CP022959.1_prot_WP_000019655.1_450	lcl|NC_011750.1_prot_WP_000019670.1_3738	lcl|CP003109.1_prot_AEZ42368.1_3733	lcl|CU928161.2_prot_CAR04881.1_3507	*	lcl|NC_017635.1_prot_WP_000019655.1_3478
