# Species	Genes	Alg.-Conn.	11128.fasta	2a301.fasta	MG1655.fasta	O55H7.fasta	SE11.fasta	SMS-3-5.fasta	Sb227.fasta	UMN026.fasta
5	5	0.779	lcl|AP010960.1_prot_BAI35230.1_1292	lcl|NC_004337.2_prot_NP_709453.1_3377	*	*	*	lcl|NC_010498.1_prot_WP_000095522.1_3079	lcl|CP000036.1_prot_ABB68752.1_4021	lcl|NC_011751.1_prot_WP_000074487.1_3332
5	5	0.773	lcl|AP010960.1_prot_BAI35335.1_1399	*	lcl|NC_000913.3_prot_NP_415640.2_1096	*	lcl|NC_011415.1_prot_WP_001442351.1_1176	lcl|NC_010498.1_prot_WP_001313748.1_1954	*	lcl|NC_011751.1_prot_WP_001309411.1_1280
5	5	0.772	*	lcl|NC_004337.2_prot_NP_709936.2_3849	*	lcl|CP003109.1_prot_AEZ43422.1_4787	*	lcl|NC_010498.1_prot_WP_001218930.1_4553	lcl|CP000036.1_prot_ABB68591.1_3860	lcl|NC_011751.1_prot_WP_223293345.1_4708
5	5	0.772	lcl|AP010960.1_prot_BAI36485.1_2627	*	*	lcl|CP003109.1_prot_AEZ40978.1_2343	lcl|NC_011415.1_prot_WP_000477885.1_2271	lcl|NC_010498.1_prot_WP_000477878.1_1104	*	lcl|NC_011751.1_prot_WP_000477866.1_2297
5	5	0.771	*	*	lcl|NC_000913.3_prot_NP_415784.1_1246	lcl|CP003109.1_prot_AEZ40159.1_1524	*	lcl|NC_010498.1_prot_WP_001330536.1_1810	lcl|CP000036.1_prot_ABB66397.1_1665	lcl|NC_011751.1_prot_WP_001309470.1_1550
5	5	0.77	lcl|AP010960.1_prot_ECO111_0213_213	*	lcl|NC_000913.3_prot_NP_414752.1_214	lcl|CP003109.1_prot_AEZ38839.1_204	lcl|NC_011415.1_prot_WP_001086142.1_210	*	*	lcl|NC_011751.1_prot_WP_001086160.1_213
5	5	0.759	lcl|AP010960.1_prot_BAI38926.1_5211	lcl|NC_004337.2_prot_NP_710090.1_4001	*	*	lcl|NC_011415.1_prot_WP_001119862.1_4602	*	lcl|CP000036.1_prot_ABB68822.1_4091	lcl|NC_011751.1_prot_WP_001119872.1_4866
5	5	0.753	*	*	lcl|NC_000913.3_prot_NP_416485.4_1965	lcl|CP003109.1_prot_AEZ40977.1_2342	lcl|NC_011415.1_prot_ECSE_RS28415_2270	lcl|NC_010498.1_prot_WP_012311680.1_1105	*	lcl|NC_011751.1_prot_WP_001376948.1_2296
5	5	0.72	lcl|AP010960.1_prot_BAI38925.1_5210	lcl|NC_004337.2_prot_NP_710089.2_4000	*	*	lcl|NC_011415.1_prot_WP_000459750.1_4601	*	lcl|CP000036.1_prot_ABB68821.1_4090	lcl|NC_011751.1_prot_WP_000459748.1_4865
5	5	0.713	*	lcl|NC_004337.2_prot_YP_008439274.1_2483	*	lcl|CP003109.1_prot_AEZ41787.1_3152	lcl|NC_011415.1_prot_WP_000611928.1_2993	lcl|NC_010498.1_prot_WP_000611937.1_2771	*	lcl|NC_011751.1_prot_WP_000611938.1_3020
5	5	0.704	lcl|AP010960.1_prot_BAI38006.1_4238	*	*	lcl|CP003109.1_prot_AEZ42500.1_3865	lcl|NC_011415.1_prot_WP_122989258.1_3691	lcl|NC_010498.1_prot_WP_122991685.1_3581	lcl|CP000036.1_prot_ABB67908.1_3176	*
5	5	0.684	lcl|AP010960.1_prot_ECO111_1500_1500	lcl|NC_004337.2_prot_YP_008439241.1_1071	*	*	lcl|NC_011415.1_prot_ECSE_RS06325_1209	lcl|NC_010498.1_prot_ECSMS35_RS26725_1921	*	lcl|NC_011751.1_prot_ECUMN_RS08295_1447
5	5	0.67	lcl|AP010960.1_prot_BAI38739.1_5010	*	lcl|NC_000913.3_prot_NP_418625.1_4122	lcl|CP003109.1_prot_AEZ43362.1_4727	*	*	lcl|CP000036.1_prot_ABB68673.1_3942	lcl|NC_011751.1_prot_WP_001305664.1_4640
5	5	0.637	lcl|AP010960.1_prot_BAI36755.1_2922	lcl|NC_004337.2_prot_NP_707047.3_1046	*	lcl|CP003109.1_prot_AEZ39964.1_1329	*	lcl|NC_010498.1_prot_WP_000125507.1_906	lcl|CP000036.1_prot_ABB66707.1_1975	*
5	5	0.626	lcl|AP010960.1_prot_ECO111_3580_3580	*	lcl|NC_000913.3_prot_NP_417328.1_2809	lcl|CP003109.1_prot_AEZ41909.1_3274	lcl|NC_011415.1_prot_WP_000102786.1_3116	*	*	lcl|NC_011751.1_prot_WP_001090785.1_3138
5	5	0.601	lcl|AP010960.1_prot_BAI36789.1_2958	*	*	lcl|CP003109.1_prot_AEZ41314.1_2679	lcl|NC_011415.1_prot_WP_000536515.1_2500	lcl|NC_010498.1_prot_WP_000536593.1_2313	*	lcl|NC_011751.1_prot_WP_001446651.1_2543
5	5	0.597	lcl|AP010960.1_prot_ECO111_0333_333	*	*	lcl|CP003109.1_prot_AEZ39004.1_369	lcl|NC_011415.1_prot_WP_000092613.1_317	lcl|NC_010498.1_prot_WP_000092565.1_321	*	lcl|NC_011751.1_prot_WP_000092574.1_337
5	5	0.583	lcl|AP010960.1_prot_BAI37496.1_3706	lcl|NC_004337.2_prot_NP_708726.2_2669	*	*	lcl|NC_011415.1_prot_WP_000386849.1_4482	lcl|NC_010498.1_prot_WP_000386846.1_4480	*	lcl|NC_011751.1_prot_WP_000378953.1_3272
5	5	0.576	*	lcl|NC_004337.2_prot_NP_706228.1_259	lcl|NC_000913.3_prot_NP_414763.1_225	lcl|CP003109.1_prot_AEZ38881.1_246	*	lcl|NC_010498.1_prot_WP_000006244.1_232	*	lcl|NC_011751.1_prot_WP_000006263.1_248
5	5	0.57	lcl|AP010960.1_prot_BAI36917.1_3092	lcl|NC_004337.2_prot_NP_708227.1_2190	lcl|NC_000913.3_prot_NP_416847.1_2324	lcl|CP003109.1_prot_AEZ41431.1_2796	lcl|NC_011415.1_prot_WP_000937833.1_2668	*	*	*
5	5	0.566	lcl|AP010960.1_prot_BAI36489.1_2633	*	lcl|NC_000913.3_prot_NP_416491.3_1969	lcl|CP003109.1_prot_AEZ40982.1_2347	*	lcl|NC_010498.1_prot_WP_023142104.1_1100	*	lcl|NC_011751.1_prot_WP_001513326.1_2301
5	5	0.565	lcl|AP010960.1_prot_BAI35939.1_2066	*	lcl|NC_000913.3_prot_YP_001165320.1_1588	*	lcl|NC_011415.1_prot_WP_000233090.1_1719	lcl|NC_010498.1_prot_WP_000233090.1_1544	*	lcl|NC_011751.1_prot_WP_000233092.1_1868
5	5	0.558	lcl|AP010960.1_prot_BAI35858.1_1971	lcl|NC_004337.2_prot_NP_706801.1_810	lcl|NC_000913.3_prot_NP_416088.1_1563	lcl|CP003109.1_prot_AEZ40096.1_1461	*	*	*	lcl|NC_011751.1_prot_WP_000787428.1_1292
5	5	0.536	lcl|AP010960.1_prot_BAI37696.1_3916	lcl|NC_004337.2_prot_NP_708899.2_2835	*	*	lcl|NC_011415.1_prot_WP_012565170.1_3381	lcl|NC_010498.1_prot_WP_012311985.1_3273	lcl|CP000036.1_prot_ABB67468.1_2736	*
5	5	0.509	lcl|AP010960.1_prot_ECO111_3097_3097	*	*	lcl|CP003109.1_prot_AEZ41444.1_2809	lcl|NC_011415.1_prot_WP_001274887.1_2672	lcl|NC_010498.1_prot_WP_001276281.1_2814	*	lcl|NC_011751.1_prot_WP_001274886.1_2667
5	5	0.482	lcl|AP010960.1_prot_BAI37748.1_3969	lcl|NC_004337.2_prot_NP_708946.2_2880	lcl|NC_000913.3_prot_NP_417614.1_3089	lcl|CP003109.1_prot_AEZ42251.1_3616	lcl|NC_011415.1_prot_WP_000817007.1_3435	*	*	*
5	5	0.373	lcl|AP010960.1_prot_ECO111_0137_137	*	lcl|NC_000913.3_prot_NP_414677.1_135	*	lcl|NC_011415.1_prot_WP_077626008.1_133	lcl|NC_010498.1_prot_WP_223718407.1_147	*	lcl|NC_011751.1_prot_WP_000833494.1_138
5	5	0.339	lcl|AP010960.1_prot_BAI34138.1_139	*	lcl|NC_000913.3_prot_NP_414679.1_137	lcl|CP003109.1_prot_AEZ38767.1_132	lcl|NC_011415.1_prot_WP_000143205.1_135	lcl|NC_010498.1_prot_WP_000837847.1_149	*	*
5	5	0.307	lcl|AP010960.1_prot_BAI37495.1_3705	lcl|NC_004337.2_prot_NP_708723.2_2666	*	*	lcl|NC_011415.1_prot_WP_001244358.1_4483	lcl|NC_010498.1_prot_WP_012311688.1_4481	*	lcl|NC_011751.1_prot_WP_000577030.1_3271
5	5	0.253	lcl|AP010960.1_prot_ECO111_1040_1040	*	*	lcl|CP003109.1_prot_AEZ40974.1_2339	lcl|NC_011415.1_prot_WP_000091777.1_2268	lcl|NC_010498.1_prot_ECSMS35_RS05805_1107	lcl|CP000036.1_prot_ABB65640.1_905	*
5	5	0.217	lcl|AP010960.1_prot_BAI36062.1_2193	*	*	*	lcl|NC_011415.1_prot_WP_000087812.1_1852	lcl|NC_010498.1_prot_WP_000038165.1_4156	lcl|CP000036.1_prot_ABB66032.1_1299	lcl|NC_011751.1_prot_WP_000038862.1_959
5	5	0.151	lcl|AP010960.1_prot_BAI36407.1_2545	*	*	lcl|CP003109.1_prot_AEZ40906.1_2271	lcl|NC_011415.1_prot_WP_000824375.1_2197	lcl|NC_010498.1_prot_WP_000824375.1_1174	*	lcl|NC_011751.1_prot_WP_000824409.1_2235
5	5	0.133	lcl|AP010960.1_prot_BAI34772.1_812	lcl|NC_004337.2_prot_NP_707742.1_1721	*	lcl|CP003109.1_prot_AEZ39561.1_926	*	*	lcl|CP000036.1_prot_ABB66244.1_1512	lcl|NC_011751.1_prot_WP_000677108.1_1809
5	5	0.12	lcl|AP010960.1_prot_BAI34923.1_968	*	lcl|NC_000913.3_prot_NP_415420.1_876	lcl|CP003109.1_prot_AEZ38978.1_343	lcl|NC_011415.1_prot_WP_001242664.1_959	*	*	lcl|NC_011751.1_prot_WP_001119037.1_310
5	5	0.102	lcl|AP010960.1_prot_BAI37265.1_3459	*	lcl|NC_000913.3_prot_NP_417219.1_2699	*	lcl|NC_011415.1_prot_WP_001136918.1_3000	lcl|NC_010498.1_prot_WP_001051319.1_4654	lcl|CP000036.1_prot_ABB67307.1_2575	*
5	5	0.0947	lcl|AP010960.1_prot_BAI34221.1_230	lcl|NC_004337.2_prot_NP_706159.1_196	*	lcl|CP003109.1_prot_AEZ38854.1_219	lcl|NC_011415.1_prot_WP_000393845.1_224	*	*	lcl|NC_011751.1_prot_WP_000863395.1_225
5	5	0.0942	lcl|AP010960.1_prot_ECO111_1902_1902	*	*	lcl|CP003109.1_prot_AEZ40426.1_1791	lcl|NC_011415.1_prot_WP_001443608.1_1593	lcl|NC_010498.1_prot_ECSMS35_RS08405_1605	*	lcl|NC_011751.1_prot_WP_012602787.1_1757
5	5	0.0872	lcl|AP010960.1_prot_BAI36304.1_2440	lcl|NC_004337.2_prot_NP_706805.1_814	*	lcl|CP003109.1_prot_AEZ41190.1_2555	lcl|NC_011415.1_prot_WP_244406421.1_2089	*	*	lcl|NC_011751.1_prot_WP_000935596.1_1289
5	5	0.0524	*	lcl|NC_004337.2_prot_NP_709992.3_3903	*	*	lcl|NC_011415.1_prot_WP_001356012.1_4489	lcl|NC_010498.1_prot_WP_001361377.1_4487	lcl|CP000036.1_prot_ABB68664.1_3933	lcl|NC_011751.1_prot_ECUMN_RS24520_4641
5	5	0.0475	lcl|AP010960.1_prot_BAI37392.1_3602	lcl|NC_004337.2_prot_NP_708637.1_2583	lcl|NC_000913.3_prot_YP_009518811.1_2814	*	lcl|NC_011415.1_prot_WP_000676929.1_3134	*	*	lcl|NC_011751.1_prot_WP_000676946.1_3165
5	5	0.0461	lcl|AP010960.1_prot_BAI38381.1_4631	lcl|NC_004337.2_prot_NP_709612.1_3533	*	*	lcl|NC_011415.1_prot_WP_000678268.1_4082	lcl|NC_010498.1_prot_WP_000240851.1_4491	*	lcl|NC_011751.1_prot_WP_000240846.1_4648
5	5	0.0456	lcl|AP010960.1_prot_ECO111_3719_3719	lcl|NC_004337.2_prot_NP_708744.1_2686	*	*	*	lcl|NC_010498.1_prot_ECSMS35_RS26310_1016	lcl|CP000036.1_prot_ABB68578.1_3847	lcl|NC_011751.1_prot_ECUMN_RS17765_3319
4	35	0.259	lcl|AP010960.1_prot_BAI35215.1_1275,lcl|AP010960.1_prot_BAI35554.1_1632	lcl|NC_004337.2_prot_NP_707377.1_1369,lcl|NC_004337.2_prot_NP_707850.1_1824,lcl|NC_004337.2_prot_NP_707787.1_1763,lcl|NC_004337.2_prot_NP_707677.1_1659,lcl|NC_004337.2_prot_NP_707623.1_1606,lcl|NC_004337.2_prot_NP_707619.1_1603,lcl|NC_004337.2_prot_NP_707610.1_1594,lcl|NC_004337.2_prot_NP_707600.1_1584,lcl|NC_004337.2_prot_NP_707594.1_1579,lcl|NC_004337.2_prot_NP_707518.1_1505,lcl|NC_004337.2_prot_NP_707422.1_1415,lcl|NC_004337.2_prot_NP_707394.1_1386,lcl|NC_004337.2_prot_NP_707384.1_1376,lcl|NC_004337.2_prot_NP_705978.1_19,lcl|NC_004337.2_prot_NP_707301.1_1295,lcl|NC_004337.2_prot_NP_707263.1_1263,lcl|NC_004337.2_prot_NP_707218.1_1218,lcl|NC_004337.2_prot_NP_707149.1_1150,lcl|NC_004337.2_prot_NP_707104.1_1104,lcl|NC_004337.2_prot_NP_706862.1_870,lcl|NC_004337.2_prot_NP_706860.1_868,lcl|NC_004337.2_prot_NP_706531.1_550,lcl|NC_004337.2_prot_NP_706412.1_433,lcl|NC_004337.2_prot_NP_706200.1_231,lcl|NC_004337.2_prot_NP_706034.1_76	lcl|NC_000913.3_prot_NP_414563.1_22,lcl|NC_000913.3_prot_NP_414799.1_258,lcl|NC_000913.3_prot_NP_414809.1_270,lcl|NC_000913.3_prot_NP_416408.1_1893,lcl|NC_000913.3_prot_NP_417901.1_3379,lcl|NC_000913.3_prot_YP_588445.1_964,lcl|NC_000913.3_prot_YP_009518740.1_235	*	*	lcl|NC_010498.1_prot_WP_000179213.1_3019	*	*
4	21	0.195	lcl|AP010960.1_prot_BAI34477.1_498,lcl|AP010960.1_prot_BAI34547.1_573,lcl|AP010960.1_prot_BAI37562.1_3778	lcl|NC_004337.2_prot_NP_706458.1_478,lcl|NC_004337.2_prot_NP_709934.1_3847,lcl|NC_004337.2_prot_NP_706605.1_621,lcl|NC_004337.2_prot_NP_706612.1_628,lcl|NC_004337.2_prot_NP_706789.1_797,lcl|NC_004337.2_prot_NP_706966.1_970,lcl|NC_004337.2_prot_NP_707484.1_1473,lcl|NC_004337.2_prot_NP_707756.1_1735,lcl|NC_004337.2_prot_NP_707772.1_1749,lcl|NC_004337.2_prot_NP_707885.1_1858,lcl|NC_004337.2_prot_NP_708118.1_2083,lcl|NC_004337.2_prot_NP_708641.1_2587	*	lcl|CP003109.1_prot_AEZ40137.1_1502,lcl|CP003109.1_prot_AEZ40994.1_2359,lcl|CP003109.1_prot_AEZ42049.1_3414,lcl|CP003109.1_prot_AEZ42060.1_3425,lcl|CP003109.1_prot_AEZ42767.1_4132	*	*	lcl|CP000036.1_prot_ABB66650.1_1918	*
4	19	0.355	*	*	lcl|NC_000913.3_prot_NP_414793.2_253,lcl|NC_000913.3_prot_NP_415084.2_542,lcl|NC_000913.3_prot_NP_415189.2_647,lcl|NC_000913.3_prot_NP_415847.2_2015,lcl|NC_000913.3_prot_NP_415888.1_1357,lcl|NC_000913.3_prot_NP_416498.2_1976,lcl|NC_000913.3_prot_NP_416535.2_2172,lcl|NC_000913.3_prot_NP_416696.2_2934,lcl|NC_000913.3_prot_NP_417456.2_3163,lcl|NC_000913.3_prot_NP_417685.2_3443,lcl|NC_000913.3_prot_NP_417962.2_1219,lcl|NC_000913.3_prot_YP_009518770.2_1317	*	lcl|NC_011415.1_prot_WP_000019440.1_2079	lcl|NC_010498.1_prot_WP_000019443.1_2193,lcl|NC_010498.1_prot_WP_000019443.1_619	*	lcl|NC_011751.1_prot_WP_000019400.1_1872,lcl|NC_011751.1_prot_WP_000019400.1_2270,lcl|NC_011751.1_prot_WP_000019400.1_2947,lcl|NC_011751.1_prot_WP_000019400.1_4810
4	15	0.441	lcl|AP010960.1_prot_BAI35119.1_1171	lcl|NC_004337.2_prot_NP_707234.1_1234,lcl|NC_004337.2_prot_NP_707726.1_1706,lcl|NC_004337.2_prot_NP_707745.1_1724,lcl|NC_004337.2_prot_NP_707961.1_1931,lcl|NC_004337.2_prot_NP_707966.1_1935	*	lcl|CP003109.1_prot_AEZ41313.1_2678	*	*	lcl|CP000036.1_prot_ABB64956.1_220,lcl|CP000036.1_prot_ABB65373.1_637,lcl|CP000036.1_prot_ABB65826.1_1091,lcl|CP000036.1_prot_ABB66945.1_2213,lcl|CP000036.1_prot_ABB67578.1_2846,lcl|CP000036.1_prot_ABB67825.1_3093,lcl|CP000036.1_prot_ABB68092.1_3360,lcl|CP000036.1_prot_ABB68808.1_4077	*
4	12	0.521	lcl|AP010960.1_prot_BAI37517.1_3732	lcl|NC_004337.2_prot_NP_706942.1_949,lcl|NC_004337.2_prot_NP_707076.1_1078,lcl|NC_004337.2_prot_NP_708472.1_2424,lcl|NC_004337.2_prot_NP_708636.1_2582,lcl|NC_004337.2_prot_NP_708780.1_2720	lcl|NC_000913.3_prot_NP_416593.1_2073,lcl|NC_000913.3_prot_NP_414833.1_296,lcl|NC_000913.3_prot_NP_414906.1_366,lcl|NC_000913.3_prot_NP_415073.1_528,lcl|NC_000913.3_prot_NP_415545.1_1004	*	lcl|NC_011415.1_prot_WP_087530468.1_2923	*	*	*
4	11	0.161	lcl|AP010960.1_prot_BAI34783.1_823,lcl|AP010960.1_prot_BAI35550.1_1628,lcl|AP010960.1_prot_BAI35883.1_2003,lcl|AP010960.1_prot_BAI36420.1_2558,lcl|AP010960.1_prot_BAI37156.1_3345,lcl|AP010960.1_prot_BAI38651.1_4912,lcl|AP010960.1_prot_BAI35397.1_1464	*	*	lcl|CP003109.1_prot_AEZ40921.1_2286,lcl|CP003109.1_prot_AEZ40135.1_1500	*	*	lcl|CP000036.1_prot_ABB65833.1_1098	lcl|NC_011751.1_prot_WP_000514740.1_1343
4	10	0.455	lcl|AP010960.1_prot_BAI35396.1_1463,lcl|AP010960.1_prot_BAI35549.1_1627,lcl|AP010960.1_prot_BAI35884.1_2004,lcl|AP010960.1_prot_BAI36421.1_2559,lcl|AP010960.1_prot_BAI37157.1_3346	*	*	lcl|CP003109.1_prot_AEZ40134.1_1499,lcl|CP003109.1_prot_AEZ41150.1_2515,lcl|CP003109.1_prot_AEZ40923.1_2288	*	*	lcl|CP000036.1_prot_ABB65834.1_1099	lcl|NC_011751.1_prot_WP_001090039.1_1342
4	10	0.257	*	lcl|NC_004337.2_prot_NP_709334.1_3263,lcl|NC_004337.2_prot_NP_706437.1_456	lcl|NC_000913.3_prot_NP_418015.1_3497	*	*	lcl|NC_010498.1_prot_WP_087522250.1_3737,lcl|NC_010498.1_prot_WP_085960080.1_1033	*	lcl|NC_011751.1_prot_WP_113621764.1_1695,lcl|NC_011751.1_prot_WP_100222095.1_3990,lcl|NC_011751.1_prot_WP_100222095.1_2873,lcl|NC_011751.1_prot_WP_100222095.1_1112,lcl|NC_011751.1_prot_WP_100190663.1_4054
4	9	0.134	*	lcl|NC_004337.2_prot_NP_706325.1_347,lcl|NC_004337.2_prot_NP_706784.1_793,lcl|NC_004337.2_prot_NP_707873.1_1846,lcl|NC_004337.2_prot_NP_709078.1_3010,lcl|NC_004337.2_prot_NP_709480.1_3403,lcl|NC_004337.2_prot_NP_709898.1_3811	*	lcl|CP003109.1_prot_AEZ42024.1_3389	*	lcl|NC_010498.1_prot_WP_001339397.1_3025	*	lcl|NC_011751.1_prot_WP_000839179.1_3289
4	8	0.583	lcl|AP010960.1_prot_BAI34551.1_577	*	*	lcl|CP003109.1_prot_AEZ39301.1_666,lcl|CP003109.1_prot_AEZ38943.1_308	lcl|NC_011415.1_prot_WP_012565115.1_2058,lcl|NC_011415.1_prot_WP_001358372.1_608,lcl|NC_011415.1_prot_WP_012565086.1_1651	*	*	lcl|NC_011751.1_prot_WP_001309909.1_619,lcl|NC_011751.1_prot_WP_001309910.1_1411
4	8	0.581	lcl|AP010960.1_prot_BAI34550.1_576	*	*	lcl|CP003109.1_prot_AEZ39300.1_665,lcl|CP003109.1_prot_AEZ38942.1_307	lcl|NC_011415.1_prot_WP_000683105.1_2059,lcl|NC_011415.1_prot_WP_000683105.1_607,lcl|NC_011415.1_prot_WP_000683129.1_1652	*	*	lcl|NC_011751.1_prot_WP_000683112.1_1410,lcl|NC_011751.1_prot_WP_000683122.1_618
4	8	0.576	lcl|AP010960.1_prot_BAI34553.1_579	*	*	lcl|CP003109.1_prot_AEZ39303.1_668,lcl|CP003109.1_prot_AEZ38945.1_310	lcl|NC_011415.1_prot_WP_000459457.1_1649,lcl|NC_011415.1_prot_WP_000459457.1_2056,lcl|NC_011415.1_prot_WP_000459457.1_610	*	*	lcl|NC_011751.1_prot_WP_000459451.1_1413,lcl|NC_011751.1_prot_WP_000459479.1_621
4	8	0.31	lcl|AP010960.1_prot_BAI35388.1_1453,lcl|AP010960.1_prot_BAI35664.1_1753,lcl|AP010960.1_prot_BAI35890.1_2012,lcl|AP010960.1_prot_BAI36268.1_2404,lcl|AP010960.1_prot_BAI38644.1_4905	*	*	lcl|CP003109.1_prot_AEZ40128.1_1493	*	lcl|NC_010498.1_prot_WP_000164661.1_1152	lcl|CP000036.1_prot_ABB65840.1_1105	*
4	8	0.259	lcl|AP010960.1_prot_BAI35391.1_1456,lcl|AP010960.1_prot_BAI35667.1_1756,lcl|AP010960.1_prot_BAI35887.1_2007,lcl|AP010960.1_prot_BAI36265.1_2401,lcl|AP010960.1_prot_BAI38647.1_4908	*	*	lcl|CP003109.1_prot_AEZ40131.1_1496	lcl|NC_011415.1_prot_WP_000024051.1_1440	lcl|NC_010498.1_prot_WP_001330090.1_1155	*	*
4	8	0.235	lcl|AP010960.1_prot_BAI35365.1_1430,lcl|AP010960.1_prot_BAI35522.1_1596,lcl|AP010960.1_prot_BAI36296.1_2432,lcl|AP010960.1_prot_BAI36455.1_2595,lcl|AP010960.1_prot_BAI35018.1_1068	*	*	lcl|CP003109.1_prot_AEZ41179.1_2544	lcl|NC_011415.1_prot_WP_000917767.1_2078	*	*	lcl|NC_011751.1_prot_WP_001309418.1_1311
4	8	0.232	lcl|AP010960.1_prot_BAI35672.1_1761,lcl|AP010960.1_prot_BAI36260.1_2396	*	*	lcl|CP003109.1_prot_AEZ40301.1_1666,lcl|CP003109.1_prot_AEZ41149.1_2514	lcl|NC_011415.1_prot_WP_000515783.1_616,lcl|NC_011415.1_prot_WP_000515700.1_2050,lcl|NC_011415.1_prot_WP_000515709.1_1444	*	*	lcl|NC_011751.1_prot_WP_000515681.1_627
4	8	0.223	lcl|AP010960.1_prot_BAI35384.1_1449,lcl|AP010960.1_prot_BAI35660.1_1749,lcl|AP010960.1_prot_BAI35894.1_2016,lcl|AP010960.1_prot_BAI36272.1_2408,lcl|AP010960.1_prot_BAI38640.1_4901	lcl|NC_004337.2_prot_NP_707051.1_1050	*	lcl|CP003109.1_prot_AEZ40124.1_1489	*	lcl|NC_010498.1_prot_WP_001147820.1_1148	*	*
4	8	0.199	lcl|AP010960.1_prot_BAI35663.1_1752,lcl|AP010960.1_prot_BAI35891.1_2013,lcl|AP010960.1_prot_BAI36269.1_2405,lcl|AP010960.1_prot_BAI38643.1_4904,lcl|AP010960.1_prot_BAI35387.1_1452	*	*	lcl|CP003109.1_prot_AEZ40127.1_1492	*	lcl|NC_010498.1_prot_WP_000097533.1_1151	lcl|CP000036.1_prot_ABB65841.1_1106	*
4	7	0.651	*	*	lcl|NC_000913.3_prot_NP_415092.1_551,lcl|NC_000913.3_prot_YP_009518788.1_1535	lcl|CP003109.1_prot_AEZ39290.1_655	lcl|NC_011415.1_prot_WP_000453611.1_2069,lcl|NC_011415.1_prot_WP_000453587.1_597	*	*	lcl|NC_011751.1_prot_WP_000453599.1_1400,lcl|NC_011751.1_prot_WP_000453611.1_608
4	7	0.542	*	lcl|NC_004337.2_prot_NP_707269.1_1268	*	lcl|CP003109.1_prot_AEZ38908.1_273,lcl|CP003109.1_prot_AEZ39266.1_631,lcl|CP003109.1_prot_AEZ39529.1_894	lcl|NC_011415.1_prot_WP_000995420.1_569	*	*	lcl|NC_011751.1_prot_WP_000995439.1_1370,lcl|NC_011751.1_prot_WP_000995439.1_581
4	7	0.537	lcl|AP010960.1_prot_BAI35088.1_1140	*	*	lcl|CP003109.1_prot_AEZ38918.1_283,lcl|CP003109.1_prot_AEZ39273.1_638,lcl|CP003109.1_prot_AEZ39539.1_904	lcl|NC_011415.1_prot_WP_000788786.1_577	*	*	lcl|NC_011751.1_prot_WP_000788877.1_1382,lcl|NC_011751.1_prot_WP_000788915.1_589
4	7	0.401	lcl|AP010960.1_prot_BAI35390.1_1455,lcl|AP010960.1_prot_BAI35666.1_1755,lcl|AP010960.1_prot_BAI36266.1_2402,lcl|AP010960.1_prot_BAI38646.1_4907	*	*	lcl|CP003109.1_prot_AEZ40130.1_1495	*	lcl|NC_010498.1_prot_WP_000224017.1_1154	lcl|CP000036.1_prot_ABB65837.1_1102	*
4	7	0.194	lcl|AP010960.1_prot_BAI35140.1_1193	*	*	lcl|CP003109.1_prot_AEZ39260.1_625,lcl|CP003109.1_prot_AEZ38902.1_267,lcl|CP003109.1_prot_AEZ39523.1_888	lcl|NC_011415.1_prot_ECSE_RS02880_561	*	*	lcl|NC_011751.1_prot_WP_000763385.1_575,lcl|NC_011751.1_prot_WP_000763387.1_1364
4	6	0.627	lcl|AP010960.1_prot_BAI34544.1_570	*	*	lcl|CP003109.1_prot_AEZ39296.1_661	lcl|NC_011415.1_prot_WP_000063250.1_2063,lcl|NC_011415.1_prot_WP_000063250.1_603	*	*	lcl|NC_011751.1_prot_WP_000063217.1_1406,lcl|NC_011751.1_prot_WP_000118196.1_614
4	6	0.543	lcl|AP010960.1_prot_BAI35186.1_1244,lcl|AP010960.1_prot_BAI36453.1_2593	*	*	lcl|CP003109.1_prot_AEZ42040.1_3405	*	*	lcl|CP000036.1_prot_ABB67049.1_2317,lcl|CP000036.1_prot_ABB67246.1_2514	lcl|NC_011751.1_prot_ECUMN_RS17775_3321
4	6	0.474	lcl|AP010960.1_prot_BAI36436.1_2574	*	*	lcl|CP003109.1_prot_AEZ40486.1_1851,lcl|CP003109.1_prot_AEZ40938.1_2303,lcl|CP003109.1_prot_AEZ41165.1_2530	lcl|NC_011415.1_prot_WP_012565087.1_1659	*	*	lcl|NC_011751.1_prot_WP_001322425.1_1327
4	6	0.473	lcl|AP010960.1_prot_BAI36438.1_2576	*	*	lcl|CP003109.1_prot_AEZ40488.1_1853,lcl|CP003109.1_prot_AEZ40940.1_2305,lcl|CP003109.1_prot_AEZ41167.1_2532	lcl|NC_011415.1_prot_WP_000028207.1_1661	*	*	lcl|NC_011751.1_prot_WP_001309424.1_1325
4	6	0.464	lcl|AP010960.1_prot_BAI36437.1_2575	*	*	lcl|CP003109.1_prot_AEZ40487.1_1852,lcl|CP003109.1_prot_AEZ40939.1_2304,lcl|CP003109.1_prot_AEZ41166.1_2531	lcl|NC_011415.1_prot_WP_000256235.1_1660	*	*	lcl|NC_011751.1_prot_WP_000258993.1_1326
4	6	0.46	lcl|AP010960.1_prot_BAI34545.1_571	*	*	lcl|CP003109.1_prot_AEZ39297.1_662	lcl|NC_011415.1_prot_WP_000158875.1_2062,lcl|NC_011415.1_prot_WP_000158875.1_604	*	*	lcl|NC_011751.1_prot_WP_000158868.1_1407,lcl|NC_011751.1_prot_WP_000160184.1_615
