# Species	Genes	Alg.-Conn.	536.fasta	ABU83972.fasta	APEC01.fasta	CFT073.fasta	E2348:69.fasta	ED1a.fasta	S88.fasta	SE15.fasta	UTI89.fasta
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR04167.1_2796	*	lcl|NC_007946.1_prot_WP_001244589.1_2823
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR04168.1_2797	*	lcl|NC_007946.1_prot_WP_000154254.1_2824
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR04332.1_2960	*	lcl|NC_007946.1_prot_WP_000204766.1_2988
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR04334.1_2962	*	lcl|NC_007946.1_prot_WP_001331598.1_2989
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR04335.1_2963	*	lcl|NC_007946.1_prot_WP_001331597.1_2990
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR04337.1_2965	*	lcl|NC_007946.1_prot_WP_001514353.1_2992
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR04340.1_2968	*	lcl|NC_007946.1_prot_WP_001351084.1_2995
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR04341.1_2969	*	lcl|NC_007946.1_prot_WP_001363020.1_2996
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR04560.2_3187	*	lcl|NC_007946.1_prot_WP_000197085.1_3153
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR04561.1_3188	*	lcl|NC_007946.1_prot_WP_000723250.1_3154
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR04562.1_3189	*	lcl|NC_007946.1_prot_WP_001259305.1_3155
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR04563.1_3190	*	lcl|NC_007946.1_prot_WP_000066003.1_3156
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR04564.1_3191	*	lcl|NC_007946.1_prot_WP_000038461.1_3157
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR05070.1_3696	*	lcl|NC_007946.1_prot_WP_001071333.1_3692
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR05071.1_3697	*	lcl|NC_007946.1_prot_WP_000029256.1_3693
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR05072.1_3698	*	lcl|NC_007946.1_prot_WP_000021882.1_3694
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR05073.2_3699	*	lcl|NC_007946.1_prot_WP_000368745.1_3695
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR05074.1_3700	*	lcl|NC_007946.1_prot_WP_001332164.1_3696
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR05075.1_3701	*	lcl|NC_007946.1_prot_WP_000661262.1_3697
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06047.1_4671	lcl|NC_013654.1_prot_WP_000132325.1_4297	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06048.1_4672	lcl|NC_013654.1_prot_WP_001022015.1_4298	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06049.1_4673	lcl|NC_013654.1_prot_WP_000439686.1_4299	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06050.1_4674	lcl|NC_013654.1_prot_WP_000471144.1_4300	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06051.1_4675	lcl|NC_013654.1_prot_WP_000373366.1_4301	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06053.1_4677	lcl|NC_013654.1_prot_WP_001128363.1_4302	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06054.1_4678	lcl|NC_013654.1_prot_WP_000116325.1_4303	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06056.1_4680	lcl|NC_013654.1_prot_WP_000251800.1_4305	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06057.1_4681	lcl|NC_013654.1_prot_WP_000082779.1_4306	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06058.1_4682	lcl|NC_013654.1_prot_WP_000600624.1_4307	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06059.1_4683	lcl|NC_013654.1_prot_WP_000606405.1_4308	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06060.1_4684	lcl|NC_013654.1_prot_WP_000118626.1_4309	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06061.1_4685	lcl|NC_013654.1_prot_WP_000460845.1_4310	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06062.1_4686	lcl|NC_013654.1_prot_WP_000722973.1_4311	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06063.1_4687	lcl|NC_013654.1_prot_WP_000010833.1_4312	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06064.1_4688	lcl|NC_013654.1_prot_WP_000354249.1_4315	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06065.1_4689	lcl|NC_013654.1_prot_ECSF_RS22595_4316	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06066.1_4690	lcl|NC_013654.1_prot_WP_001054379.1_4317	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06069.1_4693	lcl|NC_013654.1_prot_ECSF_RS22610_4319	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_CAR06139.1_4762	*	lcl|NC_007946.1_prot_WP_000653746.1_4709
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_ECS88_2496_2401	*	lcl|NC_007946.1_prot_WP_011478229.1_2474
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_ECS88_3811_3649	lcl|NC_013654.1_prot_ECSF_RS17275_3315	*
2	2	1	*	*	*	*	*	*	lcl|CU928161.2_prot_ECS88_4969_4736	*	lcl|NC_007946.1_prot_WP_000217935.1_4683
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_ECED1_RS08345_1606	lcl|CU928161.2_prot_ECS88_1590_1532	*	*
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_ECED1_RS29235_3342	*	lcl|NC_013654.1_prot_ECSF_RS25520_4359	*
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_ECED1_RS29825_2954	*	*	lcl|NC_007946.1_prot_UTI89_RS28875_2736
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_ECED1_RS30795_4821	*	lcl|NC_013654.1_prot_ECSF_RS26665_4247	*
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_WP_000013462.1_881	*	*	lcl|NC_007946.1_prot_WP_000013448.1_875
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_WP_000102105.1_3028	lcl|CU928161.2_prot_CAR04101.1_2730	*	*
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_WP_000177057.1_4953	lcl|CU928161.2_prot_CAR06007.2_4632	*	*
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_WP_000205185.1_2205	*	lcl|NC_013654.1_prot_WP_000055089.1_2292	*
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_WP_000345435.1_4430	*	lcl|NC_013654.1_prot_WP_000345436.1_3801	*
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_WP_000391794.1_2982	lcl|CU928161.2_prot_CAR04060.1_2689	*	*
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_WP_000475573.1_3402	*	lcl|NC_013654.1_prot_WP_001223819.1_4230	*
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_WP_000752594.1_2513	*	*	lcl|NC_007946.1_prot_UTI89_RS29690_4710
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_WP_000836023.1_2389	lcl|CU928161.2_prot_CAR03478.1_2106	*	*
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_WP_000859649.1_4822	*	lcl|NC_013654.1_prot_WP_000859648.1_4246	*
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_WP_000983422.1_4823	*	lcl|NC_013654.1_prot_WP_001351184.1_4245	*
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_WP_001076830.1_1085	lcl|CU928161.2_prot_CAR03808.1_2435	*	*
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_WP_001081246.1_2231	*	*	lcl|NC_007946.1_prot_WP_001272440.1_4680
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_WP_001232123.1_894	*	*	lcl|NC_007946.1_prot_WP_001204238.1_888
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_WP_001293449.1_4824	*	lcl|NC_013654.1_prot_WP_001114712.1_4244	*
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_WP_001672446.1_3432	*	lcl|NC_013654.1_prot_WP_001082109.1_4231	*
2	2	1	*	*	*	*	*	lcl|NC_011745.1_prot_WP_048902330.1_2233	lcl|CU928161.2_prot_CAR06096.1_4719	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_E2348C_RS00710_138	lcl|NC_011745.1_prot_ECED1_RS00740_145	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_E2348C_RS07270_1401	lcl|NC_011745.1_prot_ECED1_RS26600_1349	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_E2348C_RS15465_2999	*	lcl|CU928161.2_prot_ECS88_2229_2143	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_E2348C_RS19710_3810	*	*	lcl|NC_013654.1_prot_WP_122984432.1_3322	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_E2348C_RS26765_1492	*	*	*	lcl|NC_007946.1_prot_UTI89_RS26525_1403
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_E2348C_RS26835_1601	*	*	lcl|NC_013654.1_prot_ECSF_RS24470_1369	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_E2348C_RS28245_1016	lcl|NC_011745.1_prot_ECED1_RS12925_2498	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_E2348C_RS29075_1491	lcl|NC_011745.1_prot_ECED1_RS30550_2028	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_E2348C_RS29100_1646	*	*	lcl|NC_013654.1_prot_ECSF_RS26480_1409	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_E2348C_RS29175_2635	lcl|NC_011745.1_prot_ECED1_RS30445_1069	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000009232.1_1096	lcl|NC_011745.1_prot_WP_012601457.1_1146	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000023276.1_705	lcl|NC_011745.1_prot_WP_000143124.1_1386	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000072327.1_1896	*	*	*	lcl|NC_007946.1_prot_WP_000072332.1_857
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000082800.1_2746	lcl|NC_011745.1_prot_WP_012601394.1_877	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000104350.1_1895	*	*	*	lcl|NC_007946.1_prot_WP_000104352.1_858
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000105780.1_4353	*	*	lcl|NC_013654.1_prot_WP_000105776.1_3825	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000133649.1_4275	*	*	lcl|NC_013654.1_prot_WP_000133649.1_3736	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000153684.1_1880	*	*	*	lcl|NC_007946.1_prot_WP_000153700.1_879
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000158221.1_4020	*	*	lcl|NC_013654.1_prot_WP_000158223.1_3538	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000158964.1_1876	*	*	*	lcl|NC_007946.1_prot_WP_000158968.1_884
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000211288.1_1885	*	*	*	lcl|NC_007946.1_prot_WP_000211273.1_871
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000249522.1_4770	*	*	lcl|NC_013654.1_prot_WP_000366620.1_4295	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000269271.1_3936	lcl|NC_011745.1_prot_WP_001314219.1_4091	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000285497.1_64	*	*	lcl|NC_013654.1_prot_WP_000285500.1_66	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000350780.1_68	*	*	lcl|NC_013654.1_prot_WP_000353208.1_70	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000382016.1_4354	*	*	lcl|NC_013654.1_prot_WP_000382017.1_3826	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000437875.1_2631	lcl|NC_011745.1_prot_WP_000437871.1_1073	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000563102.1_3929	*	*	lcl|NC_013654.1_prot_WP_000563102.1_3449	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000569068.1_4748	*	lcl|CU928161.2_prot_CAR06002.1_4627	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000599411.1_1882	*	*	*	lcl|NC_007946.1_prot_WP_000599371.1_874
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000613626.1_1204	*	*	lcl|NC_013654.1_prot_WP_000342452.1_3352	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000638547.1_2640	*	*	*	lcl|NC_007946.1_prot_WP_000638547.1_2522
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000640018.1_1270	lcl|NC_011745.1_prot_WP_021577232.1_989	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000686479.1_1884	*	*	*	lcl|NC_007946.1_prot_WP_000686511.1_872
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000755595.1_3940	lcl|NC_011745.1_prot_WP_000756355.1_4097	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000763326.1_3009	lcl|NC_011745.1_prot_WP_000143830.1_2385	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000799972.1_2268	*	*	*	lcl|NC_007946.1_prot_WP_000127029.1_2162
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000802254.1_156	*	*	lcl|NC_013654.1_prot_WP_001295784.1_168	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000810177.1_1025	lcl|NC_011745.1_prot_WP_001385995.1_2487	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000831651.1_66	*	*	lcl|NC_013654.1_prot_WP_000831650.1_68	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000842795.1_4771	*	*	lcl|NC_013654.1_prot_WP_000504875.1_4294	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000848328.1_65	*	*	lcl|NC_013654.1_prot_WP_000848327.1_67	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000980999.1_1266	lcl|NC_011745.1_prot_WP_000980983.1_1378	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000985463.1_1128	*	lcl|CU928161.2_prot_CAR06112.1_4735	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000989761.1_2735	*	*	lcl|NC_013654.1_prot_WP_001531625.1_1184	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_000999466.1_2271	lcl|NC_011745.1_prot_WP_000999467.1_2334	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_001015823.1_1702	*	*	lcl|NC_013654.1_prot_WP_001293316.1_1179	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_001035604.1_153	*	*	lcl|NC_013654.1_prot_WP_001035606.1_165	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_001064912.1_1445	lcl|NC_011745.1_prot_WP_001064904.1_1690	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_001111951.1_1902	*	*	*	lcl|NC_007946.1_prot_WP_001111963.1_851
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_001220300.1_67	*	*	lcl|NC_013654.1_prot_WP_001220297.1_69	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_001244622.1_2629	*	*	*	lcl|NC_007946.1_prot_WP_001244621.1_2513
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_001262465.1_3927	*	*	lcl|NC_013654.1_prot_WP_001262467.1_3447	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_001339738.1_2205	lcl|NC_011745.1_prot_WP_000059631.1_2239	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_001346664.1_3928	*	*	lcl|NC_013654.1_prot_WP_001312177.1_3448	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_001437610.1_1897	*	*	*	lcl|NC_007946.1_prot_WP_000780575.1_856
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_012578887.1_1267	lcl|NC_011745.1_prot_WP_016237931.1_1379	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_029694594.1_2178	lcl|NC_011745.1_prot_WP_000250490.1_2267	*	*	*
2	2	1	*	*	*	*	lcl|NC_011601.1_prot_WP_235806804.1_4805	*	lcl|CU928161.2_prot_CAR06108.1_4731	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_HGG68_RS03895_761	*	lcl|NC_011745.1_prot_ECED1_RS27090_1249	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_HGG68_RS05345_1053	*	*	*	*	lcl|NC_007946.1_prot_UTI89_RS27985_1009
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_HGG68_RS05370_1058	*	*	*	*	lcl|NC_007946.1_prot_UTI89_RS29385_1014
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_HGG68_RS05395_1065	*	*	*	*	lcl|NC_007946.1_prot_UTI89_RS26325_1021
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_HGG68_RS05400_1066	*	*	*	*	lcl|NC_007946.1_prot_UTI89_RS28615_1022
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_HGG68_RS05735_1133	lcl|NC_011601.1_prot_E2348C_RS05765_1112	*	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_HGG68_RS05770_1140	*	*	*	*	lcl|NC_007946.1_prot_UTI89_RS28630_1049
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_HGG68_RS07025_1395	*	*	*	*	lcl|NC_007946.1_prot_UTI89_RS28655_1200
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_HGG68_RS14480_2872	*	*	*	*	lcl|NC_007946.1_prot_UTI89_RS14415_2767
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_HGG68_RS16515_3272	*	*	lcl|CU928161.2_prot_ECS88_4876_4647	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_HGG68_RS16775_3325	*	lcl|NC_011745.1_prot_ECED1_RS30015_4734	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_HGG68_RS17035_3378	lcl|NC_011601.1_prot_E2348C_RS15405_2988	*	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_HGG68_RS19215_3807	lcl|NC_011601.1_prot_E2348C_RS29280_3783	*	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_HGG68_RS23120_4572	*	lcl|NC_011745.1_prot_ECED1_RS24080_4607	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_HGG68_RS23835_4715	*	*	lcl|CU928161.2_prot_ECS88_3287_3149	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_HGG68_RS25345_1064	*	*	*	*	lcl|NC_007946.1_prot_UTI89_RS29400_1020
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_HGG68_RS25730_4666	*	*	*	lcl|NC_013654.1_prot_ECSF_RS26640_4090	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000019624.1_4104	*	*	lcl|CU928161.2_prot_CAR05850.1_4475	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000020778.1_4106	*	*	lcl|CU928161.2_prot_CAR05847.1_4472	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000066482.1_2916	*	*	lcl|CU928161.2_prot_CAR06158.1_4781	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000066495.1_2909	*	*	lcl|CU928161.2_prot_CAR06163.1_4786	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000076671.1_1330	*	lcl|NC_011745.1_prot_WP_000659211.1_1750	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000087756.1_2917	*	*	lcl|CU928161.2_prot_CAR06157.1_4780	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000126698.1_1337	*	lcl|NC_011745.1_prot_WP_000126698.1_1745	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000157734.1_4683	*	*	lcl|CU928161.2_prot_CAR04537.1_3165	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000188448.1_846	lcl|NC_011601.1_prot_WP_000804007.1_822	*	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000192873.1_4107	*	*	lcl|CU928161.2_prot_CAR05846.1_4471	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000194396.1_4105	*	*	lcl|CU928161.2_prot_CAR05849.1_4474	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000216279.1_1340	*	lcl|NC_011745.1_prot_WP_000216219.1_2593	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000224596.1_1342	*	lcl|NC_011745.1_prot_WP_000224593.1_2595	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000380877.1_1341	*	lcl|NC_011745.1_prot_WP_000380882.1_2594	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000438342.1_1381	*	*	*	*	lcl|NC_007946.1_prot_WP_000438342.1_1187
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000537317.1_4108	*	*	lcl|CU928161.2_prot_CAR05845.1_4470	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000548592.1_2904	*	*	lcl|CU928161.2_prot_CAR06166.1_4789	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000579536.1_1055	*	lcl|NC_011745.1_prot_ECED1_RS01420_275	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000720960.1_2906	*	*	lcl|CU928161.2_prot_CAR06164.1_4787	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000770152.1_1334	*	lcl|NC_011745.1_prot_WP_000770141.1_1748	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000796960.1_1339	*	lcl|NC_011745.1_prot_WP_000796957.1_2592	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000816188.1_4684	*	*	lcl|CU928161.2_prot_CAR04536.1_3164	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000836769.1_2874	*	*	lcl|CU928161.2_prot_CAR06192.1_4815	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000839179.1_3256	*	lcl|NC_011745.1_prot_WP_000839179.1_4827	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000839581.1_2914	*	*	lcl|CU928161.2_prot_CAR06159.1_4782	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000953274.1_1327	*	lcl|NC_011745.1_prot_WP_000953271.1_1757	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_000956494.1_4718	*	*	lcl|CU928161.2_prot_CAR04524.1_3152	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_001019207.1_2905	*	*	lcl|CU928161.2_prot_CAR06165.1_4788	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_001059340.1_1292	lcl|NC_011601.1_prot_WP_001059339.1_1040	*	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_001071776.1_2910	*	*	lcl|CU928161.2_prot_CAR06162.1_4785	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_001072749.1_2871	lcl|NC_011601.1_prot_WP_000013890.1_4764	*	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_001221834.1_1752	*	*	*	*	lcl|NC_007946.1_prot_WP_001221834.1_1601
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_001260558.1_1336	*	lcl|NC_011745.1_prot_WP_000557486.1_1746	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_001298656.1_4508	*	lcl|NC_011745.1_prot_WP_001298656.1_4551	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_001304573.1_1146	*	*	*	*	lcl|NC_007946.1_prot_WP_001350289.1_1055
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_001304574.1_1145	*	*	*	*	lcl|NC_007946.1_prot_WP_077792158.1_1054
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_001304575.1_1144	*	*	*	*	lcl|NC_007946.1_prot_WP_011478155.1_1053
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_001306186.1_2878	*	*	*	*	lcl|NC_007946.1_prot_WP_001555784.1_4759
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_001327744.1_1062	*	*	*	*	lcl|NC_007946.1_prot_WP_001546563.1_1018
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_001339397.1_3343	lcl|NC_011601.1_prot_WP_001341423.1_3348	*	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_001467815.1_1061	*	*	*	*	lcl|NC_007946.1_prot_WP_001467815.1_1017
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_001589054.1_845	lcl|NC_011601.1_prot_WP_000107166.1_820	*	*	*	*
2	2	1	*	*	*	lcl|NZ_CP051263.1_prot_WP_023150487.1_4686	*	*	lcl|CU928161.2_prot_CAR04532.1_3160	*	*
2	2	1	*	*	lcl|NZ_CP028310.1_prot_CF007_RS05870_1163	lcl|NZ_CP051263.1_prot_HGG68_RS25130_1274	*	*	*	*	*
2	2	1	*	*	lcl|NZ_CP028310.1_prot_CF007_RS15375_3050	*	*	lcl|NC_011745.1_prot_ECED1_RS30345_5006	*	*	*
2	2	1	*	*	lcl|NZ_CP028310.1_prot_CF007_RS18775_3734	*	*	*	*	lcl|NC_013654.1_prot_WP_000193060.1_3638	*
2	2	1	*	*	lcl|NZ_CP028310.1_prot_CF007_RS19745_3924	*	*	*	lcl|CU928161.2_prot_CAR03506.1_2134	*	*
