# Species	Genes	Alg.-Conn.	11128.fasta	11368.fasta	12009.fasta	55989.fasta	ATCC8739.fasta	BW2952.fasta	DH10B.fasta	E24377A.fasta	HS.fasta	IAI1.fasta	MG1655.fasta	NCTC86.fasta	SE11.fasta	W3110.fasta
3	3	0.986	*	*	*	*	lcl|NZ_CP022959.1_prot_CJZ69_RS11925_2272	*	*	*	*	lcl|NC_011741.1_prot_ECIAI1_RS07445_1429	*	*	lcl|NC_011415.1_prot_ECSE_RS08020_1541	*
3	3	0.986	*	*	*	lcl|NZ_CP028304.1_prot_WP_162863342.1_2436	*	*	*	*	*	lcl|NC_011741.1_prot_WP_162829205.1_2085	*	*	lcl|NC_011415.1_prot_WP_162829205.1_2344	*
3	3	0.986	*	lcl|AP010953.1_prot_BAI26097.1_2862	*	lcl|NZ_CP028304.1_prot_WP_001296192.1_2306	*	*	*	*	*	*	*	lcl|NZ_CP019778.1_prot_WP_001327954.1_2231	*	*
3	3	0.985	*	lcl|AP010953.1_prot_BAI26104.1_2869	*	lcl|NZ_CP028304.1_prot_WP_000784549.1_2313	*	*	*	*	*	*	*	lcl|NZ_CP019778.1_prot_WP_078046014.1_2238	*	*
3	3	0.985	lcl|AP010960.1_prot_BAI37537.1_3752	lcl|AP010953.1_prot_BAI28413.1_5271	lcl|AP010958.1_prot_BAI32341.1_3618	*	*	*	*	*	*	*	*	*	*	*
3	3	0.984	*	*	*	*	*	lcl|NC_012759.1_prot_BWG_RS22440_4307	*	*	*	*	lcl|NC_000913.3_prot_YP_009518834.1_4255	*	*	lcl|AP009048.1_prot_BAE78334.1_4278
3	3	0.984	*	*	*	lcl|NZ_CP028304.1_prot_WP_000148195.1_2204	*	*	*	lcl|CP000800.1_prot_ABV16812.1_2127	*	*	*	*	lcl|NC_011415.1_prot_WP_012138691.1_2229	*
3	3	0.984	lcl|AP010960.1_prot_BAI37544.1_3759	lcl|AP010953.1_prot_BAI28406.1_5264	lcl|AP010958.1_prot_BAI32348.1_3625	*	*	*	*	*	*	*	*	*	*	*
3	3	0.984	lcl|AP010960.1_prot_BAI37545.1_3760	lcl|AP010953.1_prot_BAI28405.1_5263	lcl|AP010958.1_prot_BAI32349.1_3626	*	*	*	*	*	*	*	*	*	*	*
3	3	0.983	*	*	*	lcl|NZ_CP028304.1_prot_WP_000079174.1_2194	*	*	*	lcl|CP000800.1_prot_ABV19308.1_2117	*	*	*	*	lcl|NC_011415.1_prot_WP_000079172.1_2219	*
3	3	0.982	*	*	*	*	*	*	lcl|NC_010473.1_prot_WP_001030800.1_245	*	*	*	lcl|NC_000913.3_prot_YP_009518742.1_259	*	*	lcl|AP009048.1_prot_BAE76052.1_258
3	3	0.982	*	*	*	*	*	*	lcl|NC_010473.1_prot_WP_001393629.1_238	*	*	*	lcl|NC_000913.3_prot_NP_414794.4_254	*	*	lcl|AP009048.1_prot_BAA77928.2_251
3	3	0.982	*	*	*	*	*	lcl|NC_012759.1_prot_WP_000437621.1_4309	*	*	*	*	lcl|NC_000913.3_prot_NP_418765.1_4256	*	*	lcl|AP009048.1_prot_BAE78335.1_4280
3	3	0.982	*	*	*	lcl|NZ_CP028304.1_prot_WP_000916334.1_2235	*	*	*	lcl|CP000800.1_prot_ABV18507.1_2152	*	*	*	*	lcl|NC_011415.1_prot_WP_000916333.1_2265	*
3	3	0.982	*	lcl|AP010953.1_prot_BAI26096.1_2861	*	lcl|NZ_CP028304.1_prot_WP_000654452.1_2305	*	*	*	*	*	*	*	lcl|NZ_CP019778.1_prot_WP_001304269.1_2230	*	*
3	3	0.982	lcl|AP010960.1_prot_BAI35181.1_1238	lcl|AP010953.1_prot_BAI24597.1_1291	lcl|AP010958.1_prot_BAI32501.1_3785	*	*	*	*	*	*	*	*	*	*	*
3	3	0.982	lcl|AP010960.1_prot_BAI37529.1_3744	lcl|AP010953.1_prot_BAI28421.1_5279	lcl|AP010958.1_prot_BAI32333.1_3610	*	*	*	*	*	*	*	*	*	*	*
3	3	0.981	*	*	*	*	*	*	lcl|NC_010473.1_prot_WP_000072039.1_262	*	*	*	lcl|NC_000913.3_prot_NP_414813.1_274	*	*	lcl|AP009048.1_prot_BAE76063.1_271
3	3	0.981	*	*	*	*	*	*	lcl|NC_010473.1_prot_WP_000151261.1_249	*	*	*	lcl|NC_000913.3_prot_NP_414803.1_262	*	*	lcl|AP009048.1_prot_BAE76053.1_261
3	3	0.981	*	*	*	*	*	*	lcl|NC_010473.1_prot_WP_000192863.1_250	*	*	*	lcl|NC_000913.3_prot_NP_414804.1_263	*	*	lcl|AP009048.1_prot_BAE76054.1_262
3	3	0.981	*	*	*	*	*	*	lcl|NC_010473.1_prot_WP_000388269.1_259	*	*	*	lcl|NC_000913.3_prot_YP_009518744.1_271	*	*	lcl|AP009048.1_prot_BAE76060.1_268
3	3	0.981	*	*	*	*	*	*	lcl|NC_010473.1_prot_WP_010723086.1_247	*	*	*	lcl|NC_000913.3_prot_NP_414801.1_260	*	*	lcl|AP009048.1_prot_BAA77933.2_259
3	3	0.981	*	*	*	*	*	lcl|NC_012759.1_prot_WP_000443951.1_4310	*	*	*	*	lcl|NC_000913.3_prot_NP_418766.4_4257	*	*	lcl|AP009048.1_prot_BAE78336.1_4281
3	3	0.981	*	*	*	*	*	lcl|NC_012759.1_prot_WP_000981388.1_4314	*	*	*	*	lcl|NC_000913.3_prot_NP_418770.2_4262	*	*	lcl|AP009048.1_prot_BAE78340.1_4285
3	3	0.981	*	*	*	lcl|NZ_CP028304.1_prot_WP_000444667.1_2186	*	*	*	lcl|CP000800.1_prot_ABV18372.1_2110	*	*	*	*	lcl|NC_011415.1_prot_WP_000445104.1_2212	*
3	3	0.981	*	lcl|AP010953.1_prot_BAI26102.1_2867	*	lcl|NZ_CP028304.1_prot_WP_000194278.1_2311	*	*	*	*	*	*	*	lcl|NZ_CP019778.1_prot_WP_000194281.1_2236	*	*
3	3	0.981	lcl|AP010960.1_prot_BAI35080.1_1132	lcl|AP010953.1_prot_BAI24879.1_1580	lcl|AP010958.1_prot_BAI33851.1_5175	*	*	*	*	*	*	*	*	*	*	*
3	3	0.981	lcl|AP010960.1_prot_BAI37536.1_3751	lcl|AP010953.1_prot_BAI28414.1_5272	lcl|AP010958.1_prot_BAI32340.1_3617	*	*	*	*	*	*	*	*	*	*	*
3	3	0.981	lcl|AP010960.1_prot_ECO111_2240_2240	lcl|AP010953.1_prot_ECO26_2503_2503	lcl|AP010958.1_prot_ECO103_1922_1922	*	*	*	*	*	*	*	*	*	*	*
3	3	0.98	*	*	*	*	*	*	lcl|NC_010473.1_prot_WP_000081352.1_239	*	*	*	lcl|NC_000913.3_prot_NP_414795.1_255	*	*	lcl|AP009048.1_prot_BAA77929.2_252
3	3	0.98	*	*	*	*	*	*	lcl|NC_010473.1_prot_WP_000192349.1_240	*	*	*	lcl|NC_000913.3_prot_NP_414796.2_256	*	*	lcl|AP009048.1_prot_BAA77930.2_253
3	3	0.98	*	*	*	*	*	*	lcl|NC_010473.1_prot_WP_000406871.1_251	*	*	*	lcl|NC_000913.3_prot_NP_414805.1_264	*	*	lcl|AP009048.1_prot_BAE76055.1_263
3	3	0.98	*	*	*	*	*	*	lcl|NC_010473.1_prot_WP_001214248.1_261	*	*	*	lcl|NC_000913.3_prot_NP_414812.1_273	*	*	lcl|AP009048.1_prot_BAE76062.1_270
3	3	0.98	*	*	*	*	*	*	lcl|NC_010473.1_prot_WP_001407714.1_265	*	*	*	lcl|NC_000913.3_prot_NP_414815.1_277	*	*	lcl|AP009048.1_prot_BAE76065.1_273
3	3	0.98	*	*	*	*	*	lcl|NC_012759.1_prot_WP_001272447.1_4312	*	*	*	*	lcl|NC_000913.3_prot_NP_418768.1_4260	*	*	lcl|AP009048.1_prot_BAE78338.1_4283
3	3	0.98	lcl|AP010960.1_prot_BAI34328.1_343	lcl|AP010953.1_prot_BAI23689.1_343	lcl|AP010958.1_prot_BAI29158.1_285	*	*	*	*	*	*	*	*	*	*	*
3	3	0.98	lcl|AP010960.1_prot_BAI36466.1_2606	lcl|AP010953.1_prot_BAI25897.1_2657	lcl|AP010958.1_prot_BAI31204.1_2419	*	*	*	*	*	*	*	*	*	*	*
3	3	0.98	lcl|AP010960.1_prot_BAI37527.1_3742	lcl|AP010953.1_prot_BAI28423.1_5281	lcl|AP010958.1_prot_BAI32331.1_3608	*	*	*	*	*	*	*	*	*	*	*
3	3	0.98	lcl|AP010960.1_prot_BAI37538.1_3753	lcl|AP010953.1_prot_BAI28412.1_5270	lcl|AP010958.1_prot_BAI32342.1_3619	*	*	*	*	*	*	*	*	*	*	*
3	3	0.979	*	*	*	*	*	*	lcl|NC_010473.1_prot_WP_001281825.1_255	*	*	*	lcl|NC_000913.3_prot_NP_414807.1_266	*	*	lcl|AP009048.1_prot_BAE76057.1_265
3	3	0.979	*	*	lcl|AP010958.1_prot_BAI33217.1_4520	lcl|NZ_CP028304.1_prot_WP_001577385.1_409	*	*	*	*	*	*	*	*	lcl|NC_011415.1_prot_WP_001204816.1_2082	*
3	3	0.979	lcl|AP010960.1_prot_BAI35177.1_1231	lcl|AP010953.1_prot_BAI24593.1_1284	lcl|AP010958.1_prot_BAI32514.1_3801	*	*	*	*	*	*	*	*	*	*	*
3	3	0.979	lcl|AP010960.1_prot_BAI35189.1_1247	lcl|AP010953.1_prot_BAI24605.1_1300	lcl|AP010958.1_prot_BAI32498.1_3781	*	*	*	*	*	*	*	*	*	*	*
3	3	0.979	lcl|AP010960.1_prot_BAI37522.1_3737	lcl|AP010953.1_prot_BAI28428.1_5286	lcl|AP010958.1_prot_BAI32326.1_3603	*	*	*	*	*	*	*	*	*	*	*
3	3	0.979	lcl|AP010960.1_prot_BAI37526.1_3741	lcl|AP010953.1_prot_BAI28424.1_5282	lcl|AP010958.1_prot_BAI32330.1_3607	*	*	*	*	*	*	*	*	*	*	*
3	3	0.979	lcl|AP010960.1_prot_ECO111_1923_1923	lcl|AP010953.1_prot_ECO26_2128_2128	lcl|AP010958.1_prot_ECO103_1657_1657	*	*	*	*	*	*	*	*	*	*	*
3	3	0.978	lcl|AP010960.1_prot_BAI35174.1_1228	lcl|AP010953.1_prot_BAI24590.1_1281	lcl|AP010958.1_prot_BAI32511.1_3798	*	*	*	*	*	*	*	*	*	*	*
3	3	0.978	lcl|AP010960.1_prot_BAI35198.1_1257	lcl|AP010953.1_prot_BAI24615.1_1310	lcl|AP010958.1_prot_BAI32488.1_3771	*	*	*	*	*	*	*	*	*	*	*
3	3	0.978	lcl|AP010960.1_prot_BAI35199.1_1258	lcl|AP010953.1_prot_BAI24616.1_1311	lcl|AP010958.1_prot_BAI32487.1_3770	*	*	*	*	*	*	*	*	*	*	*
3	3	0.978	lcl|AP010960.1_prot_BAI37550.1_3765	lcl|AP010953.1_prot_BAI28400.1_5258	lcl|AP010958.1_prot_BAI32354.1_3631	*	*	*	*	*	*	*	*	*	*	*
3	3	0.978	lcl|AP010960.1_prot_BAI37556.1_3771	lcl|AP010953.1_prot_BAI28394.1_5252	lcl|AP010958.1_prot_BAI32360.1_3637	*	*	*	*	*	*	*	*	*	*	*
3	3	0.978	lcl|AP010960.1_prot_ECO111_0195_195	lcl|AP010953.1_prot_ECO26_0197_197	lcl|AP010958.1_prot_ECO103_0192_192	*	*	*	*	*	*	*	*	*	*	*
3	3	0.978	lcl|AP010960.1_prot_ECO111_0723_723	lcl|AP010953.1_prot_ECO26_0767_767	lcl|AP010958.1_prot_ECO103_0699_699	*	*	*	*	*	*	*	*	*	*	*
3	3	0.977	*	*	*	lcl|NZ_CP028304.1_prot_WP_000785563.1_2187	*	*	*	lcl|CP000800.1_prot_ABV19303.1_2111	*	*	*	*	lcl|NC_011415.1_prot_WP_001285189.1_2213	*
3	3	0.977	lcl|AP010960.1_prot_BAI35178.1_1232	lcl|AP010953.1_prot_BAI24594.1_1285	lcl|AP010958.1_prot_BAI32515.1_3802	*	*	*	*	*	*	*	*	*	*	*
3	3	0.977	lcl|AP010960.1_prot_BAI35191.1_1250	lcl|AP010953.1_prot_BAI24608.1_1303	lcl|AP010958.1_prot_BAI32495.1_3778	*	*	*	*	*	*	*	*	*	*	*
3	3	0.977	lcl|AP010960.1_prot_BAI35518.1_1592	lcl|AP010953.1_prot_BAI24506.1_1194	lcl|AP010958.1_prot_BAI31126.1_2339	*	*	*	*	*	*	*	*	*	*	*
3	3	0.977	lcl|AP010960.1_prot_BAI35840.1_1948	lcl|AP010953.1_prot_BAI25850.1_2609	lcl|AP010958.1_prot_BAI33907.1_5232	*	*	*	*	*	*	*	*	*	*	*
3	3	0.976	*	*	*	*	*	*	lcl|NC_010473.1_prot_WP_000224818.1_264	*	*	*	lcl|NC_000913.3_prot_NP_414814.1_276	*	*	lcl|AP009048.1_prot_BAE76064.1_272
3	3	0.976	lcl|AP010960.1_prot_BAI35195.1_1254	lcl|AP010953.1_prot_BAI24612.1_1307	lcl|AP010958.1_prot_BAI32491.1_3774	*	*	*	*	*	*	*	*	*	*	*
3	3	0.976	lcl|AP010960.1_prot_BAI35196.1_1255	lcl|AP010953.1_prot_BAI24613.1_1308	lcl|AP010958.1_prot_BAI32490.1_3773	*	*	*	*	*	*	*	*	*	*	*
3	3	0.976	lcl|AP010960.1_prot_BAI35197.1_1256	lcl|AP010953.1_prot_BAI24614.1_1309	lcl|AP010958.1_prot_BAI32489.1_3772	*	*	*	*	*	*	*	*	*	*	*
3	3	0.976	lcl|AP010960.1_prot_BAI35401.1_1468	lcl|AP010953.1_prot_BAI26862.1_3665	lcl|AP010958.1_prot_BAI30065.1_1229	*	*	*	*	*	*	*	*	*	*	*
3	3	0.976	lcl|AP010960.1_prot_BAI36459.1_2599	lcl|AP010953.1_prot_BAI25890.1_2650	lcl|AP010958.1_prot_BAI31197.1_2412	*	*	*	*	*	*	*	*	*	*	*
3	3	0.976	lcl|AP010960.1_prot_BAI37552.1_3767	lcl|AP010953.1_prot_BAI28398.1_5256	lcl|AP010958.1_prot_BAI32356.1_3633	*	*	*	*	*	*	*	*	*	*	*
3	3	0.975	*	*	*	lcl|NZ_CP028304.1_prot_WP_000342452.1_3826	*	*	*	lcl|CP000800.1_prot_ABV19604.1_3754	*	lcl|NC_011741.1_prot_WP_000342449.1_3466	*	*	*	*
3	3	0.975	*	*	*	lcl|NZ_CP028304.1_prot_WP_001145892.1_2201	*	*	*	lcl|CP000800.1_prot_ABV19185.1_2124	*	*	*	*	lcl|NC_011415.1_prot_WP_001145891.1_2226	*
3	3	0.975	*	*	*	lcl|NZ_CP028304.1_prot_WP_001295743.1_47	*	*	*	lcl|CP000800.1_prot_ABV19140.1_4699	*	*	*	lcl|NZ_CP019778.1_prot_WP_001297643.1_4778	*	*
3	3	0.975	lcl|AP010960.1_prot_BAI35016.1_1066	lcl|AP010953.1_prot_BAI24441.1_1125	lcl|AP010958.1_prot_BAI31053.1_2264	*	*	*	*	*	*	*	*	*	*	*
3	3	0.975	lcl|AP010960.1_prot_BAI35017.1_1067	lcl|AP010953.1_prot_BAI24442.1_1126	lcl|AP010958.1_prot_BAI31052.1_2263	*	*	*	*	*	*	*	*	*	*	*
3	3	0.975	lcl|AP010960.1_prot_BAI35168.1_1222	lcl|AP010953.1_prot_BAI24584.1_1275	lcl|AP010958.1_prot_BAI32506.1_3791	*	*	*	*	*	*	*	*	*	*	*
3	3	0.975	lcl|AP010960.1_prot_BAI35193.1_1252	lcl|AP010953.1_prot_BAI24610.1_1305	lcl|AP010958.1_prot_BAI32493.1_3776	*	*	*	*	*	*	*	*	*	*	*
3	3	0.975	lcl|AP010960.1_prot_BAI35194.1_1253	lcl|AP010953.1_prot_BAI24611.1_1306	lcl|AP010958.1_prot_BAI32492.1_3775	*	*	*	*	*	*	*	*	*	*	*
3	3	0.975	lcl|AP010960.1_prot_BAI35200.1_1259	lcl|AP010953.1_prot_BAI24617.1_1312	lcl|AP010958.1_prot_BAI32486.1_3769	*	*	*	*	*	*	*	*	*	*	*
3	3	0.975	lcl|AP010960.1_prot_BAI35201.1_1260	lcl|AP010953.1_prot_BAI24618.1_1313	lcl|AP010958.1_prot_BAI32485.1_3768	*	*	*	*	*	*	*	*	*	*	*
3	3	0.975	lcl|AP010960.1_prot_BAI37171.1_3361	lcl|AP010953.1_prot_BAI24898.1_1599	lcl|AP010958.1_prot_BAI33872.1_5197	*	*	*	*	*	*	*	*	*	*	*
3	3	0.975	lcl|AP010960.1_prot_ECO111_1249_1249	lcl|AP010953.1_prot_BAI24607.1_1302	lcl|AP010958.1_prot_BAI32496.1_3779	*	*	*	*	*	*	*	*	*	*	*
3	3	0.975	lcl|AP010960.1_prot_ECO111_3382_3382	*	*	*	*	*	*	lcl|CP000800.1_prot_ABV17560.1_2799	*	*	*	*	*	lcl|AP009048.1_prot_BAE76778.1_2641
3	3	0.974	*	*	*	lcl|NZ_CP028304.1_prot_WP_001531773.1_2197	*	*	*	lcl|CP000800.1_prot_ABV16494.1_2120	*	*	*	*	lcl|NC_011415.1_prot_WP_000122902.1_2222	*
3	3	0.974	lcl|AP010960.1_prot_BAI34755.1_793	lcl|AP010953.1_prot_BAI24177.1_856	lcl|AP010958.1_prot_BAI29620.1_766	*	*	*	*	*	*	*	*	*	*	*
3	3	0.974	lcl|AP010960.1_prot_BAI35167.1_1221	lcl|AP010953.1_prot_BAI24583.1_1274	lcl|AP010958.1_prot_BAI32505.1_3790	*	*	*	*	*	*	*	*	*	*	*
3	3	0.974	lcl|AP010960.1_prot_BAI35169.1_1223	lcl|AP010953.1_prot_BAI24585.1_1276	lcl|AP010958.1_prot_BAI32507.1_3792	*	*	*	*	*	*	*	*	*	*	*
3	3	0.974	lcl|AP010960.1_prot_BAI35192.1_1251	lcl|AP010953.1_prot_BAI24609.1_1304	lcl|AP010958.1_prot_BAI32494.1_3777	*	*	*	*	*	*	*	*	*	*	*
3	3	0.974	lcl|AP010960.1_prot_BAI37521.1_3736	lcl|AP010953.1_prot_BAI28429.1_5287	lcl|AP010958.1_prot_BAI32325.1_3602	*	*	*	*	*	*	*	*	*	*	*
3	3	0.974	lcl|AP010960.1_prot_BAI38879.1_5162	*	*	*	*	*	*	lcl|CP000800.1_prot_ABV20354.1_4665	*	*	*	lcl|NZ_CP019778.1_prot_WP_000168560.1_4742	*	*
3	3	0.974	lcl|AP010960.1_prot_ECO111_3600_3600	lcl|AP010953.1_prot_ECO26_3943_3943	lcl|AP010958.1_prot_ECO103_3432_3432	*	*	*	*	*	*	*	*	*	*	*
3	3	0.973	*	*	*	lcl|NZ_CP028304.1_prot_WP_001277107.1_3827	*	*	*	lcl|CP000800.1_prot_ABV19093.1_3755	*	lcl|NC_011741.1_prot_WP_001277108.1_3467	*	*	*	*
3	3	0.973	*	*	lcl|AP010958.1_prot_BAI31246.1_2467	lcl|NZ_CP028304.1_prot_WP_000813432.1_2350	*	*	*	*	*	*	*	lcl|NZ_CP019778.1_prot_WP_021527306.1_296	*	*
3	3	0.973	*	*	lcl|AP010958.1_prot_BAI32122.1_3375	lcl|NZ_CP028304.1_prot_WP_000157819.1_3115	*	*	*	lcl|CP000800.1_prot_ABV18435.1_2981	*	*	*	*	*	*
3	3	0.973	lcl|AP010960.1_prot_BAI35175.1_1229	lcl|AP010953.1_prot_BAI24591.1_1282	lcl|AP010958.1_prot_BAI32512.1_3799	*	*	*	*	*	*	*	*	*	*	*
3	3	0.973	lcl|AP010960.1_prot_BAI37172.1_3362	lcl|AP010953.1_prot_BAI24899.1_1600	lcl|AP010958.1_prot_BAI33873.1_5198	*	*	*	*	*	*	*	*	*	*	*
3	3	0.972	lcl|AP010960.1_prot_BAI37542.1_3757	lcl|AP010953.1_prot_BAI28408.1_5266	lcl|AP010958.1_prot_BAI32346.1_3623	*	*	*	*	*	*	*	*	*	*	*
3	3	0.971	lcl|AP010960.1_prot_BAI35173.1_1227	lcl|AP010953.1_prot_BAI24589.1_1280	lcl|AP010958.1_prot_BAI32510.1_3797	*	*	*	*	*	*	*	*	*	*	*
3	3	0.971	lcl|AP010960.1_prot_BAI35190.1_1248	lcl|AP010953.1_prot_BAI24606.1_1301	lcl|AP010958.1_prot_BAI32497.1_3780	*	*	*	*	*	*	*	*	*	*	*
3	3	0.97	*	*	*	lcl|NZ_CP028304.1_prot_CF013_RS24480_3	*	lcl|NC_012759.1_prot_BWG_RS26235_4270	lcl|NC_010473.1_prot_ECDH10B_RS26625_4420	*	*	*	*	*	*	*
3	3	0.97	*	*	*	lcl|NZ_CP028304.1_prot_WP_001018353.1_2185	*	*	*	lcl|CP000800.1_prot_ABV17668.1_2109	*	*	*	*	lcl|NC_011415.1_prot_WP_001018354.1_2211	*
3	3	0.97	*	*	*	lcl|NZ_CP028304.1_prot_WP_001097301.1_4610	*	*	*	lcl|CP000800.1_prot_ABV17199.1_3234	*	*	*	lcl|NZ_CP019778.1_prot_WP_001097302.1_4461	*	*
3	3	0.969	*	*	*	*	lcl|NZ_CP022959.1_prot_WP_000364795.1_89	*	*	lcl|CP000800.1_prot_ABV17177.1_3937	*	lcl|NC_011741.1_prot_WP_000364782.1_3648	*	*	*	*
3	3	0.969	*	*	*	lcl|NZ_CP028304.1_prot_WP_000847617.1_2215	*	*	*	lcl|CP000800.1_prot_ABV18148.1_2133	*	*	*	*	lcl|NC_011415.1_prot_WP_000855416.1_2242	*
3	3	0.969	lcl|AP010960.1_prot_BAI35852.1_1963	lcl|AP010953.1_prot_BAI25084.1_1788	lcl|AP010958.1_prot_BAI30512.1_1701	*	*	*	*	*	*	*	*	*	*	*
3	3	0.968	*	*	*	lcl|NZ_CP028304.1_prot_WP_001237642.1_2220	*	*	*	lcl|CP000800.1_prot_ABV19191.1_2140	*	*	*	*	lcl|NC_011415.1_prot_WP_001237643.1_2249	*
3	3	0.968	lcl|AP010960.1_prot_BAI35839.1_1947	lcl|AP010953.1_prot_BAI25472.1_2218	lcl|AP010958.1_prot_BAI30496.1_1683	*	*	*	*	*	*	*	*	*	*	*
3	3	0.968	lcl|AP010960.1_prot_ECO111_2241_2241	lcl|AP010953.1_prot_ECO26_2504_2504	lcl|AP010958.1_prot_ECO103_1923_1923	*	*	*	*	*	*	*	*	*	*	*
3	3	0.967	*	*	*	*	*	lcl|NC_012759.1_prot_BWG_RS15705_3030	lcl|NC_010473.1_prot_ECDH10B_RS16805_3249	*	*	*	*	*	*	lcl|AP009048.1_prot_3096
3	3	0.967	lcl|AP010960.1_prot_ECO111_2831_2831	*	*	*	*	*	*	*	*	*	lcl|NC_000913.3_prot_YP_009518799.1_2097	*	*	lcl|AP009048.1_prot_2112
3	3	0.966	*	*	*	lcl|NZ_CP028304.1_prot_WP_000203868.1_2191	*	*	*	lcl|CP000800.1_prot_ABV19078.1_2114	*	*	*	*	lcl|NC_011415.1_prot_WP_000203867.1_2216	*
3	3	0.966	*	*	lcl|AP010958.1_prot_BAI32121.1_3374	lcl|NZ_CP028304.1_prot_WP_000106968.1_3114	*	*	*	lcl|CP000800.1_prot_ABV20512.1_2980	*	*	*	*	*	*
3	3	0.965	*	*	*	lcl|NZ_CP028304.1_prot_WP_000010402.1_4612	*	*	*	lcl|CP000800.1_prot_ABV18222.1_3230	*	*	*	lcl|NZ_CP019778.1_prot_WP_001116795.1_4463	*	*
3	3	0.965	*	*	lcl|AP010958.1_prot_BAI32109.1_3362	lcl|NZ_CP028304.1_prot_WP_000997068.1_3104	*	*	*	lcl|CP000800.1_prot_ABV19203.1_2974	*	*	*	*	*	*
3	3	0.965	lcl|AP010960.1_prot_ECO111_0828_828	lcl|AP010953.1_prot_ECO26_0890_890	lcl|AP010958.1_prot_ECO103_0804_804	*	*	*	*	*	*	*	*	*	*	*
3	3	0.964	*	*	*	*	*	lcl|NC_012759.1_prot_BWG_RS25555_1882	lcl|NC_010473.1_prot_ECDH10B_RS26035_2088	*	*	*	*	*	*	lcl|AP009048.1_prot_1957
3	3	0.964	*	*	lcl|AP010958.1_prot_BAI32107.1_3360	lcl|NZ_CP028304.1_prot_WP_000712316.1_3102	*	*	*	lcl|CP000800.1_prot_ABV18118.1_2972	*	*	*	*	*	*
3	3	0.964	lcl|AP010960.1_prot_BAI34787.1_827	lcl|AP010953.1_prot_BAI24207.1_889	lcl|AP010958.1_prot_BAI29656.1_803	*	*	*	*	*	*	*	*	*	*	*
3	3	0.964	lcl|AP010960.1_prot_BAI37548.1_3763	lcl|AP010953.1_prot_BAI28402.1_5260	lcl|AP010958.1_prot_BAI32352.1_3629	*	*	*	*	*	*	*	*	*	*	*
3	3	0.963	*	*	lcl|AP010958.1_prot_BAI32110.1_3363	lcl|NZ_CP028304.1_prot_WP_000147344.1_3105	*	*	*	lcl|CP000800.1_prot_ABV17146.1_2975	*	*	*	*	*	*
3	3	0.962	*	*	*	*	*	lcl|NC_012759.1_prot_BWG_RS04830_928	lcl|NC_010473.1_prot_ECDH10B_RS05600_1079	*	*	*	*	*	*	lcl|AP009048.1_prot_993
3	3	0.962	lcl|AP010960.1_prot_BAI37547.1_3762	lcl|AP010953.1_prot_BAI28403.1_5261	lcl|AP010958.1_prot_BAI32351.1_3628	*	*	*	*	*	*	*	*	*	*	*
3	3	0.961	*	*	*	lcl|NZ_CP028304.1_prot_WP_000717783.1_2212	*	*	*	lcl|CP000800.1_prot_ABV18857.1_2131	*	*	*	*	lcl|NC_011415.1_prot_WP_000717782.1_2239	*
3	3	0.961	*	*	lcl|AP010958.1_prot_BAI32106.1_3359	lcl|NZ_CP028304.1_prot_WP_000690901.1_3101	*	*	*	lcl|CP000800.1_prot_ABV17402.1_2971	*	*	*	*	*	*
3	3	0.96	*	*	*	*	*	lcl|NC_012759.1_prot_BWG_RS10370_2007	lcl|NC_010473.1_prot_ECDH10B_RS11410_2212	*	*	*	*	*	*	lcl|AP009048.1_prot_2084
3	3	0.96	*	*	*	*	*	lcl|NC_012759.1_prot_BWG_RS23875_2002	lcl|NC_010473.1_prot_ECDH10B_RS24410_2207	*	*	*	*	*	*	lcl|AP009048.1_prot_2077
3	3	0.96	*	*	*	lcl|NZ_CP028304.1_prot_WP_000015612.1_2195	*	*	*	lcl|CP000800.1_prot_ABV20741.1_2118	*	*	*	*	lcl|NC_011415.1_prot_WP_000015611.1_2220	*
3	3	0.959	*	*	*	lcl|NZ_CP028304.1_prot_WP_000064384.1_2211	*	*	*	lcl|CP000800.1_prot_ABV20222.1_2130	*	*	*	*	lcl|NC_011415.1_prot_WP_000064383.1_2238	*
3	3	0.959	*	*	*	lcl|NZ_CP028304.1_prot_WP_139498092.1_2192	*	*	*	lcl|CP000800.1_prot_ABV17249.1_2115	*	*	*	*	lcl|NC_011415.1_prot_WP_012138680.1_2217	*
3	3	0.958	*	*	*	*	*	lcl|NC_012759.1_prot_WP_000355616.1_4235	lcl|NC_010473.1_prot_WP_000355616.1_4385	*	*	*	*	*	*	lcl|AP009048.1_prot_4211
3	3	0.958	*	*	lcl|AP010958.1_prot_BAI30674.1_1869	lcl|NZ_CP028304.1_prot_WP_000599382.1_1105	*	*	*	*	*	*	*	*	lcl|NC_011415.1_prot_WP_000599388.1_1847	*
3	3	0.958	*	*	lcl|AP010958.1_prot_BAI32105.1_3358	lcl|NZ_CP028304.1_prot_WP_001296335.1_3100	*	*	*	lcl|CP000800.1_prot_ABV16881.1_2970	*	*	*	*	*	*
3	3	0.958	*	lcl|AP010953.1_prot_BAI26903.1_3706	*	*	*	*	*	*	*	*	lcl|NC_000913.3_prot_NP_415664.2_1120	*	*	lcl|AP009048.1_prot_BAA35972.2_1122
3	3	0.958	*	lcl|AP010953.1_prot_BAI28598.1_5470	*	*	*	*	*	lcl|CP000800.1_prot_ABV19175.1_4642	*	*	*	lcl|NZ_CP019778.1_prot_WP_001221615.1_4714	*	*
