# Species	Genes	Alg.-Conn.	D:SotonD1.fasta	E:11023.fasta	E:150.fasta	E:Bour.fasta	E:SW3.fasta	E:SotonE4.fasta	E:SotonE8.fasta	F:SW4.fasta	F:SW5.fasta	F:SotonF3.fasta
10	10	0.968	lcl|NC_020967.1_prot_WP_009873074.1_217	lcl|CP001890.1_prot_ADH20672.1_218	lcl|CP001886.1_prot_ADH16977.1_216	lcl|NC_020971.1_prot_WP_009873074.1_218	lcl|NC_017952.1_prot_WP_009873074.1_216	lcl|NC_020969.1_prot_WP_009873074.1_217	lcl|NC_020942.1_prot_WP_009873074.1_220	lcl|NC_017951.1_prot_WP_009873074.1_217	lcl|NC_017953.1_prot_WP_009873074.1_217	lcl|NC_020964.1_prot_WP_009873074.1_216
10	10	0.968	lcl|NC_020967.1_prot_WP_009873084.1_251	lcl|CP001890.1_prot_ADH20707.1_253	lcl|CP001886.1_prot_ADH17012.1_251	lcl|NC_020971.1_prot_WP_009872497.1_252	lcl|NC_017952.1_prot_WP_009872497.1_250	lcl|NC_020969.1_prot_WP_009872497.1_251	lcl|NC_020942.1_prot_WP_009872497.1_254	lcl|NC_017951.1_prot_WP_009873084.1_251	lcl|NC_017953.1_prot_WP_009873084.1_251	lcl|NC_020964.1_prot_WP_009873084.1_250
10	10	0.968	lcl|NC_020967.1_prot_WP_009873086.1_290	lcl|CP001890.1_prot_ADH20747.1_293	lcl|CP001886.1_prot_ADH17052.1_291	lcl|NC_020971.1_prot_WP_009873086.1_291	lcl|NC_017952.1_prot_WP_009873086.1_289	lcl|NC_020969.1_prot_WP_009873086.1_290	lcl|NC_020942.1_prot_WP_009873086.1_293	lcl|NC_017951.1_prot_WP_009873086.1_290	lcl|NC_017953.1_prot_WP_009873086.1_290	lcl|NC_020964.1_prot_WP_009873086.1_289
10	10	0.968	lcl|NC_020967.1_prot_WP_009873096.1_306	lcl|CP001890.1_prot_ADH20763.1_309	lcl|CP001886.1_prot_ADH17068.1_307	lcl|NC_020971.1_prot_WP_014541246.1_307	lcl|NC_017952.1_prot_WP_014541246.1_305	lcl|NC_020969.1_prot_WP_014541246.1_306	lcl|NC_020942.1_prot_WP_014541246.1_309	lcl|NC_017951.1_prot_WP_009873096.1_306	lcl|NC_017953.1_prot_WP_014736665.1_306	lcl|NC_020964.1_prot_WP_014736665.1_305
10	10	0.968	lcl|NC_020967.1_prot_WP_009873120.1_384	lcl|CP001890.1_prot_ADH20840.1_386	lcl|CP001886.1_prot_ADH17145.1_384	lcl|NC_020971.1_prot_WP_009872606.1_385	lcl|NC_017952.1_prot_WP_009872606.1_383	lcl|NC_020969.1_prot_WP_009872606.1_384	lcl|NC_020942.1_prot_WP_009872606.1_387	lcl|NC_017951.1_prot_WP_009873120.1_384	lcl|NC_017953.1_prot_WP_009873120.1_384	lcl|NC_020964.1_prot_WP_009873120.1_383
10	10	0.968	lcl|NC_020967.1_prot_WP_009873195.1_693	lcl|CP001890.1_prot_ADH21156.1_702	lcl|CP001886.1_prot_ADH17463.1_702	lcl|NC_020971.1_prot_WP_009872833.1_694	lcl|NC_017952.1_prot_WP_009872833.1_692	lcl|NC_020969.1_prot_WP_009872833.1_693	lcl|NC_020942.1_prot_WP_009872833.1_696	lcl|NC_017951.1_prot_WP_009872833.1_693	lcl|NC_017953.1_prot_WP_009872833.1_693	lcl|NC_020964.1_prot_WP_009872833.1_692
10	10	0.967	lcl|NC_020967.1_prot_WP_009871451.1_106	lcl|CP001890.1_prot_ADH20562.1_108	lcl|CP001886.1_prot_ADH16869.1_108	lcl|NC_020971.1_prot_WP_009873559.1_106	lcl|NC_017952.1_prot_WP_009871451.1_106	lcl|NC_020969.1_prot_WP_009871451.1_106	lcl|NC_020942.1_prot_WP_009871451.1_107	lcl|NC_017951.1_prot_WP_009871451.1_106	lcl|NC_017953.1_prot_WP_009871451.1_106	lcl|NC_020964.1_prot_WP_009871451.1_106
10	10	0.967	lcl|NC_020967.1_prot_WP_009871542.1_200	lcl|CP001890.1_prot_ADH20655.1_201	lcl|CP001886.1_prot_ADH16960.1_199	lcl|NC_020971.1_prot_WP_009871542.1_201	lcl|NC_017952.1_prot_WP_009871542.1_199	lcl|NC_020969.1_prot_WP_009871542.1_200	lcl|NC_020942.1_prot_WP_009871542.1_203	lcl|NC_017951.1_prot_WP_009871542.1_200	lcl|NC_017953.1_prot_WP_009871542.1_200	lcl|NC_020964.1_prot_WP_009871542.1_199
10	10	0.967	lcl|NC_020967.1_prot_WP_009871614.1_272	lcl|CP001890.1_prot_ADH20729.1_275	lcl|CP001886.1_prot_ADH17034.1_273	lcl|NC_020971.1_prot_WP_009871614.1_273	lcl|NC_017952.1_prot_WP_009871614.1_271	lcl|NC_020969.1_prot_WP_009871614.1_272	lcl|NC_020942.1_prot_WP_009871614.1_275	lcl|NC_017951.1_prot_WP_009871614.1_272	lcl|NC_017953.1_prot_WP_009871614.1_272	lcl|NC_020964.1_prot_WP_009871614.1_271
10	10	0.967	lcl|NC_020967.1_prot_WP_009871639.1_296	lcl|CP001890.1_prot_ADH20754.1_300	lcl|CP001886.1_prot_ADH17059.1_298	lcl|NC_020971.1_prot_WP_009872532.1_297	lcl|NC_017952.1_prot_WP_009872532.1_295	lcl|NC_020969.1_prot_WP_009872532.1_296	lcl|NC_020942.1_prot_WP_009872532.1_299	lcl|NC_017951.1_prot_WP_009871639.1_296	lcl|NC_017953.1_prot_WP_009871639.1_296	lcl|NC_020964.1_prot_WP_009871639.1_295
10	10	0.967	lcl|NC_020967.1_prot_WP_009871739.1_400	lcl|CP001890.1_prot_ADH20854.1_400	lcl|CP001886.1_prot_ADH17159.1_398	lcl|NC_020971.1_prot_WP_014541272.1_401	lcl|NC_017952.1_prot_WP_014541272.1_399	lcl|NC_020969.1_prot_WP_015506513.1_400	lcl|NC_020942.1_prot_WP_014541272.1_403	lcl|NC_017951.1_prot_WP_009871739.1_400	lcl|NC_017953.1_prot_WP_009871739.1_400	lcl|NC_020964.1_prot_WP_009871739.1_399
10	10	0.967	lcl|NC_020967.1_prot_WP_009871884.1_540	lcl|CP001890.1_prot_ADH20998.1_544	lcl|CP001886.1_prot_ADH17303.1_542	lcl|NC_020971.1_prot_WP_009871884.1_541	lcl|NC_017952.1_prot_WP_009871884.1_539	lcl|NC_020969.1_prot_WP_009871884.1_540	lcl|NC_020942.1_prot_WP_009871884.1_543	lcl|NC_017951.1_prot_WP_009871884.1_540	lcl|NC_017953.1_prot_WP_009871884.1_540	lcl|NC_020964.1_prot_WP_009871884.1_539
10	10	0.967	lcl|NC_020967.1_prot_WP_009872328.1_31	lcl|CP001890.1_prot_ADH20486.1_32	lcl|CP001886.1_prot_ADH16793.1_32	lcl|NC_020971.1_prot_WP_009872328.1_31	lcl|NC_017952.1_prot_WP_009872328.1_31	lcl|NC_020969.1_prot_WP_009872328.1_31	lcl|NC_020942.1_prot_WP_009872328.1_31	lcl|NC_017951.1_prot_WP_009872328.1_31	lcl|NC_017953.1_prot_WP_009872328.1_31	lcl|NC_020964.1_prot_WP_009872328.1_31
10	10	0.967	lcl|NC_020967.1_prot_WP_009872411.1_148	lcl|CP001890.1_prot_ADH20606.1_152	lcl|CP001886.1_prot_ADH16913.1_152	lcl|NC_020971.1_prot_WP_009871492.1_149	lcl|NC_017952.1_prot_WP_009872411.1_148	lcl|NC_020969.1_prot_WP_009872411.1_148	lcl|NC_020942.1_prot_WP_015506223.1_149	lcl|NC_017951.1_prot_WP_009872411.1_148	lcl|NC_017953.1_prot_WP_009872411.1_148	lcl|NC_020964.1_prot_WP_010725092.1_148
10	10	0.967	lcl|NC_020967.1_prot_WP_009872487.1_240	lcl|CP001890.1_prot_ADH20695.1_241	lcl|CP001886.1_prot_ADH17000.1_239	lcl|NC_020971.1_prot_WP_009872487.1_241	lcl|NC_017952.1_prot_WP_009872487.1_239	lcl|NC_020969.1_prot_WP_009872487.1_240	lcl|NC_020942.1_prot_WP_009872487.1_243	lcl|NC_017951.1_prot_WP_009872487.1_240	lcl|NC_017953.1_prot_WP_009872487.1_240	lcl|NC_020964.1_prot_WP_009872487.1_239
10	10	0.967	lcl|NC_020967.1_prot_WP_009872711.1_526	lcl|CP001890.1_prot_ADH20984.1_530	lcl|CP001886.1_prot_ADH17289.1_528	lcl|NC_020971.1_prot_WP_009872711.1_527	lcl|NC_017952.1_prot_WP_009872711.1_525	lcl|NC_020969.1_prot_WP_009872711.1_526	lcl|NC_020942.1_prot_WP_009872711.1_529	lcl|NC_017951.1_prot_WP_009872711.1_526	lcl|NC_017953.1_prot_WP_009872711.1_526	lcl|NC_020964.1_prot_WP_009872711.1_525
10	10	0.967	lcl|NC_020967.1_prot_WP_009872798.1_644	lcl|CP001890.1_prot_ADH21103.1_649	lcl|CP001886.1_prot_ADH17409.1_648	lcl|NC_020971.1_prot_WP_009872798.1_645	lcl|NC_017952.1_prot_WP_009872798.1_643	lcl|NC_020969.1_prot_WP_009872798.1_644	lcl|NC_020942.1_prot_WP_009872798.1_647	lcl|NC_017951.1_prot_WP_014541178.1_644	lcl|NC_017953.1_prot_WP_009872798.1_644	lcl|NC_020964.1_prot_WP_009872798.1_643
10	10	0.967	lcl|NC_020967.1_prot_WP_009872840.1_700	lcl|CP001890.1_prot_ADH21163.1_709	lcl|CP001886.1_prot_ADH17470.1_709	lcl|NC_020971.1_prot_WP_014541297.1_701	lcl|NC_017952.1_prot_WP_014541297.1_699	lcl|NC_020969.1_prot_WP_014541297.1_700	lcl|NC_020942.1_prot_WP_014541297.1_703	lcl|NC_017951.1_prot_WP_009872840.1_700	lcl|NC_017953.1_prot_WP_009872840.1_700	lcl|NC_020964.1_prot_WP_009872840.1_699
10	10	0.967	lcl|NC_020967.1_prot_WP_009872873.1_740	lcl|CP001890.1_prot_ADH21205.1_751	lcl|CP001886.1_prot_ADH17513.1_752	lcl|NC_020971.1_prot_WP_009872873.1_741	lcl|NC_017952.1_prot_WP_009872873.1_739	lcl|NC_020969.1_prot_WP_009872873.1_740	lcl|NC_020942.1_prot_WP_009872873.1_744	lcl|NC_017951.1_prot_WP_009872873.1_740	lcl|NC_017953.1_prot_WP_009872873.1_740	lcl|NC_020964.1_prot_WP_009872873.1_739
10	10	0.967	lcl|NC_020967.1_prot_WP_009872886.1_756	lcl|CP001890.1_prot_ADH21223.1_769	lcl|CP001886.1_prot_ADH17531.1_770	lcl|NC_020971.1_prot_WP_009872886.1_757	lcl|NC_017952.1_prot_WP_014736655.1_755	lcl|NC_020969.1_prot_WP_009872886.1_756	lcl|NC_020942.1_prot_WP_009872886.1_760	lcl|NC_017951.1_prot_WP_009872886.1_756	lcl|NC_017953.1_prot_WP_009872886.1_756	lcl|NC_020964.1_prot_WP_009872886.1_755
10	10	0.967	lcl|NC_020967.1_prot_WP_009873091.1_294	lcl|CP001890.1_prot_ADH20752.1_298	lcl|CP001886.1_prot_ADH17057.1_296	lcl|NC_020971.1_prot_WP_009872531.1_295	lcl|NC_017952.1_prot_WP_009872531.1_293	lcl|NC_020969.1_prot_WP_009872531.1_294	lcl|NC_020942.1_prot_WP_015506242.1_297	lcl|NC_017951.1_prot_WP_009873091.1_294	lcl|NC_017953.1_prot_WP_009873091.1_294	lcl|NC_020964.1_prot_WP_009873091.1_293
10	10	0.967	lcl|NC_020967.1_prot_WP_009873092.1_298	lcl|CP001890.1_prot_ADH20756.1_302	lcl|CP001886.1_prot_ADH17061.1_300	lcl|NC_020971.1_prot_WP_009871641.1_299	lcl|NC_017952.1_prot_WP_009871641.1_297	lcl|NC_020969.1_prot_WP_009871641.1_298	lcl|NC_020942.1_prot_WP_009871641.1_301	lcl|NC_017951.1_prot_WP_009873092.1_298	lcl|NC_017953.1_prot_WP_009873092.1_298	lcl|NC_020964.1_prot_WP_009873092.1_297
10	10	0.967	lcl|NC_020967.1_prot_WP_009873117.1_374	lcl|CP001890.1_prot_ADH20830.1_376	lcl|CP001886.1_prot_ADH17135.1_374	lcl|NC_020971.1_prot_WP_009872597.1_375	lcl|NC_017952.1_prot_WP_009872597.1_373	lcl|NC_020969.1_prot_WP_015506512.1_374	lcl|NC_020942.1_prot_WP_009872597.1_377	lcl|NC_017951.1_prot_WP_009873117.1_374	lcl|NC_017953.1_prot_WP_009873117.1_374	lcl|NC_020964.1_prot_WP_009873117.1_373
10	10	0.967	lcl|NC_020967.1_prot_WP_009873122.1_386	lcl|CP001890.1_prot_ADH20842.1_388	lcl|CP001886.1_prot_ADH17147.1_386	lcl|NC_020971.1_prot_WP_014541264.1_387	lcl|NC_017952.1_prot_WP_014541264.1_385	lcl|NC_020969.1_prot_WP_014541264.1_386	lcl|NC_020942.1_prot_WP_014541264.1_389	lcl|NC_017951.1_prot_WP_009873122.1_386	lcl|NC_017953.1_prot_WP_009873122.1_386	lcl|NC_020964.1_prot_WP_009873122.1_385
10	10	0.967	lcl|NC_020967.1_prot_WP_009873178.1_647	lcl|CP001890.1_prot_ADH21108.1_654	lcl|CP001886.1_prot_ADH17414.1_653	lcl|NC_020971.1_prot_WP_009873178.1_648	lcl|NC_017952.1_prot_WP_009873178.1_646	lcl|NC_020969.1_prot_WP_009873178.1_647	lcl|NC_020942.1_prot_WP_009873178.1_650	lcl|NC_017951.1_prot_WP_010725281.1_647	lcl|NC_017953.1_prot_WP_009873178.1_647	lcl|NC_020964.1_prot_WP_009873178.1_646
10	10	0.967	lcl|NC_020967.1_prot_WP_009873209.1_788	lcl|CP001890.1_prot_ADH21258.1_804	lcl|CP001886.1_prot_ADH17566.1_805	lcl|NC_020971.1_prot_WP_009872913.1_789	lcl|NC_017952.1_prot_WP_009872913.1_787	lcl|NC_020969.1_prot_WP_009872913.1_788	lcl|NC_020942.1_prot_WP_009872913.1_792	lcl|NC_017951.1_prot_WP_009873209.1_788	lcl|NC_017953.1_prot_WP_009873209.1_788	lcl|NC_020964.1_prot_WP_009873209.1_787
10	10	0.966	lcl|NC_020967.1_prot_WP_009871522.1_180	lcl|CP001890.1_prot_ADH20635.1_181	lcl|CP001886.1_prot_ADH16940.1_179	lcl|NC_020971.1_prot_WP_009871522.1_181	lcl|NC_017952.1_prot_WP_009871522.1_179	lcl|NC_020969.1_prot_WP_009871522.1_180	lcl|NC_020942.1_prot_WP_009871522.1_183	lcl|NC_017951.1_prot_WP_009871522.1_180	lcl|NC_017953.1_prot_WP_009871522.1_180	lcl|NC_020964.1_prot_WP_009871522.1_179
10	10	0.966	lcl|NC_020967.1_prot_WP_009871523.1_181	lcl|CP001890.1_prot_ADH20636.1_182	lcl|CP001886.1_prot_ADH16941.1_180	lcl|NC_020971.1_prot_WP_009872433.1_182	lcl|NC_017952.1_prot_WP_009872433.1_180	lcl|NC_020969.1_prot_WP_009872433.1_181	lcl|NC_020942.1_prot_WP_014541810.1_184	lcl|NC_017951.1_prot_WP_009871523.1_181	lcl|NC_017953.1_prot_WP_009871523.1_181	lcl|NC_020964.1_prot_WP_009871523.1_180
10	10	0.966	lcl|NC_020967.1_prot_WP_009871704.1_363	lcl|CP001890.1_prot_ADH20819.1_365	lcl|CP001886.1_prot_ADH17124.1_363	lcl|NC_020971.1_prot_WP_009872587.1_364	lcl|NC_017952.1_prot_WP_009872587.1_362	lcl|NC_020969.1_prot_WP_009872587.1_363	lcl|NC_020942.1_prot_WP_009872587.1_366	lcl|NC_017951.1_prot_WP_009871704.1_363	lcl|NC_017953.1_prot_WP_009871704.1_363	lcl|NC_020964.1_prot_WP_009871704.1_362
10	10	0.966	lcl|NC_020967.1_prot_WP_009871724.1_383	lcl|CP001890.1_prot_ADH20839.1_385	lcl|CP001886.1_prot_ADH17144.1_383	lcl|NC_020971.1_prot_WP_009872605.1_384	lcl|NC_017952.1_prot_WP_009872605.1_382	lcl|NC_020969.1_prot_WP_009872605.1_383	lcl|NC_020942.1_prot_WP_009872605.1_386	lcl|NC_017951.1_prot_WP_009871724.1_383	lcl|NC_017953.1_prot_WP_009871724.1_383	lcl|NC_020964.1_prot_WP_009871724.1_382
10	10	0.966	lcl|NC_020967.1_prot_WP_009872238.1_877	lcl|CP001890.1_prot_ADH21353.1_899	lcl|CP001886.1_prot_ADH17661.1_900	lcl|NC_020971.1_prot_WP_009872238.1_877	lcl|NC_017952.1_prot_WP_009872238.1_875	lcl|NC_020969.1_prot_WP_009872238.1_876	lcl|NC_020942.1_prot_WP_009872238.1_881	lcl|NC_017951.1_prot_WP_009872238.1_876	lcl|NC_017953.1_prot_WP_009872238.1_876	lcl|NC_020964.1_prot_WP_009872238.1_876
10	10	0.966	lcl|NC_020967.1_prot_WP_009872293.1_622	lcl|CP001890.1_prot_ADH21080.1_626	lcl|CP001886.1_prot_ADH17386.1_625	lcl|NC_020971.1_prot_WP_009872293.1_623	lcl|NC_017952.1_prot_WP_009872293.1_621	lcl|NC_020969.1_prot_WP_009872293.1_622	lcl|NC_020942.1_prot_WP_009872293.1_625	lcl|NC_017951.1_prot_WP_009872293.1_622	lcl|NC_017953.1_prot_WP_009872293.1_622	lcl|NC_020964.1_prot_WP_009872293.1_621
10	10	0.966	lcl|NC_020967.1_prot_WP_009872365.1_82	lcl|CP001890.1_prot_ADH20539.1_85	lcl|CP001886.1_prot_ADH16847.1_86	lcl|NC_020971.1_prot_WP_009872365.1_82	lcl|NC_017952.1_prot_WP_009872365.1_82	lcl|NC_020969.1_prot_WP_009872365.1_82	lcl|NC_020942.1_prot_WP_009872365.1_82	lcl|NC_017951.1_prot_WP_009872365.1_82	lcl|NC_017953.1_prot_WP_009872365.1_82	lcl|NC_020964.1_prot_WP_009872365.1_82
10	10	0.966	lcl|NC_020967.1_prot_WP_009872367.1_85	lcl|CP001890.1_prot_ADH20541.1_87	lcl|CP001886.1_prot_ADH16849.1_88	lcl|NC_020971.1_prot_WP_009871431.1_85	lcl|NC_017952.1_prot_WP_009871431.1_85	lcl|NC_020969.1_prot_WP_009871431.1_85	lcl|NC_020942.1_prot_WP_009871431.1_86	lcl|NC_017951.1_prot_WP_009872367.1_85	lcl|NC_017953.1_prot_WP_009872367.1_85	lcl|NC_020964.1_prot_WP_009872367.1_85
10	10	0.966	lcl|NC_020967.1_prot_WP_009872625.1_408	lcl|CP001890.1_prot_ADH20862.1_408	lcl|CP001886.1_prot_ADH17167.1_406	lcl|NC_020971.1_prot_WP_014541278.1_409	lcl|NC_017952.1_prot_WP_014541278.1_407	lcl|NC_020969.1_prot_WP_014541278.1_408	lcl|NC_020942.1_prot_WP_014541278.1_411	lcl|NC_017951.1_prot_WP_009872625.1_408	lcl|NC_017953.1_prot_WP_009872625.1_408	lcl|NC_020964.1_prot_WP_009872625.1_407
10	10	0.966	lcl|NC_020967.1_prot_WP_009872635.1_421	lcl|CP001890.1_prot_ADH20875.1_421	lcl|CP001886.1_prot_ADH17180.1_419	lcl|NC_020971.1_prot_WP_009872635.1_422	lcl|NC_017952.1_prot_WP_009872635.1_420	lcl|NC_020969.1_prot_WP_009872635.1_421	lcl|NC_020942.1_prot_WP_009872635.1_424	lcl|NC_017951.1_prot_WP_009872635.1_421	lcl|NC_017953.1_prot_WP_009872635.1_421	lcl|NC_020964.1_prot_WP_009872635.1_420
10	10	0.966	lcl|NC_020967.1_prot_WP_009872714.1_531	lcl|CP001890.1_prot_ADH20989.1_535	lcl|CP001886.1_prot_ADH17294.1_533	lcl|NC_020971.1_prot_WP_009872714.1_532	lcl|NC_017952.1_prot_WP_009872714.1_530	lcl|NC_020969.1_prot_WP_009872714.1_531	lcl|NC_020942.1_prot_WP_009872714.1_534	lcl|NC_017951.1_prot_WP_009872714.1_531	lcl|NC_017953.1_prot_WP_009872714.1_531	lcl|NC_020964.1_prot_WP_009872714.1_530
10	10	0.966	lcl|NC_020967.1_prot_WP_009873041.1_90	lcl|CP001890.1_prot_ADH20546.1_92	lcl|CP001886.1_prot_ADH16854.1_93	lcl|NC_020971.1_prot_WP_009871436.1_90	lcl|NC_017952.1_prot_WP_009871436.1_90	lcl|NC_020969.1_prot_WP_009871436.1_90	lcl|NC_020942.1_prot_WP_009871436.1_91	lcl|NC_017951.1_prot_WP_009873041.1_90	lcl|NC_017953.1_prot_WP_009873041.1_90	lcl|NC_020964.1_prot_WP_009873041.1_90
10	10	0.966	lcl|NC_020967.1_prot_WP_009873061.1_173	lcl|CP001890.1_prot_ADH20629.1_175	lcl|CP001886.1_prot_ADH16935.1_174	lcl|NC_020971.1_prot_WP_009873061.1_174	lcl|NC_017952.1_prot_WP_009873061.1_172	lcl|NC_020969.1_prot_WP_009873061.1_173	lcl|NC_020942.1_prot_WP_015506234.1_176	lcl|NC_017951.1_prot_WP_009873061.1_173	lcl|NC_017953.1_prot_WP_009873061.1_173	lcl|NC_020964.1_prot_WP_009873061.1_172
10	10	0.966	lcl|NC_020967.1_prot_WP_009873100.1_318	lcl|CP001890.1_prot_ADH20775.1_321	lcl|CP001886.1_prot_ADH17080.1_319	lcl|NC_020971.1_prot_WP_014541760.1_319	lcl|NC_017952.1_prot_WP_014541760.1_317	lcl|NC_020969.1_prot_WP_014541760.1_318	lcl|NC_020942.1_prot_WP_014541760.1_321	lcl|NC_017951.1_prot_WP_009873100.1_318	lcl|NC_017953.1_prot_WP_009873100.1_318	lcl|NC_020964.1_prot_WP_015506356.1_317
10	10	0.966	lcl|NC_020967.1_prot_WP_009873142.1_474	lcl|CP001890.1_prot_ADH20931.1_477	lcl|CP001886.1_prot_ADH17236.1_475	lcl|NC_020971.1_prot_WP_009872674.1_475	lcl|NC_017952.1_prot_WP_009872674.1_473	lcl|NC_020969.1_prot_WP_009872674.1_474	lcl|NC_020942.1_prot_WP_009872674.1_477	lcl|NC_017951.1_prot_WP_009873142.1_474	lcl|NC_017953.1_prot_WP_009873142.1_474	lcl|NC_020964.1_prot_WP_009873142.1_473
10	10	0.966	lcl|NC_020967.1_prot_WP_009873196.1_697	lcl|CP001890.1_prot_ADH21160.1_706	lcl|CP001886.1_prot_ADH17467.1_706	lcl|NC_020971.1_prot_WP_014541296.1_698	lcl|NC_017952.1_prot_WP_014541296.1_696	lcl|NC_020969.1_prot_WP_014541296.1_697	lcl|NC_020942.1_prot_WP_014541296.1_700	lcl|NC_017951.1_prot_WP_009872837.1_697	lcl|NC_017953.1_prot_WP_009872837.1_697	lcl|NC_020964.1_prot_WP_009872837.1_696
10	10	0.966	lcl|NC_020967.1_prot_WP_020966602.1_123	lcl|CP001890.1_prot_ADH20580.1_126	lcl|CP001886.1_prot_ADH16887.1_126	lcl|NC_020971.1_prot_WP_020966602.1_124	lcl|NC_017952.1_prot_WP_020966602.1_123	lcl|NC_020969.1_prot_WP_020966602.1_123	lcl|NC_020942.1_prot_WP_020966602.1_124	lcl|NC_017951.1_prot_WP_020966602.1_123	lcl|NC_017953.1_prot_WP_020966602.1_123	lcl|NC_020964.1_prot_WP_020966602.1_123
10	10	0.965	lcl|NC_020967.1_prot_WP_009871348.1_3	lcl|CP001890.1_prot_ADH20457.1_3	lcl|CP001886.1_prot_ADH16764.1_3	lcl|NC_020971.1_prot_WP_009871348.1_3	lcl|NC_017952.1_prot_WP_009871348.1_3	lcl|NC_020969.1_prot_WP_009871348.1_3	lcl|NC_020942.1_prot_WP_009871348.1_3	lcl|NC_017951.1_prot_WP_009871348.1_3	lcl|NC_017953.1_prot_WP_009871348.1_3	lcl|NC_020964.1_prot_WP_009871348.1_3
10	10	0.965	lcl|NC_020967.1_prot_WP_009871651.1_309	lcl|CP001890.1_prot_ADH20766.1_312	lcl|CP001886.1_prot_ADH17071.1_310	lcl|NC_020971.1_prot_WP_009872542.1_310	lcl|NC_017952.1_prot_WP_009872542.1_308	lcl|NC_020969.1_prot_WP_009872542.1_309	lcl|NC_020942.1_prot_WP_009872542.1_312	lcl|NC_017951.1_prot_WP_009871651.1_309	lcl|NC_017953.1_prot_WP_009871651.1_309	lcl|NC_020964.1_prot_WP_009871651.1_308
10	10	0.965	lcl|NC_020967.1_prot_WP_009871659.1_317	lcl|CP001890.1_prot_ADH20774.1_320	lcl|CP001886.1_prot_ADH17079.1_318	lcl|NC_020971.1_prot_WP_009871659.1_318	lcl|NC_017952.1_prot_WP_009871659.1_316	lcl|NC_020969.1_prot_WP_009871659.1_317	lcl|NC_020942.1_prot_WP_009871659.1_320	lcl|NC_017951.1_prot_WP_009871659.1_317	lcl|NC_017953.1_prot_WP_009871659.1_317	lcl|NC_020964.1_prot_WP_009871659.1_316
10	10	0.965	lcl|NC_020967.1_prot_WP_009871685.1_344	lcl|CP001890.1_prot_ADH20800.1_346	lcl|CP001886.1_prot_ADH17105.1_344	lcl|NC_020971.1_prot_WP_009871685.1_345	lcl|NC_017952.1_prot_WP_009871685.1_343	lcl|NC_020969.1_prot_WP_009871685.1_344	lcl|NC_020942.1_prot_WP_009871685.1_347	lcl|NC_017951.1_prot_WP_009871685.1_344	lcl|NC_017953.1_prot_WP_009871685.1_344	lcl|NC_020964.1_prot_WP_009871685.1_343
10	10	0.965	lcl|NC_020967.1_prot_WP_009871714.1_373	lcl|CP001890.1_prot_ADH20829.1_375	lcl|CP001886.1_prot_ADH17134.1_373	lcl|NC_020971.1_prot_WP_014541259.1_374	lcl|NC_017952.1_prot_WP_014541259.1_372	lcl|NC_020969.1_prot_WP_014541259.1_373	lcl|NC_020942.1_prot_WP_014541259.1_376	lcl|NC_017951.1_prot_WP_009871714.1_373	lcl|NC_017953.1_prot_WP_009871714.1_373	lcl|NC_020964.1_prot_WP_009871714.1_372
10	10	0.965	lcl|NC_020967.1_prot_WP_009871737.1_398	lcl|CP001890.1_prot_ADH20852.1_398	lcl|CP001886.1_prot_ADH17157.1_396	lcl|NC_020971.1_prot_WP_014541271.1_399	lcl|NC_017952.1_prot_WP_014541271.1_397	lcl|NC_020969.1_prot_WP_014541271.1_398	lcl|NC_020942.1_prot_WP_014541271.1_401	lcl|NC_017951.1_prot_WP_009871737.1_398	lcl|NC_017953.1_prot_WP_009871737.1_398	lcl|NC_020964.1_prot_WP_009871737.1_397
10	10	0.965	lcl|NC_020967.1_prot_WP_009871849.1_506	lcl|CP001890.1_prot_ADH20964.1_510	lcl|CP001886.1_prot_ADH17268.1_507	lcl|NC_020971.1_prot_WP_014541281.1_507	lcl|NC_017952.1_prot_WP_014541281.1_505	lcl|NC_020969.1_prot_WP_014541281.1_506	lcl|NC_020942.1_prot_WP_014541281.1_509	lcl|NC_017951.1_prot_WP_009871849.1_506	lcl|NC_017953.1_prot_WP_009871849.1_506	lcl|NC_020964.1_prot_WP_009871849.1_505
10	10	0.965	lcl|NC_020967.1_prot_WP_009872594.1_371	lcl|CP001890.1_prot_ADH20827.1_373	lcl|CP001886.1_prot_ADH17132.1_371	lcl|NC_020971.1_prot_WP_009872594.1_372	lcl|NC_017952.1_prot_WP_009872594.1_370	lcl|NC_020969.1_prot_WP_009872594.1_371	lcl|NC_020942.1_prot_WP_009872594.1_374	lcl|NC_017951.1_prot_WP_009872594.1_371	lcl|NC_017953.1_prot_WP_009872594.1_371	lcl|NC_020964.1_prot_WP_009872594.1_370
10	10	0.965	lcl|NC_020967.1_prot_WP_009872653.1_451	lcl|CP001890.1_prot_ADH20905.1_451	lcl|CP001886.1_prot_ADH17210.1_449	lcl|NC_020971.1_prot_WP_014541279.1_452	lcl|NC_017952.1_prot_WP_014541279.1_450	lcl|NC_020969.1_prot_WP_014541279.1_451	lcl|NC_020942.1_prot_WP_014541279.1_454	lcl|NC_017951.1_prot_WP_009872653.1_451	lcl|NC_017953.1_prot_WP_009872653.1_451	lcl|NC_020964.1_prot_WP_009872653.1_450
