# Species	Genes	Alg.-Conn.	11128.fasta	11368.fasta	12009.fasta	E24377A.fasta	IAI1.fasta	SE11.fasta	Sb227.fasta	Ss046.fasta	W.fasta
7	7	0.862	*	*	lcl|AP010958.1_prot_BAI32917.1_4209	lcl|CP000800.1_prot_ABV18469.1_3780	lcl|NC_011741.1_prot_WP_000593555.1_3490	lcl|NC_011415.1_prot_WP_000593555.1_3745	lcl|CP000036.1_prot_ABB67964.1_3232	lcl|CP000038.1_prot_AAZ90266.1_3469	lcl|NC_017635.1_prot_WP_000593555.1_3675
7	7	0.862	*	lcl|AP010953.1_prot_BAI26178.1_2955	lcl|AP010958.1_prot_BAI31299.1_2523	lcl|CP000800.1_prot_ABV20652.1_2227	lcl|NC_011741.1_prot_WP_000862655.1_2066	lcl|NC_011415.1_prot_WP_000862621.1_2325	lcl|CP000036.1_prot_ABB65541.1_805	*	lcl|NC_017635.1_prot_WP_000862595.1_2175
7	7	0.86	lcl|AP010960.1_prot_BAI35753.1_1852	*	lcl|AP010958.1_prot_BAI30413.1_1591	lcl|CP000800.1_prot_ABV20800.1_1564	lcl|NC_011741.1_prot_WP_001120141.1_1430	lcl|NC_011415.1_prot_WP_001120141.1_1542	*	lcl|CP000038.1_prot_AAZ88358.1_1561	lcl|NC_017635.1_prot_WP_001120141.1_1566
7	7	0.859	lcl|AP010960.1_prot_BAI34226.1_235	*	lcl|AP010958.1_prot_BAI29105.1_229	lcl|CP000800.1_prot_ABV19482.1_233	lcl|NC_011741.1_prot_WP_001142958.1_228	lcl|NC_011415.1_prot_WP_001142958.1_229	*	lcl|CP000038.1_prot_AAZ87039.1_241	lcl|NC_017635.1_prot_WP_001142958.1_228
7	7	0.858	lcl|AP010960.1_prot_BAI36001.1_2128	lcl|AP010953.1_prot_BAI25634.1_2387	lcl|AP010958.1_prot_BAI30608.1_1799	lcl|CP000800.1_prot_ABV21182.1_1783	lcl|NC_011741.1_prot_WP_000102278.1_1678	lcl|NC_011415.1_prot_WP_000102278.1_1781	*	*	lcl|NC_017635.1_prot_WP_000102278.1_1806
7	7	0.858	lcl|AP010960.1_prot_BAI36349.1_2486	lcl|AP010953.1_prot_BAI25991.1_2752	lcl|AP010958.1_prot_BAI30954.1_2162	*	lcl|NC_011741.1_prot_WP_000082127.1_1942	lcl|NC_011415.1_prot_WP_000082127.1_2138	lcl|CP000036.1_prot_ABB65745.1_1010	*	lcl|NC_017635.1_prot_WP_000082127.1_2057
7	7	0.857	lcl|AP010960.1_prot_BAI34221.1_230	*	lcl|AP010958.1_prot_BAI29100.1_224	lcl|CP000800.1_prot_ABV17461.1_227	lcl|NC_011741.1_prot_WP_000393855.1_223	lcl|NC_011415.1_prot_WP_000393845.1_224	*	lcl|CP000038.1_prot_AAZ87034.1_236	lcl|NC_017635.1_prot_WP_000393844.1_223
7	7	0.857	lcl|AP010960.1_prot_BAI34225.1_234	*	lcl|AP010958.1_prot_BAI29104.1_228	lcl|CP000800.1_prot_ABV19982.1_231	lcl|NC_011741.1_prot_WP_000037391.1_227	lcl|NC_011415.1_prot_WP_000037391.1_228	*	lcl|CP000038.1_prot_AAZ87038.1_240	lcl|NC_017635.1_prot_WP_000037395.1_227
7	7	0.857	lcl|AP010960.1_prot_BAI35922.1_2046	lcl|AP010953.1_prot_BAI25532.1_2281	lcl|AP010958.1_prot_BAI30527.1_1718	lcl|CP000800.1_prot_ABV21122.1_1698	lcl|NC_011741.1_prot_WP_000877005.1_1597	lcl|NC_011415.1_prot_WP_012565101.1_1700	*	*	lcl|NC_017635.1_prot_WP_000876956.1_1725
7	7	0.857	lcl|AP010960.1_prot_BAI36415.1_2553	*	lcl|AP010958.1_prot_BAI31014.1_2222	lcl|CP000800.1_prot_ABV20257.1_2105	lcl|NC_011741.1_prot_WP_001079082.1_2004	lcl|NC_011415.1_prot_WP_001079073.1_2206	lcl|CP000036.1_prot_ABB65687.1_952	*	lcl|NC_017635.1_prot_WP_001079074.1_2124
7	7	0.857	lcl|AP010960.1_prot_BAI38883.1_5166	lcl|AP010953.1_prot_BAI28631.1_5509	lcl|AP010958.1_prot_BAI33772.1_5093	*	lcl|NC_011741.1_prot_WP_000790583.1_4305	lcl|NC_011415.1_prot_WP_000790583.1_4560	lcl|CP000036.1_prot_ABB68778.1_4047	*	lcl|NC_017635.1_prot_WP_000790583.1_4566
7	7	0.856	lcl|AP010960.1_prot_BAI34227.1_236	*	lcl|AP010958.1_prot_BAI29106.1_230	lcl|CP000800.1_prot_ABV20831.1_235	lcl|NC_011741.1_prot_WP_000103116.1_229	lcl|NC_011415.1_prot_WP_000103361.1_230	*	lcl|CP000038.1_prot_AAZ87040.1_242	lcl|NC_017635.1_prot_WP_000103316.1_229
7	7	0.855	lcl|AP010960.1_prot_BAI38884.1_5167	lcl|AP010953.1_prot_BAI28632.1_5510	lcl|AP010958.1_prot_BAI33773.1_5094	*	lcl|NC_011741.1_prot_WP_000044711.1_4306	lcl|NC_011415.1_prot_WP_000044711.1_4561	lcl|CP000036.1_prot_ABB68779.1_4048	*	lcl|NC_017635.1_prot_WP_000044711.1_4567
7	7	0.854	lcl|AP010960.1_prot_BAI35807.1_1913	lcl|AP010953.1_prot_ECO26_2119_2119	lcl|AP010958.1_prot_BAI30466.1_1647	lcl|CP000800.1_prot_ABV18111.1_1634	lcl|NC_011741.1_prot_WP_000774189.1_1495	lcl|NC_011415.1_prot_WP_000774183.1_1600	*	*	lcl|NC_017635.1_prot_WP_000774183.1_1624
7	7	0.854	lcl|AP010960.1_prot_BAI38887.1_5170	lcl|AP010953.1_prot_BAI28635.1_5513	lcl|AP010958.1_prot_BAI33776.1_5097	*	lcl|NC_011741.1_prot_WP_000066557.1_4309	lcl|NC_011415.1_prot_WP_000066571.1_4564	lcl|CP000036.1_prot_ABB68782.1_4051	*	lcl|NC_017635.1_prot_WP_000066573.1_4570
7	7	0.853	lcl|AP010960.1_prot_BAI34618.1_649	lcl|AP010953.1_prot_BAI24022.1_693	lcl|AP010958.1_prot_BAI29489.1_626	*	lcl|NC_011741.1_prot_WP_000467712.1_581	lcl|NC_011415.1_prot_WP_000467705.1_691	lcl|CP000036.1_prot_ABB65185.1_449	*	lcl|NC_017635.1_prot_WP_000467705.1_671
7	7	0.852	lcl|AP010960.1_prot_BAI34557.1_583	lcl|AP010953.1_prot_BAI23960.1_628	lcl|AP010958.1_prot_BAI29428.1_563	lcl|CP000800.1_prot_ABV17242.1_1223	*	lcl|NC_011415.1_prot_WP_000239874.1_623	lcl|CP000036.1_prot_ABB65615.1_880	lcl|CP000038.1_prot_AAZ88557.1_1760	*
7	7	0.851	lcl|AP010960.1_prot_BAI36642.1_2802	lcl|AP010953.1_prot_BAI26213.1_2994	lcl|AP010958.1_prot_BAI31336.1_2560	lcl|CP000800.1_prot_ABV17609.1_2265	lcl|NC_011741.1_prot_WP_001220181.1_2107	lcl|NC_011415.1_prot_WP_001220181.1_2366	*	*	lcl|NC_017635.1_prot_WP_001220181.1_2219
7	7	0.851	lcl|AP010960.1_prot_BAI37381.1_3579	lcl|AP010953.1_prot_BAI27114.1_3923	lcl|AP010958.1_prot_BAI32156.1_3411	*	lcl|NC_011741.1_prot_ECIAI1_RS14805_2852	lcl|NC_011415.1_prot_ECSE_RS16175_3115	*	lcl|CP000038.1_prot_AAZ89603.1_2806	lcl|NC_017635.1_prot_ECW_RS15865_3043
7	7	0.851	lcl|AP010960.1_prot_BAI37588.1_3804	lcl|AP010953.1_prot_BAI27266.1_4083	lcl|AP010958.1_prot_BAI32379.1_3659	lcl|CP000800.1_prot_ABV19421.1_3270	lcl|NC_011741.1_prot_WP_012565169.1_3012	lcl|NC_011415.1_prot_WP_012565169.1_3269	*	*	lcl|NC_017635.1_prot_WP_012565169.1_3197
7	7	0.851	lcl|AP010960.1_prot_BAI37650.1_3868	lcl|AP010953.1_prot_BAI27329.1_4146	lcl|AP010958.1_prot_BAI32443.1_3723	lcl|CP000800.1_prot_ABV17944.1_3337	lcl|NC_011741.1_prot_WP_000277135.1_3075	lcl|NC_011415.1_prot_WP_000276916.1_3332	*	*	lcl|NC_017635.1_prot_WP_000277120.1_3260
7	7	0.851	lcl|AP010960.1_prot_BAI38793.1_5064	lcl|AP010953.1_prot_BAI28454.1_5316	lcl|AP010958.1_prot_BAI33626.1_4945	*	lcl|NC_011741.1_prot_WP_000239596.1_4164	lcl|NC_011415.1_prot_WP_000239596.1_4427	*	lcl|CP000038.1_prot_AAZ90822.1_4025	lcl|NC_017635.1_prot_WP_000239596.1_4405
7	7	0.85	lcl|AP010960.1_prot_BAI38177.1_4416	lcl|AP010953.1_prot_BAI28160.1_5005	lcl|AP010958.1_prot_BAI33284.1_4587	*	lcl|NC_011741.1_prot_WP_000642489.1_3617	lcl|NC_011415.1_prot_WP_000642490.1_3870	lcl|CP000036.1_prot_ABB68075.1_3343	*	lcl|NC_017635.1_prot_WP_000642473.1_3805
7	7	0.85	lcl|AP010960.1_prot_BAI38299.1_4544	lcl|AP010953.1_prot_BAI28023.1_4865	lcl|AP010958.1_prot_BAI33142.1_4441	lcl|CP000800.1_prot_ABV16985.1_4032	lcl|NC_011741.1_prot_WP_000193070.1_3744	lcl|NC_011415.1_prot_WP_000193070.1_3998	*	*	lcl|NC_017635.1_prot_WP_000193070.1_3948
7	7	0.849	lcl|AP010960.1_prot_BAI38855.1_5134	lcl|AP010953.1_prot_BAI28555.1_5420	lcl|AP010958.1_prot_BAI33727.1_5046	lcl|CP000800.1_prot_ABV19035.1_4591	lcl|NC_011741.1_prot_WP_000256670.1_4263	lcl|NC_011415.1_prot_WP_000256656.1_4532	*	*	lcl|NC_017635.1_prot_WP_000256656.1_4505
7	7	0.848	lcl|AP010960.1_prot_BAI34338.1_353	lcl|AP010953.1_prot_BAI23697.1_353	lcl|AP010958.1_prot_BAI29166.1_296	lcl|CP000800.1_prot_ABV17537.1_321	lcl|NC_011741.1_prot_WP_000023635.1_301	lcl|NC_011415.1_prot_WP_000023635.1_341	*	*	lcl|NC_017635.1_prot_WP_000023635.1_388
7	7	0.848	lcl|AP010960.1_prot_BAI36668.1_2828	lcl|AP010953.1_prot_BAI26238.1_3021	lcl|AP010958.1_prot_BAI31363.1_2588	*	lcl|NC_011741.1_prot_WP_001351454.1_2133	lcl|NC_011415.1_prot_WP_001447395.1_2392	*	lcl|CP000038.1_prot_AAZ88814.1_2017	lcl|NC_017635.1_prot_WP_001324851.1_2289
7	7	0.848	lcl|AP010960.1_prot_BAI37716.1_3936	lcl|AP010953.1_prot_BAI27391.1_4217	lcl|AP010958.1_prot_BAI32570.1_3859	lcl|CP000800.1_prot_ABV20618.1_3412	lcl|NC_011741.1_prot_WP_000622115.1_3145	lcl|NC_011415.1_prot_WP_000622118.1_3402	lcl|CP000036.1_prot_ABB67489.1_2757	*	*
7	7	0.848	lcl|AP010960.1_prot_BAI37744.1_3965	lcl|AP010953.1_prot_BAI27420.1_4246	lcl|AP010958.1_prot_BAI32598.1_3888	lcl|CP000800.1_prot_ABV16779.1_3447	lcl|NC_011741.1_prot_WP_001307409.1_3174	lcl|NC_011415.1_prot_WP_001307409.1_3431	*	*	lcl|NC_017635.1_prot_WP_001307409.1_3359
7	7	0.847	lcl|AP010960.1_prot_BAI36037.1_2166	lcl|AP010953.1_prot_BAI25670.1_2425	*	lcl|CP000800.1_prot_ABV18500.1_1821	lcl|NC_011741.1_prot_WP_000284799.1_1716	lcl|NC_011415.1_prot_WP_000284798.1_1819	lcl|CP000036.1_prot_ABB66056.1_1324	*	lcl|NC_017635.1_prot_WP_000284799.1_1844
7	7	0.847	lcl|AP010960.1_prot_BAI38312.1_4561	lcl|AP010953.1_prot_BAI28008.1_4850	*	lcl|CP000800.1_prot_ABV19201.1_4049	lcl|NC_011741.1_prot_WP_000827806.1_3759	lcl|NC_011415.1_prot_WP_000827806.1_4013	*	lcl|CP000038.1_prot_AAZ90437.1_3640	lcl|NC_017635.1_prot_WP_000827806.1_3963
7	7	0.846	lcl|AP010960.1_prot_BAI34541.1_566	lcl|AP010953.1_prot_BAI23901.1_567	lcl|AP010958.1_prot_BAI29373.1_506	*	lcl|NC_011741.1_prot_WP_001250424.1_516	lcl|NC_011415.1_prot_WP_001250422.1_556	*	lcl|CP000038.1_prot_AAZ87279.1_481	lcl|NC_017635.1_prot_WP_001250423.1_603
7	7	0.846	lcl|AP010960.1_prot_BAI35417.1_1485	lcl|AP010953.1_prot_BAI24970.1_1671	lcl|AP010958.1_prot_BAI30097.1_1261	*	lcl|NC_011741.1_prot_WP_001307134.1_1144	lcl|NC_011415.1_prot_WP_001307134.1_1191	*	lcl|CP000038.1_prot_AAZ87880.1_1083	lcl|NC_017635.1_prot_WP_001325741.1_1224
7	7	0.846	lcl|AP010960.1_prot_BAI35736.1_1831	lcl|AP010953.1_prot_BAI25316.1_2041	lcl|AP010958.1_prot_BAI30396.1_1572	lcl|CP000800.1_prot_ABV16844.1_1545	lcl|NC_011741.1_prot_WP_001251315.1_1404	lcl|NC_011415.1_prot_WP_001251313.1_1515	*	*	lcl|NC_017635.1_prot_WP_001251315.1_1546
7	7	0.846	lcl|AP010960.1_prot_BAI35921.1_2045	lcl|AP010953.1_prot_BAI25531.1_2280	lcl|AP010958.1_prot_BAI30526.1_1717	lcl|CP000800.1_prot_ABV17045.1_1697	lcl|NC_011741.1_prot_WP_000005552.1_1596	lcl|NC_011415.1_prot_WP_000005552.1_1699	*	*	lcl|NC_017635.1_prot_WP_000005552.1_1724
7	7	0.846	lcl|AP010960.1_prot_BAI35927.1_2051	lcl|AP010953.1_prot_BAI25537.1_2286	lcl|AP010958.1_prot_BAI30532.1_1723	lcl|CP000800.1_prot_ABV17883.1_1703	lcl|NC_011741.1_prot_WP_001138581.1_1602	lcl|NC_011415.1_prot_WP_001138581.1_1705	*	*	lcl|NC_017635.1_prot_WP_001138581.1_1730
7	7	0.845	lcl|AP010960.1_prot_BAI34858.1_901	lcl|AP010953.1_prot_BAI24276.1_960	lcl|AP010958.1_prot_BAI29728.1_877	lcl|CP000800.1_prot_ABV18396.1_860	lcl|NC_011741.1_prot_WP_001307078.1_852	lcl|NC_011415.1_prot_WP_001307078.1_892	*	*	lcl|NC_017635.1_prot_WP_001307078.1_876
7	7	0.845	lcl|AP010960.1_prot_BAI36641.1_2801	lcl|AP010953.1_prot_BAI26212.1_2993	lcl|AP010958.1_prot_BAI31335.1_2559	lcl|CP000800.1_prot_ABV17676.1_2264	lcl|NC_011741.1_prot_WP_001307279.1_2106	lcl|NC_011415.1_prot_WP_001307279.1_2365	*	*	lcl|NC_017635.1_prot_WP_001307279.1_2218
7	7	0.845	lcl|AP010960.1_prot_BAI38724.1_4990	lcl|AP010953.1_prot_BAI28375.1_5232	lcl|AP010958.1_prot_BAI33559.1_4872	lcl|CP000800.1_prot_ABV18627.1_4450	lcl|NC_011741.1_prot_WP_000028114.1_4134	lcl|NC_011415.1_prot_WP_000028114.1_4397	*	*	lcl|NC_017635.1_prot_WP_000028114.1_4376
7	7	0.844	lcl|AP010960.1_prot_BAI34320.1_335	lcl|AP010953.1_prot_BAI23681.1_335	lcl|AP010958.1_prot_BAI29150.1_277	lcl|CP000800.1_prot_ABV18723.1_298	*	lcl|NC_011415.1_prot_WP_001299025.1_319	*	lcl|CP000038.1_prot_AAZ87101.1_303	lcl|NC_017635.1_prot_WP_001299025.1_371
7	7	0.844	lcl|AP010960.1_prot_BAI34345.1_360	lcl|AP010953.1_prot_BAI23704.1_360	lcl|AP010958.1_prot_BAI29173.1_303	lcl|CP000800.1_prot_ABV18289.1_329	lcl|NC_011741.1_prot_WP_001042107.1_308	lcl|NC_011415.1_prot_WP_001042114.1_348	*	*	lcl|NC_017635.1_prot_WP_001042107.1_395
7	7	0.844	lcl|AP010960.1_prot_BAI34604.1_635	lcl|AP010953.1_prot_BAI24008.1_679	lcl|AP010958.1_prot_BAI29476.1_612	lcl|CP000800.1_prot_ABV16899.1_598	lcl|NC_011741.1_prot_WP_000002448.1_566	lcl|NC_011415.1_prot_WP_000002446.1_676	*	*	lcl|NC_017635.1_prot_WP_000002474.1_656
7	7	0.844	lcl|AP010960.1_prot_BAI34958.1_1003	lcl|AP010953.1_prot_BAI24378.1_1062	lcl|AP010958.1_prot_BAI29829.1_980	lcl|CP000800.1_prot_ABV16534.1_987	lcl|NC_011741.1_prot_WP_000055991.1_954	lcl|NC_011415.1_prot_WP_000055996.1_994	*	*	lcl|NC_017635.1_prot_WP_000055996.1_1027
7	7	0.844	lcl|AP010960.1_prot_BAI35420.1_1488	lcl|AP010953.1_prot_BAI24973.1_1674	lcl|AP010958.1_prot_BAI30100.1_1264	lcl|CP000800.1_prot_ABV16570.1_1240	lcl|NC_011741.1_prot_WP_001299269.1_1149	lcl|NC_011415.1_prot_WP_001299269.1_1196	*	*	lcl|NC_017635.1_prot_WP_001299269.1_1229
7	7	0.844	lcl|AP010960.1_prot_BAI35703.1_1794	lcl|AP010953.1_prot_BAI25282.1_2004	lcl|AP010958.1_prot_BAI30361.1_1537	lcl|CP000800.1_prot_ABV18533.1_1512	lcl|NC_011741.1_prot_WP_001123457.1_1366	lcl|NC_011415.1_prot_WP_001123453.1_1475	*	*	lcl|NC_017635.1_prot_WP_001123454.1_1508
7	7	0.844	lcl|AP010960.1_prot_BAI35750.1_1847	lcl|AP010953.1_prot_BAI25331.1_2056	lcl|AP010958.1_prot_BAI30410.1_1586	*	lcl|NC_011741.1_prot_WP_000882235.1_1419	lcl|NC_011415.1_prot_WP_000882232.1_1530	*	lcl|CP000038.1_prot_AAZ88372.1_1575	lcl|NC_017635.1_prot_WP_000882235.1_1560
7	7	0.844	lcl|AP010960.1_prot_BAI36834.1_3008	lcl|AP010953.1_prot_BAI26455.1_3248	lcl|AP010958.1_prot_BAI31494.1_2724	lcl|CP000800.1_prot_ABV16768.1_2436	lcl|NC_011741.1_prot_WP_000638031.1_2270	lcl|NC_011415.1_prot_WP_000638031.1_2529	*	*	lcl|NC_017635.1_prot_WP_000638031.1_2427
7	7	0.844	lcl|AP010960.1_prot_BAI37082.1_3266	lcl|AP010953.1_prot_BAI26787.1_3589	lcl|AP010958.1_prot_BAI31817.1_3062	lcl|CP000800.1_prot_ABV18229.1_2695	*	lcl|NC_011415.1_prot_WP_000660797.1_2843	*	lcl|CP000038.1_prot_AAZ89251.1_2454	lcl|NC_017635.1_prot_WP_000660797.1_2739
7	7	0.844	lcl|AP010960.1_prot_BAI37268.1_3462	lcl|AP010953.1_prot_BAI27000.1_3807	lcl|AP010958.1_prot_BAI32029.1_3280	lcl|CP000800.1_prot_ABV18074.1_2892	lcl|NC_011741.1_prot_WP_000863235.1_2739	lcl|NC_011415.1_prot_WP_000863235.1_3003	*	*	lcl|NC_017635.1_prot_WP_000863195.1_2902
7	7	0.844	lcl|AP010960.1_prot_BAI37382.1_3581	lcl|AP010953.1_prot_BAI27116.1_3925	lcl|AP010958.1_prot_BAI32158.1_3413	lcl|CP000800.1_prot_ABV21200.1_3019	lcl|NC_011741.1_prot_WP_000362702.1_2854	lcl|NC_011415.1_prot_WP_000362702.1_3117	*	*	lcl|NC_017635.1_prot_WP_000362704.1_3045
7	7	0.844	lcl|AP010960.1_prot_BAI38262.1_4505	lcl|AP010953.1_prot_BAI28058.1_4902	lcl|AP010958.1_prot_BAI33178.1_4477	lcl|CP000800.1_prot_ABV16764.1_3995	lcl|NC_011741.1_prot_WP_001013540.1_3706	lcl|NC_011415.1_prot_WP_001013540.1_3959	*	*	lcl|NC_017635.1_prot_WP_001013540.1_3910
7	7	0.844	lcl|AP010960.1_prot_BAI38393.1_4643	lcl|AP010953.1_prot_BAI27928.1_4769	lcl|AP010958.1_prot_BAI33051.1_4347	lcl|CP000800.1_prot_ABV19023.1_4134	lcl|NC_011741.1_prot_WP_001059703.1_3841	lcl|NC_011415.1_prot_WP_001059699.1_4097	*	*	lcl|NC_017635.1_prot_WP_001059703.1_4041
7	7	0.844	lcl|AP010960.1_prot_BAI38457.1_4710	lcl|AP010953.1_prot_BAI27863.1_4700	lcl|AP010958.1_prot_BAI32986.1_4281	lcl|CP000800.1_prot_ABV18254.1_4206	lcl|NC_011741.1_prot_WP_000897305.1_3909	lcl|NC_011415.1_prot_WP_000897305.1_4165	*	*	lcl|NC_017635.1_prot_WP_000897305.1_4109
7	7	0.844	lcl|AP010960.1_prot_BAI38762.1_5033	lcl|AP010953.1_prot_BAI28485.1_5347	lcl|AP010958.1_prot_BAI33655.1_4974	lcl|CP000800.1_prot_ABV20876.1_4512	lcl|NC_011741.1_prot_WP_000220137.1_4194	lcl|NC_011415.1_prot_WP_000220137.1_4457	*	*	lcl|NC_017635.1_prot_WP_000220137.1_4435
7	7	0.844	lcl|AP010960.1_prot_BAI38832.1_5109	lcl|AP010953.1_prot_BAI28528.1_5392	lcl|AP010958.1_prot_BAI33702.1_5021	lcl|CP000800.1_prot_ABV18554.1_4562	lcl|NC_011741.1_prot_WP_001223208.1_4238	lcl|NC_011415.1_prot_WP_001223208.1_4506	*	*	lcl|NC_017635.1_prot_WP_001223208.1_4480
7	7	0.843	lcl|AP010960.1_prot_BAI34355.1_370	lcl|AP010953.1_prot_BAI23714.1_370	lcl|AP010958.1_prot_BAI29184.1_315	lcl|CP000800.1_prot_ABV19317.1_340	lcl|NC_011741.1_prot_WP_001285909.1_319	lcl|NC_011415.1_prot_WP_001285908.1_359	*	*	lcl|NC_017635.1_prot_WP_001285908.1_406
7	7	0.843	lcl|AP010960.1_prot_BAI34381.1_396	lcl|AP010953.1_prot_BAI23740.1_396	lcl|AP010958.1_prot_BAI29211.1_342	lcl|CP000800.1_prot_ABV17267.1_368	lcl|NC_011741.1_prot_WP_000860441.1_346	lcl|NC_011415.1_prot_WP_000860438.1_386	*	*	lcl|NC_017635.1_prot_WP_000860441.1_433
7	7	0.843	lcl|AP010960.1_prot_BAI34538.1_563	lcl|AP010953.1_prot_BAI23898.1_564	lcl|AP010958.1_prot_BAI29370.1_503	lcl|CP000800.1_prot_ABV19348.1_551	lcl|NC_011741.1_prot_WP_000988366.1_513	lcl|NC_011415.1_prot_WP_000988379.1_553	*	*	lcl|NC_017635.1_prot_WP_000988366.1_600
7	7	0.843	lcl|AP010960.1_prot_BAI34744.1_781	lcl|AP010953.1_prot_BAI24149.1_824	lcl|AP010958.1_prot_BAI29613.1_758	lcl|CP000800.1_prot_ABV18409.1_755	lcl|NC_011741.1_prot_WP_001036475.1_714	lcl|NC_011415.1_prot_WP_001036486.1_824	*	*	lcl|NC_017635.1_prot_WP_001036475.1_808
7	7	0.843	lcl|AP010960.1_prot_BAI34922.1_967	lcl|AP010953.1_prot_BAI24341.1_1025	lcl|AP010958.1_prot_BAI29793.1_942	lcl|CP000800.1_prot_ABV17845.1_930	lcl|NC_011741.1_prot_WP_000918506.1_918	lcl|NC_011415.1_prot_WP_000918506.1_958	*	*	lcl|NC_017635.1_prot_WP_000918501.1_991
7	7	0.843	lcl|AP010960.1_prot_BAI35700.1_1791	lcl|AP010953.1_prot_BAI25279.1_2001	lcl|AP010958.1_prot_BAI30358.1_1534	lcl|CP000800.1_prot_ABV17036.1_1508	lcl|NC_011741.1_prot_WP_001206188.1_1363	lcl|NC_011415.1_prot_WP_001206190.1_1472	*	*	lcl|NC_017635.1_prot_WP_001206190.1_1505
7	7	0.843	lcl|AP010960.1_prot_BAI36665.1_2825	lcl|AP010953.1_prot_BAI26235.1_3018	lcl|AP010958.1_prot_BAI31360.1_2585	lcl|CP000800.1_prot_ABV19467.1_2288	lcl|NC_011741.1_prot_WP_000945409.1_2130	lcl|NC_011415.1_prot_WP_000945409.1_2389	*	*	lcl|NC_017635.1_prot_WP_000945468.1_2286
7	7	0.843	lcl|AP010960.1_prot_BAI37411.1_3621	lcl|AP010953.1_prot_BAI27157.1_3972	lcl|AP010958.1_prot_BAI32195.1_3458	lcl|CP000800.1_prot_ABV17029.1_3052	lcl|NC_011741.1_prot_WP_001295158.1_2889	lcl|NC_011415.1_prot_WP_001295158.1_3153	*	*	lcl|NC_017635.1_prot_WP_001295158.1_3081
7	7	0.843	lcl|AP010960.1_prot_BAI37582.1_3798	lcl|AP010953.1_prot_BAI27260.1_4077	lcl|AP010958.1_prot_BAI32373.1_3653	lcl|CP000800.1_prot_ABV19561.1_3264	lcl|NC_011741.1_prot_WP_000853256.1_3006	lcl|NC_011415.1_prot_WP_000853256.1_3263	*	*	lcl|NC_017635.1_prot_WP_000853256.1_3191
7	7	0.843	lcl|AP010960.1_prot_BAI37591.1_3807	lcl|AP010953.1_prot_BAI27269.1_4086	lcl|AP010958.1_prot_BAI32382.1_3662	lcl|CP000800.1_prot_ABV20406.1_3273	lcl|NC_011741.1_prot_WP_000524972.1_3015	lcl|NC_011415.1_prot_WP_000524972.1_3272	*	*	lcl|NC_017635.1_prot_WP_000524967.1_3200
7	7	0.843	lcl|AP010960.1_prot_BAI37737.1_3958	lcl|AP010953.1_prot_BAI27413.1_4239	lcl|AP010958.1_prot_BAI32591.1_3881	lcl|CP000800.1_prot_ABV19544.1_3440	lcl|NC_011741.1_prot_WP_000948824.1_3167	lcl|NC_011415.1_prot_WP_000948824.1_3424	*	*	lcl|NC_017635.1_prot_WP_000948824.1_3352
7	7	0.843	lcl|AP010960.1_prot_BAI38021.1_4253	lcl|AP010953.1_prot_BAI27702.1_4532	lcl|AP010958.1_prot_BAI32873.1_4165	lcl|CP000800.1_prot_ABV21098.1_3736	lcl|NC_011741.1_prot_WP_000988496.1_3450	lcl|NC_011415.1_prot_WP_000988496.1_3707	*	*	lcl|NC_017635.1_prot_WP_000988496.1_3635
7	7	0.843	lcl|AP010960.1_prot_BAI38260.1_4503	lcl|AP010953.1_prot_BAI28060.1_4904	lcl|AP010958.1_prot_BAI33180.1_4479	lcl|CP000800.1_prot_ABV19356.1_3993	lcl|NC_011741.1_prot_WP_000828483.1_3704	lcl|NC_011415.1_prot_WP_000828483.1_3957	*	*	lcl|NC_017635.1_prot_WP_000828483.1_3908
7	7	0.843	lcl|AP010960.1_prot_BAI38277.1_4522	lcl|AP010953.1_prot_BAI28045.1_4887	lcl|AP010958.1_prot_BAI33164.1_4463	lcl|CP000800.1_prot_ABV19007.1_4010	lcl|NC_011741.1_prot_WP_000174305.1_3720	lcl|NC_011415.1_prot_WP_000174305.1_3973	*	*	lcl|NC_017635.1_prot_WP_000174305.1_3924
7	7	0.842	lcl|AP010960.1_prot_BAI34330.1_345	lcl|AP010953.1_prot_BAI23691.1_345	lcl|AP010958.1_prot_BAI29159.1_288	lcl|CP000800.1_prot_ABV20254.1_310	lcl|NC_011741.1_prot_WP_001159102.1_293	lcl|NC_011415.1_prot_WP_001159102.1_333	*	*	lcl|NC_017635.1_prot_WP_001159102.1_380
7	7	0.842	lcl|AP010960.1_prot_BAI34346.1_361	lcl|AP010953.1_prot_BAI23705.1_361	lcl|AP010958.1_prot_BAI29174.1_304	lcl|CP000800.1_prot_ABV17756.1_330	lcl|NC_011741.1_prot_WP_000447335.1_309	lcl|NC_011415.1_prot_WP_000447335.1_349	*	*	lcl|NC_017635.1_prot_WP_000447335.1_396
7	7	0.842	lcl|AP010960.1_prot_BAI34347.1_362	lcl|AP010953.1_prot_BAI23706.1_362	lcl|AP010958.1_prot_BAI29175.1_305	lcl|CP000800.1_prot_ABV18506.1_331	lcl|NC_011741.1_prot_WP_000818900.1_310	lcl|NC_011415.1_prot_WP_000818900.1_350	*	*	lcl|NC_017635.1_prot_WP_000818900.1_397
