# Species	Genes	Alg.-Conn.	AC30.fasta	ATCC17978.fasta	ATCC19606.fasta	BJAB0715.fasta	D1279779.fasta	MDR-TJ.fasta	NCGM237.fasta	PKAB07.fasta	TYTH-1.fasta
7	7	0.927	*	lcl|NZ_CP033110.1_prot_EAV54_RS09690_1888	lcl|NZ_CP058289.1_prot_HTZ92_RS18755_1573	lcl|NC_021733.1_prot_BJAB0715_RS20550_1892	lcl|NC_020547.2_prot_ABD1_RS18410_1731	lcl|NC_017847.1_prot_ABTJ_RS21200_1889	lcl|NZ_AP013357.1_prot_AB237_RS20595_1994	*	lcl|NC_018706.1_prot_M3Q_RS19760_2101
7	7	0.925	*	lcl|NZ_CP033110.1_prot_WP_074031673.1_2607	lcl|NZ_CP058289.1_prot_WP_001984920.1_2338	lcl|NC_021733.1_prot_WP_078195005.1_1243	lcl|NC_020547.2_prot_WP_077670407.1_1112	lcl|NC_017847.1_prot_WP_002001055.1_2517	lcl|NZ_AP013357.1_prot_WP_002001055.1_2655	*	lcl|NC_018706.1_prot_WP_002001055.1_1509
7	7	0.921	lcl|CP007577.1_prot_AHX65590.1_1924	lcl|NZ_CP033110.1_prot_WP_000032765.1_3117	*	*	lcl|NC_020547.2_prot_WP_000077270.1_496	lcl|NC_017847.1_prot_WP_000032762.1_3162	lcl|NZ_AP013357.1_prot_WP_000032762.1_3307	lcl|CP006963.1_prot_AHJ92009.1_544	lcl|NC_018706.1_prot_WP_000032762.1_766
7	7	0.919	lcl|CP007577.1_prot_AHX64186.1_519	*	*	lcl|NC_021733.1_prot_WP_000821714.1_1431	lcl|NC_020547.2_prot_WP_000821714.1_1330	lcl|NC_017847.1_prot_WP_000821714.1_2344	lcl|NZ_AP013357.1_prot_WP_000821714.1_2511	lcl|CP006963.1_prot_AHJ92800.1_1342	lcl|NC_018706.1_prot_WP_000821714.1_1661
7	7	0.911	lcl|CP007577.1_prot_AHX64303.1_636	lcl|NZ_CP033110.1_prot_WP_000917506.1_229	lcl|NZ_CP058289.1_prot_WP_000917503.1_28	*	lcl|NC_020547.2_prot_WP_000917510.1_3207	lcl|NC_017847.1_prot_WP_000917509.1_223	*	lcl|CP006963.1_prot_AHJ95051.1_3604	lcl|NC_018706.1_prot_WP_000917509.1_3692
7	7	0.909	*	lcl|NZ_CP033110.1_prot_WP_000637306.1_1257	lcl|NZ_CP058289.1_prot_WP_000637306.1_1007	lcl|NC_021733.1_prot_WP_000637306.1_2582	lcl|NC_020547.2_prot_WP_000009245.1_2270	lcl|NC_017847.1_prot_WP_000637306.1_1234	*	lcl|CP006963.1_prot_AHJ93879.1_2429	lcl|NC_018706.1_prot_WP_000637306.1_2692
7	7	0.908	*	lcl|NZ_CP033110.1_prot_WP_011858733.1_2610	lcl|NZ_CP058289.1_prot_WP_001984914.1_2344	lcl|NC_021733.1_prot_WP_038346762.1_1237	lcl|NC_020547.2_prot_WP_001133164.1_1106	lcl|NC_017847.1_prot_WP_001133153.1_2527	lcl|NZ_AP013357.1_prot_WP_001133153.1_2665	*	lcl|NC_018706.1_prot_WP_001133153.1_1499
7	7	0.899	lcl|CP007577.1_prot_AHX64536.1_869	*	*	lcl|NC_021733.1_prot_WP_001121555.1_1921	lcl|NC_020547.2_prot_WP_001121559.1_1760	lcl|NC_017847.1_prot_WP_001121559.1_1860	lcl|NZ_AP013357.1_prot_WP_001121559.1_1963	lcl|CP006963.1_prot_AHJ93281.1_1825	lcl|NC_018706.1_prot_WP_001121559.1_2130
7	7	0.898	lcl|CP007577.1_prot_AHX64023.1_356	lcl|NZ_CP033110.1_prot_WP_000256447.1_832	*	*	lcl|NC_020547.2_prot_WP_000256447.1_2657	lcl|NC_017847.1_prot_WP_000256447.1_774	lcl|NZ_AP013357.1_prot_WP_000256447.1_791	lcl|CP006963.1_prot_AHJ94332.1_2884	lcl|NC_018706.1_prot_WP_000256447.1_3123
7	7	0.898	lcl|CP007577.1_prot_AHX65582.1_1916	lcl|NZ_CP033110.1_prot_WP_000067033.1_3125	*	*	lcl|NC_020547.2_prot_WP_000067033.1_488	lcl|NC_017847.1_prot_WP_000067033.1_3170	lcl|NZ_AP013357.1_prot_WP_000067033.1_3315	lcl|CP006963.1_prot_AHJ92001.1_536	lcl|NC_018706.1_prot_WP_000067033.1_758
7	7	0.895	*	lcl|NZ_CP033110.1_prot_WP_001097630.1_18	lcl|NZ_CP058289.1_prot_WP_001097630.1_3461	lcl|NC_021733.1_prot_WP_001097630.1_3776	lcl|NC_020547.2_prot_WP_001097630.1_3442	lcl|NC_017847.1_prot_WP_001097630.1_18	lcl|NZ_AP013357.1_prot_WP_001097630.1_22	lcl|CP006963.1_prot_AHJ95253.1_3807	*
7	7	0.895	*	lcl|NZ_CP033110.1_prot_WP_001215540.1_225	lcl|NZ_CP058289.1_prot_WP_001243392.1_24	lcl|NC_021733.1_prot_WP_005122398.1_3552	lcl|NC_020547.2_prot_WP_001215537.1_3211	lcl|NC_017847.1_prot_ABTJ_RS21125_217	lcl|NZ_AP013357.1_prot_WP_001215532.1_236	*	lcl|NC_018706.1_prot_M3Q_RS19670_3696
7	7	0.895	lcl|CP007577.1_prot_AHX65581.1_1915	lcl|NZ_CP033110.1_prot_WP_125519472.1_3126	*	*	lcl|NC_020547.2_prot_WP_002000541.1_487	lcl|NC_017847.1_prot_WP_002000541.1_3171	lcl|NZ_AP013357.1_prot_WP_002000541.1_3316	lcl|CP006963.1_prot_AHJ92000.1_535	lcl|NC_018706.1_prot_WP_002000541.1_757
7	7	0.895	lcl|CP007577.1_prot_AHX65584.1_1918	lcl|NZ_CP033110.1_prot_WP_000668775.1_3123	*	*	lcl|NC_020547.2_prot_WP_000668778.1_490	lcl|NC_017847.1_prot_WP_000668777.1_3168	lcl|NZ_AP013357.1_prot_WP_000668777.1_3313	lcl|CP006963.1_prot_AHJ92003.1_538	lcl|NC_018706.1_prot_WP_000668777.1_760
7	7	0.895	lcl|CP007577.1_prot_AHX65589.1_1923	lcl|NZ_CP033110.1_prot_WP_000542808.1_3118	*	*	lcl|NC_020547.2_prot_WP_000542808.1_495	lcl|NC_017847.1_prot_WP_000542808.1_3163	lcl|NZ_AP013357.1_prot_WP_000542808.1_3308	lcl|CP006963.1_prot_AHJ92008.1_543	lcl|NC_018706.1_prot_WP_000542808.1_765
7	7	0.894	lcl|CP007577.1_prot_AHX64024.1_357	lcl|NZ_CP033110.1_prot_WP_001090404.1_831	*	*	lcl|NC_020547.2_prot_WP_001090408.1_2658	lcl|NC_017847.1_prot_WP_001090411.1_773	lcl|NZ_AP013357.1_prot_WP_001090411.1_790	lcl|CP006963.1_prot_AHJ94333.1_2885	lcl|NC_018706.1_prot_WP_001090411.1_3124
7	7	0.894	lcl|CP007577.1_prot_AHX65249.1_1582	*	lcl|NZ_CP058289.1_prot_WP_001984007.1_1917	lcl|NC_021733.1_prot_WP_001984007.1_1552	*	lcl|NC_017847.1_prot_WP_001990030.1_2232	lcl|NZ_AP013357.1_prot_WP_001990030.1_2397	lcl|CP006963.1_prot_AHJ92912.1_1454	lcl|NC_018706.1_prot_WP_001990030.1_1763
7	7	0.894	lcl|CP007577.1_prot_AHX65595.1_1929	lcl|NZ_CP033110.1_prot_WP_000762337.1_3112	*	*	lcl|NC_020547.2_prot_WP_000762337.1_501	lcl|NC_017847.1_prot_WP_000762338.1_3157	lcl|NZ_AP013357.1_prot_WP_000762338.1_3302	lcl|CP006963.1_prot_AHJ92014.1_549	lcl|NC_018706.1_prot_WP_000762338.1_771
7	7	0.894	lcl|CP007577.1_prot_AHX65597.1_1931	lcl|NZ_CP033110.1_prot_WP_000832749.1_3110	*	*	lcl|NC_020547.2_prot_WP_000832749.1_503	lcl|NC_017847.1_prot_WP_000832751.1_3155	lcl|NZ_AP013357.1_prot_WP_000832751.1_3300	lcl|CP006963.1_prot_AHJ92016.1_551	lcl|NC_018706.1_prot_WP_000832751.1_773
7	7	0.892	lcl|CP007577.1_prot_AHX65585.1_1919	lcl|NZ_CP033110.1_prot_WP_000271577.1_3122	*	*	lcl|NC_020547.2_prot_WP_015451384.1_491	lcl|NC_017847.1_prot_WP_000271578.1_3167	lcl|NZ_AP013357.1_prot_WP_000271578.1_3312	lcl|CP006963.1_prot_AHJ92004.1_539	lcl|NC_018706.1_prot_WP_000271578.1_761
7	7	0.892	lcl|CP007577.1_prot_AHX65596.1_1930	lcl|NZ_CP033110.1_prot_WP_000198398.1_3111	*	*	lcl|NC_020547.2_prot_WP_000198398.1_502	lcl|NC_017847.1_prot_WP_000198397.1_3156	lcl|NZ_AP013357.1_prot_WP_000198397.1_3301	lcl|CP006963.1_prot_AHJ92015.1_550	lcl|NC_018706.1_prot_WP_000198397.1_772
7	7	0.892	lcl|CP007577.1_prot_AHX66290.1_2624	lcl|NZ_CP033110.1_prot_WP_001021242.1_756	*	*	lcl|NC_020547.2_prot_WP_001021242.1_2723	lcl|NC_017847.1_prot_WP_001021244.1_708	lcl|NZ_AP013357.1_prot_WP_001021244.1_723	lcl|CP006963.1_prot_AHJ94395.1_2947	lcl|NC_018706.1_prot_WP_001021244.1_3198
7	7	0.891	lcl|CP007577.1_prot_AHX65587.1_1921	lcl|NZ_CP033110.1_prot_WP_000132213.1_3120	*	*	lcl|NC_020547.2_prot_WP_000132215.1_493	lcl|NC_017847.1_prot_WP_000132215.1_3165	lcl|NZ_AP013357.1_prot_WP_000132215.1_3310	lcl|CP006963.1_prot_AHJ92006.1_541	lcl|NC_018706.1_prot_WP_000132215.1_763
7	7	0.891	lcl|CP007577.1_prot_AHX66225.1_2559	*	*	lcl|NC_021733.1_prot_WP_000861102.1_1157	lcl|NC_020547.2_prot_WP_000861102.1_1024	lcl|NC_017847.1_prot_WP_000861102.1_2667	lcl|NZ_AP013357.1_prot_WP_000861102.1_2748	lcl|CP006963.1_prot_AHJ92584.1_1123	lcl|NC_018706.1_prot_WP_000861102.1_1363
7	7	0.89	lcl|CP007577.1_prot_AHX65580.1_1914	lcl|NZ_CP033110.1_prot_WP_000258009.1_3127	*	*	lcl|NC_020547.2_prot_WP_000258012.1_486	lcl|NC_017847.1_prot_WP_000258012.1_3172	lcl|NZ_AP013357.1_prot_WP_000258012.1_3317	lcl|CP006963.1_prot_AHJ91999.1_534	lcl|NC_018706.1_prot_WP_000258012.1_756
7	7	0.89	lcl|CP007577.1_prot_AHX65588.1_1922	lcl|NZ_CP033110.1_prot_WP_001265375.1_3119	*	*	lcl|NC_020547.2_prot_WP_001265377.1_494	lcl|NC_017847.1_prot_WP_001265376.1_3164	lcl|NZ_AP013357.1_prot_WP_001265376.1_3309	lcl|CP006963.1_prot_AHJ92007.1_542	lcl|NC_018706.1_prot_WP_001265376.1_764
7	7	0.89	lcl|CP007577.1_prot_AHX66229.1_2563	*	*	lcl|NC_021733.1_prot_WP_001039309.1_1161	lcl|NC_020547.2_prot_WP_001039305.1_1025	lcl|NC_017847.1_prot_WP_001039309.1_2663	lcl|NZ_AP013357.1_prot_WP_001039309.1_2744	lcl|CP006963.1_prot_AHJ92589.1_1128	lcl|NC_018706.1_prot_WP_001039309.1_1367
7	7	0.889	lcl|CP007577.1_prot_AHX65586.1_1920	lcl|NZ_CP033110.1_prot_WP_001191644.1_3121	*	*	lcl|NC_020547.2_prot_WP_001191646.1_492	lcl|NC_017847.1_prot_WP_001191645.1_3166	lcl|NZ_AP013357.1_prot_WP_001191645.1_3311	lcl|CP006963.1_prot_AHJ92005.1_540	lcl|NC_018706.1_prot_WP_001191645.1_762
7	7	0.889	lcl|CP007577.1_prot_AHX67080.1_3414	*	*	lcl|NC_021733.1_prot_WP_000274931.1_1187	lcl|NC_020547.2_prot_WP_000274931.1_1051	lcl|NC_017847.1_prot_WP_000274931.1_2634	lcl|NZ_AP013357.1_prot_WP_000274931.1_1170	lcl|CP006963.1_prot_AHJ92618.1_1157	lcl|NC_018706.1_prot_WP_000274931.1_1391
7	7	0.889	lcl|CP007577.1_prot_AHX67081.1_3415	*	*	lcl|NC_021733.1_prot_WP_000335868.1_1186	lcl|NC_020547.2_prot_WP_000335868.1_1050	lcl|NC_017847.1_prot_WP_000335868.1_2635	lcl|NZ_AP013357.1_prot_WP_000335868.1_1169	lcl|CP006963.1_prot_AHJ92617.1_1156	lcl|NC_018706.1_prot_WP_000335868.1_1390
7	7	0.888	lcl|CP007577.1_prot_AHX65583.1_1917	lcl|NZ_CP033110.1_prot_WP_001987856.1_3124	*	*	lcl|NC_020547.2_prot_WP_001987856.1_489	lcl|NC_017847.1_prot_WP_001987856.1_3169	lcl|NZ_AP013357.1_prot_WP_001987856.1_3314	lcl|CP006963.1_prot_AHJ92002.1_537	lcl|NC_018706.1_prot_WP_001987856.1_759
7	7	0.888	lcl|CP007577.1_prot_AHX66219.1_2553	*	*	lcl|NC_021733.1_prot_WP_000064627.1_1151	lcl|NC_020547.2_prot_WP_000064624.1_1154	lcl|NC_017847.1_prot_WP_000064627.1_2673	lcl|NZ_AP013357.1_prot_WP_000064627.1_2754	lcl|CP006963.1_prot_AHJ92577.1_1116	lcl|NC_018706.1_prot_WP_000064627.1_1357
7	7	0.888	lcl|CP007577.1_prot_AHX66224.1_2558	*	*	lcl|NC_021733.1_prot_WP_001277128.1_1156	lcl|NC_020547.2_prot_WP_001277128.1_1023	lcl|NC_017847.1_prot_WP_001277128.1_2668	lcl|NZ_AP013357.1_prot_WP_001277128.1_2749	lcl|CP006963.1_prot_AHJ92583.1_1122	lcl|NC_018706.1_prot_WP_001277128.1_1362
7	7	0.888	lcl|CP007577.1_prot_AHX66399.1_2733	lcl|NZ_CP033110.1_prot_WP_001228338.1_1351	lcl|NZ_CP058289.1_prot_WP_001228338.1_1117	lcl|NC_021733.1_prot_WP_005119971.1_2394	*	*	lcl|NZ_AP013357.1_prot_WP_001228338.1_1392	lcl|CP006963.1_prot_AHJ93773.1_2322	lcl|NC_018706.1_prot_WP_001228338.1_2576
7	7	0.888	lcl|CP007577.1_prot_AHX66903.1_3237	*	*	lcl|NC_021733.1_prot_WP_000803005.1_1198	lcl|NC_020547.2_prot_WP_000803003.1_1068	lcl|NC_017847.1_prot_WP_000803005.1_2623	lcl|NZ_AP013357.1_prot_WP_000803005.1_2706	lcl|CP006963.1_prot_AHJ92627.1_1166	lcl|NC_018706.1_prot_WP_000803005.1_1402
7	7	0.888	lcl|CP007577.1_prot_AHX67148.1_3482	*	*	lcl|NC_021733.1_prot_WP_000048052.1_1144	lcl|NC_020547.2_prot_WP_000048052.1_1147	lcl|NC_017847.1_prot_WP_000048052.1_2680	lcl|NZ_AP013357.1_prot_WP_000048052.1_2761	lcl|CP006963.1_prot_AHJ92572.1_1111	lcl|NC_018706.1_prot_WP_000048052.1_1350
7	7	0.887	lcl|CP007577.1_prot_AHX65234.1_1567	*	lcl|NZ_CP058289.1_prot_WP_000996083.1_1932	lcl|NC_021733.1_prot_WP_000996083.1_1537	*	lcl|NC_017847.1_prot_WP_000996083.1_2247	lcl|NZ_AP013357.1_prot_WP_000996083.1_2412	lcl|CP006963.1_prot_AHJ92897.1_1439	lcl|NC_018706.1_prot_WP_000996083.1_1748
7	7	0.887	lcl|CP007577.1_prot_AHX67149.1_3483	*	*	lcl|NC_021733.1_prot_WP_001129676.1_1143	lcl|NC_020547.2_prot_WP_001129676.1_1146	lcl|NC_017847.1_prot_WP_001129676.1_2681	lcl|NZ_AP013357.1_prot_WP_001129676.1_2762	lcl|CP006963.1_prot_AHJ92571.1_1110	lcl|NC_018706.1_prot_WP_001129676.1_1349
7	7	0.886	lcl|CP007577.1_prot_AHX64210.1_543	lcl|NZ_CP033110.1_prot_WP_000756789.1_2388	lcl|NZ_CP058289.1_prot_WP_000756788.1_2057	*	*	lcl|NC_017847.1_prot_WP_000756789.1_2368	lcl|NZ_AP013357.1_prot_WP_000756789.1_2535	lcl|CP006963.1_prot_AHJ92776.1_1318	lcl|NC_018706.1_prot_WP_000756789.1_1637
7	7	0.886	lcl|CP007577.1_prot_AHX64719.1_1052	lcl|NZ_CP033110.1_prot_WP_000065199.1_2330	lcl|NZ_CP058289.1_prot_WP_001984060.1_1999	lcl|NC_021733.1_prot_WP_000065199.1_1477	*	lcl|NC_017847.1_prot_WP_000065199.1_2307	lcl|NZ_AP013357.1_prot_WP_000065199.1_2473	lcl|CP006963.1_prot_AHJ92837.1_1379	*
7	7	0.886	lcl|CP007577.1_prot_AHX65238.1_1571	*	lcl|NZ_CP058289.1_prot_WP_000081480.1_1928	lcl|NC_021733.1_prot_WP_000081482.1_1541	*	lcl|NC_017847.1_prot_WP_000081482.1_2243	lcl|NZ_AP013357.1_prot_WP_000081482.1_2408	lcl|CP006963.1_prot_AHJ92901.1_1443	lcl|NC_018706.1_prot_WP_000081482.1_1752
7	7	0.886	lcl|CP007577.1_prot_AHX65243.1_1576	*	lcl|NZ_CP058289.1_prot_WP_000617390.1_1923	lcl|NC_021733.1_prot_WP_000617386.1_1546	*	lcl|NC_017847.1_prot_WP_000617392.1_2238	lcl|NZ_AP013357.1_prot_WP_000617392.1_2403	lcl|CP006963.1_prot_AHJ92906.1_1448	lcl|NC_018706.1_prot_WP_000617392.1_1757
7	7	0.886	lcl|CP007577.1_prot_AHX65244.1_1577	*	lcl|NZ_CP058289.1_prot_WP_002060634.1_1922	lcl|NC_021733.1_prot_WP_000208930.1_1547	*	lcl|NC_017847.1_prot_WP_000208930.1_2237	lcl|NZ_AP013357.1_prot_WP_000208930.1_2402	lcl|CP006963.1_prot_AHJ92907.1_1449	lcl|NC_018706.1_prot_WP_000208930.1_1758
7	7	0.886	lcl|CP007577.1_prot_AHX66549.1_2883	*	lcl|NZ_CP058289.1_prot_WP_001120888.1_3359	lcl|NC_021733.1_prot_WP_001120888.1_2846	*	lcl|NC_017847.1_prot_WP_001120888.1_3454	lcl|NZ_AP013357.1_prot_WP_001120888.1_3600	lcl|CP006963.1_prot_AHJ91710.1_243	lcl|NC_018706.1_prot_WP_001120888.1_474
7	7	0.885	lcl|CP007577.1_prot_AHX65246.1_1579	*	lcl|NZ_CP058289.1_prot_WP_000116039.1_1920	lcl|NC_021733.1_prot_WP_000116039.1_1549	*	lcl|NC_017847.1_prot_WP_000116039.1_2235	lcl|NZ_AP013357.1_prot_WP_000116039.1_2400	lcl|CP006963.1_prot_AHJ92909.1_1451	lcl|NC_018706.1_prot_WP_000116039.1_1760
7	7	0.885	lcl|CP007577.1_prot_AHX65591.1_1925	lcl|NZ_CP033110.1_prot_WP_001212575.1_3116	*	*	lcl|NC_020547.2_prot_WP_001212578.1_497	lcl|NC_017847.1_prot_WP_001212574.1_3161	lcl|NZ_AP013357.1_prot_WP_001212574.1_3306	lcl|CP006963.1_prot_AHJ92010.1_545	lcl|NC_018706.1_prot_WP_001212574.1_767
7	7	0.885	lcl|CP007577.1_prot_AHX67089.1_3423	*	*	lcl|NC_021733.1_prot_WP_000088974.1_1132	lcl|NC_020547.2_prot_WP_000088973.1_1003	lcl|NC_017847.1_prot_WP_000088974.1_2692	lcl|NZ_AP013357.1_prot_WP_000088974.1_2773	lcl|CP006963.1_prot_AHJ92561.1_1100	lcl|NC_018706.1_prot_WP_000088974.1_1338
7	7	0.883	lcl|CP007577.1_prot_AHX65239.1_1572	*	lcl|NZ_CP058289.1_prot_WP_000930805.1_1927	lcl|NC_021733.1_prot_WP_000930805.1_1542	*	lcl|NC_017847.1_prot_WP_000930800.1_2242	lcl|NZ_AP013357.1_prot_WP_000930800.1_2407	lcl|CP006963.1_prot_AHJ92902.1_1444	lcl|NC_018706.1_prot_WP_000930800.1_1753
7	7	0.883	lcl|CP007577.1_prot_AHX65245.1_1578	*	lcl|NZ_CP058289.1_prot_WP_000608703.1_1921	lcl|NC_021733.1_prot_WP_000608701.1_1548	*	lcl|NC_017847.1_prot_WP_000608703.1_2236	lcl|NZ_AP013357.1_prot_WP_000608703.1_2401	lcl|CP006963.1_prot_AHJ92908.1_1450	lcl|NC_018706.1_prot_WP_000608703.1_1759
7	7	0.883	lcl|CP007577.1_prot_AHX65598.1_1932	lcl|NZ_CP033110.1_prot_WP_000932715.1_3109	*	*	lcl|NC_020547.2_prot_WP_000932715.1_504	lcl|NC_017847.1_prot_WP_000932716.1_3154	lcl|NZ_AP013357.1_prot_WP_000932716.1_3299	lcl|CP006963.1_prot_AHJ92017.1_552	lcl|NC_018706.1_prot_WP_000932716.1_774
7	7	0.882	lcl|CP007577.1_prot_AHX65242.1_1575	*	lcl|NZ_CP058289.1_prot_WP_000116913.1_1924	lcl|NC_021733.1_prot_WP_000116920.1_1545	*	lcl|NC_017847.1_prot_WP_000116913.1_2239	lcl|NZ_AP013357.1_prot_WP_000116913.1_2404	lcl|CP006963.1_prot_AHJ92905.1_1447	lcl|NC_018706.1_prot_WP_000116913.1_1756
7	7	0.882	lcl|CP007577.1_prot_AHX66231.1_2565	*	*	lcl|NC_021733.1_prot_WP_001136773.1_1163	lcl|NC_020547.2_prot_WP_001136775.1_1027	lcl|NC_017847.1_prot_WP_001136773.1_2661	lcl|NZ_AP013357.1_prot_WP_001136773.1_2741	lcl|CP006963.1_prot_AHJ92591.1_1130	lcl|NC_018706.1_prot_WP_001136773.1_1369
7	7	0.882	lcl|CP007577.1_prot_AHX67078.1_3412	*	*	lcl|NC_021733.1_prot_WP_001275792.1_1189	lcl|NC_020547.2_prot_WP_001275793.1_1055	lcl|NC_017847.1_prot_WP_001275792.1_2632	lcl|NZ_AP013357.1_prot_WP_001275792.1_1172	lcl|CP006963.1_prot_AHJ92620.1_1159	lcl|NC_018706.1_prot_WP_001275792.1_1393
7	7	0.88	lcl|CP007577.1_prot_AHX64811.1_1144	lcl|NZ_CP033110.1_prot_WP_000593799.1_1605	*	lcl|NC_021733.1_prot_WP_000593796.1_2151	*	lcl|NC_017847.1_prot_WP_000593801.1_1596	lcl|NZ_AP013357.1_prot_WP_000593801.1_1688	lcl|CP006963.1_prot_AHJ93559.1_2104	lcl|NC_018706.1_prot_WP_000593801.1_2394
7	7	0.88	lcl|CP007577.1_prot_AHX65232.1_1565	*	lcl|NZ_CP058289.1_prot_WP_000617414.1_1934	lcl|NC_021733.1_prot_WP_000617430.1_1535	*	lcl|NC_017847.1_prot_WP_000617419.1_2249	lcl|NZ_AP013357.1_prot_WP_000617419.1_2414	lcl|CP006963.1_prot_AHJ92894.1_1436	lcl|NC_018706.1_prot_WP_000617419.1_1746
7	7	0.88	lcl|CP007577.1_prot_AHX65236.1_1569	*	lcl|NZ_CP058289.1_prot_WP_000850357.1_1930	lcl|NC_021733.1_prot_WP_000850359.1_1539	*	lcl|NC_017847.1_prot_WP_000850353.1_2245	lcl|NZ_AP013357.1_prot_WP_000850353.1_2410	lcl|CP006963.1_prot_AHJ92899.1_1441	lcl|NC_018706.1_prot_WP_000850353.1_1750
7	7	0.88	lcl|CP007577.1_prot_AHX65593.1_1927	lcl|NZ_CP033110.1_prot_WP_001189186.1_3114	*	*	lcl|NC_020547.2_prot_WP_001189188.1_499	lcl|NC_017847.1_prot_WP_001189187.1_3159	lcl|NZ_AP013357.1_prot_WP_001189187.1_3304	lcl|CP006963.1_prot_AHJ92012.1_547	lcl|NC_018706.1_prot_WP_001189187.1_769
7	7	0.878	lcl|CP007577.1_prot_AHX65231.1_1564	*	lcl|NZ_CP058289.1_prot_WP_000224811.1_1935	lcl|NC_021733.1_prot_WP_004738776.1_1534	*	lcl|NC_017847.1_prot_WP_000224800.1_2250	lcl|NZ_AP013357.1_prot_WP_000224800.1_2415	lcl|CP006963.1_prot_AHJ92893.1_1435	lcl|NC_018706.1_prot_WP_000224800.1_1745
7	7	0.878	lcl|CP007577.1_prot_AHX65237.1_1570	*	lcl|NZ_CP058289.1_prot_WP_000977188.1_1929	lcl|NC_021733.1_prot_WP_098722570.1_1540	*	lcl|NC_017847.1_prot_WP_000977183.1_2244	lcl|NZ_AP013357.1_prot_WP_000977183.1_2409	lcl|CP006963.1_prot_AHJ92900.1_1442	lcl|NC_018706.1_prot_WP_000977183.1_1751
7	7	0.878	lcl|CP007577.1_prot_AHX65240.1_1573	*	lcl|NZ_CP058289.1_prot_WP_000220488.1_1926	lcl|NC_021733.1_prot_WP_020753039.1_1543	*	lcl|NC_017847.1_prot_WP_000220487.1_2241	lcl|NZ_AP013357.1_prot_WP_000220487.1_2406	lcl|CP006963.1_prot_AHJ92903.1_1445	lcl|NC_018706.1_prot_WP_000220487.1_1754
7	7	0.878	lcl|CP007577.1_prot_AHX65250.1_1583	*	lcl|NZ_CP058289.1_prot_WP_001131922.1_1916	lcl|NC_021733.1_prot_WP_001131933.1_1553	*	lcl|NC_017847.1_prot_WP_001131917.1_2231	lcl|NZ_AP013357.1_prot_WP_001131917.1_2396	lcl|CP006963.1_prot_AHJ92913.1_1455	lcl|NC_018706.1_prot_WP_001131917.1_1764
7	7	0.878	lcl|CP007577.1_prot_AHX66550.1_2884	*	lcl|NZ_CP058289.1_prot_WP_000743213.1_3360	lcl|NC_021733.1_prot_WP_000743213.1_2847	*	lcl|NC_017847.1_prot_WP_000743213.1_3453	lcl|NZ_AP013357.1_prot_WP_000743213.1_3599	lcl|CP006963.1_prot_AHJ91711.1_244	lcl|NC_018706.1_prot_WP_000743213.1_475
7	7	0.877	lcl|CP007577.1_prot_AHX65233.1_1566	*	lcl|NZ_CP058289.1_prot_WP_000501102.1_1933	lcl|NC_021733.1_prot_WP_000501105.1_1536	*	lcl|NC_017847.1_prot_WP_000501101.1_2248	lcl|NZ_AP013357.1_prot_WP_000501101.1_2413	lcl|CP006963.1_prot_AHJ92895.1_1437	lcl|NC_018706.1_prot_WP_000501101.1_1747
7	7	0.876	lcl|CP007577.1_prot_AHX64139.1_472	*	lcl|NZ_CP058289.1_prot_WP_000164722.1_2996	lcl|NC_021733.1_prot_WP_000164719.1_441	*	lcl|NC_017847.1_prot_WP_000164722.1_3266	lcl|NZ_AP013357.1_prot_WP_000164722.1_3411	lcl|CP006963.1_prot_AHJ91898.1_432	lcl|NC_018706.1_prot_WP_000164722.1_662
7	7	0.876	lcl|CP007577.1_prot_AHX65247.1_1580	*	lcl|NZ_CP058289.1_prot_WP_000733488.1_1919	lcl|NC_021733.1_prot_WP_000733493.1_1550	*	lcl|NC_017847.1_prot_WP_000733488.1_2234	lcl|NZ_AP013357.1_prot_WP_000733488.1_2399	lcl|CP006963.1_prot_AHJ92910.1_1452	lcl|NC_018706.1_prot_WP_000733488.1_1761
7	7	0.876	lcl|CP007577.1_prot_AHX65248.1_1581	*	lcl|NZ_CP058289.1_prot_WP_000411826.1_1918	lcl|NC_021733.1_prot_WP_000849717.1_1551	*	lcl|NC_017847.1_prot_WP_000411820.1_2233	lcl|NZ_AP013357.1_prot_WP_000411820.1_2398	lcl|CP006963.1_prot_AHJ92911.1_1453	lcl|NC_018706.1_prot_WP_000411820.1_1762
7	7	0.875	lcl|CP007577.1_prot_AHX66230.1_2564	*	*	lcl|NC_021733.1_prot_WP_000152657.1_1162	lcl|NC_020547.2_prot_WP_000152665.1_1026	lcl|NC_017847.1_prot_WP_000152657.1_2662	lcl|NZ_AP013357.1_prot_WP_000152657.1_2743	lcl|CP006963.1_prot_AHJ92590.1_1129	lcl|NC_018706.1_prot_WP_000152657.1_1368
7	7	0.873	*	lcl|NZ_CP033110.1_prot_WP_000784879.1_2194	lcl|NZ_CP058289.1_prot_WP_000784882.1_1826	lcl|NC_021733.1_prot_WP_000784881.1_1641	lcl|NC_020547.2_prot_WP_000784879.1_1479	lcl|NC_017847.1_prot_WP_000784879.1_2140	lcl|NZ_AP013357.1_prot_WP_000784879.1_2305	lcl|CP006963.1_prot_AHJ92999.1_1542	*
