# Species	Genes	Alg.-Conn.	A:5291.fasta	B_TZ1A828_OT.fasta	E:SW3.fasta	F:SW5.fasta	G:11222.fasta	L1:115.fasta	L1:440:LN.fasta	L2b:UCH-2.fasta
8	8	0.979	lcl|NC_020939.1_prot_WP_010724993.1_36	lcl|NC_012687.1_prot_WP_010724993.1_36	lcl|NC_017952.1_prot_WP_009872333.1_36	lcl|NC_017953.1_prot_WP_009872333.1_36	lcl|CP001888.1_prot_ADH18645.1_37	lcl|NC_020929.1_prot_WP_009873508.1_36	lcl|NC_020937.1_prot_WP_009873508.1_36	lcl|NC_020931.1_prot_WP_012263586.1_36
8	8	0.979	lcl|NC_020939.1_prot_WP_011324702.1_372	lcl|NC_012687.1_prot_WP_011324702.1_374	lcl|NC_017952.1_prot_WP_009872599.1_375	lcl|NC_017953.1_prot_WP_009871717.1_376	lcl|CP001888.1_prot_ADH18981.1_373	lcl|NC_020929.1_prot_WP_009873757.1_371	lcl|NC_020937.1_prot_WP_009873757.1_371	lcl|NC_020931.1_prot_WP_009873757.1_371
8	8	0.979	lcl|NC_020939.1_prot_WP_011324723.1_409	lcl|NC_012687.1_prot_WP_011324723.1_411	lcl|NC_017952.1_prot_WP_009872630.1_412	lcl|NC_017953.1_prot_WP_009872630.1_413	lcl|CP001888.1_prot_ADH19017.1_409	lcl|NC_020929.1_prot_WP_009872630.1_408	lcl|NC_020937.1_prot_WP_009872630.1_408	lcl|NC_020931.1_prot_WP_009872630.1_408
8	8	0.979	lcl|NC_020939.1_prot_WP_011324826.1_704	lcl|NC_012687.1_prot_WP_011324826.1_706	lcl|NC_017952.1_prot_WP_009872849.1_706	lcl|NC_017953.1_prot_WP_009872849.1_707	lcl|CP001888.1_prot_ADH19328.1_720	lcl|NC_020929.1_prot_WP_009873297.1_703	lcl|NC_020937.1_prot_WP_012263539.1_702	lcl|NC_020931.1_prot_WP_012263539.1_703
8	8	0.979	lcl|NC_020939.1_prot_WP_012727904.1_403	lcl|NC_012687.1_prot_WP_012727904.1_405	lcl|NC_017952.1_prot_WP_014736648.1_406	lcl|NC_017953.1_prot_WP_014736620.1_407	lcl|CP001888.1_prot_ADH19011.1_403	lcl|NC_020929.1_prot_WP_012263647.1_402	lcl|NC_020937.1_prot_WP_012263647.1_402	lcl|NC_020931.1_prot_WP_012263647.1_402
8	8	0.979	lcl|NC_020939.1_prot_WP_012728105.1_321	lcl|NC_012687.1_prot_WP_012728105.1_323	lcl|NC_017952.1_prot_WP_009872556.1_323	lcl|NC_017953.1_prot_WP_009873103.1_324	lcl|CP001888.1_prot_ADH18930.1_322	lcl|NC_020929.1_prot_WP_009872556.1_321	lcl|NC_020937.1_prot_WP_009872556.1_320	lcl|NC_020931.1_prot_WP_009872556.1_321
8	8	0.979	lcl|NC_020939.1_prot_WP_012728131.1_457	lcl|NC_012687.1_prot_WP_012728131.1_459	lcl|NC_017952.1_prot_WP_009872661.1_460	lcl|NC_017953.1_prot_WP_009872661.1_461	lcl|CP001888.1_prot_ADH19067.1_459	lcl|NC_020929.1_prot_WP_009871800.1_456	lcl|NC_020937.1_prot_WP_009871800.1_456	lcl|NC_020931.1_prot_WP_009871800.1_456
8	8	0.979	lcl|NC_020939.1_prot_WP_014315994.1_222	lcl|NC_012687.1_prot_WP_012727848.1_224	lcl|NC_017952.1_prot_WP_009873076.1_224	lcl|NC_017953.1_prot_WP_009873076.1_225	lcl|CP001888.1_prot_ADH18830.1_222	lcl|NC_020929.1_prot_WP_009871567.1_222	lcl|NC_020937.1_prot_WP_009871567.1_221	lcl|NC_020931.1_prot_WP_009871567.1_222
8	8	0.979	lcl|NC_020939.1_prot_WP_014541537.1_35	lcl|NC_012687.1_prot_WP_010724992.1_35	lcl|NC_017952.1_prot_WP_014541214.1_35	lcl|NC_017953.1_prot_WP_014541214.1_35	lcl|CP001888.1_prot_ADH18644.1_36	lcl|NC_020929.1_prot_WP_013984828.1_35	lcl|NC_020937.1_prot_WP_013984828.1_35	lcl|NC_020931.1_prot_WP_015505774.1_35
8	8	0.978	lcl|NC_020939.1_prot_WP_009871352.1_7	lcl|NC_012687.1_prot_WP_009871352.1_7	lcl|NC_017952.1_prot_WP_009871352.1_7	lcl|NC_017953.1_prot_WP_009872307.1_7	lcl|CP001888.1_prot_ADH18615.1_7	lcl|NC_020929.1_prot_WP_009873485.1_7	lcl|NC_020937.1_prot_WP_009873485.1_7	lcl|NC_020931.1_prot_WP_009873485.1_7
8	8	0.978	lcl|NC_020939.1_prot_WP_009871470.1_125	lcl|NC_012687.1_prot_WP_009871470.1_126	lcl|NC_017952.1_prot_WP_009872393.1_125	lcl|NC_017953.1_prot_WP_009872393.1_125	lcl|CP001888.1_prot_ADH18732.1_124	lcl|NC_020929.1_prot_WP_009871470.1_125	lcl|NC_020937.1_prot_WP_009871470.1_125	lcl|NC_020931.1_prot_WP_009871470.1_125
8	8	0.978	lcl|NC_020939.1_prot_WP_009871513.1_169	lcl|NC_012687.1_prot_WP_009871513.1_170	lcl|NC_017952.1_prot_WP_009871513.1_171	lcl|NC_017953.1_prot_WP_009871513.1_171	lcl|CP001888.1_prot_ADH18776.1_168	lcl|NC_020929.1_prot_WP_009873611.1_169	lcl|NC_020937.1_prot_WP_009873611.1_169	lcl|NC_020931.1_prot_WP_009873611.1_169
8	8	0.978	lcl|NC_020939.1_prot_WP_009871530.1_185	lcl|NC_012687.1_prot_WP_009871530.1_187	lcl|NC_017952.1_prot_WP_009872440.1_187	lcl|NC_017953.1_prot_WP_009872440.1_188	lcl|CP001888.1_prot_ADH18793.1_185	lcl|NC_020929.1_prot_WP_009872440.1_185	lcl|NC_020937.1_prot_WP_009872440.1_184	lcl|NC_020931.1_prot_WP_009872440.1_185
8	8	0.978	lcl|NC_020939.1_prot_WP_009871542.1_197	lcl|NC_012687.1_prot_WP_009871542.1_199	lcl|NC_017952.1_prot_WP_009871542.1_199	lcl|NC_017953.1_prot_WP_009871542.1_200	lcl|CP001888.1_prot_ADH18805.1_197	lcl|NC_020929.1_prot_WP_009873631.1_197	lcl|NC_020937.1_prot_WP_009873631.1_196	lcl|NC_020931.1_prot_WP_009873631.1_197
8	8	0.978	lcl|NC_020939.1_prot_WP_009871653.1_308	lcl|NC_012687.1_prot_WP_012728099.1_310	lcl|NC_017952.1_prot_WP_009871653.1_310	lcl|NC_017953.1_prot_WP_009873098.1_311	lcl|CP001888.1_prot_ADH18917.1_309	lcl|NC_020929.1_prot_WP_009871653.1_308	lcl|NC_020937.1_prot_WP_009871653.1_307	lcl|NC_020931.1_prot_WP_009871653.1_308
8	8	0.978	lcl|NC_020939.1_prot_WP_009871899.1_551	lcl|NC_012687.1_prot_WP_009871899.1_553	lcl|NC_017952.1_prot_WP_009871899.1_554	lcl|NC_017953.1_prot_WP_009871899.1_555	lcl|CP001888.1_prot_ADH19166.1_558	lcl|NC_020929.1_prot_WP_009871899.1_550	lcl|NC_020937.1_prot_WP_015505903.1_550	lcl|NC_020931.1_prot_WP_009871899.1_550
8	8	0.978	lcl|NC_020939.1_prot_WP_009872038.1_685	lcl|NC_012687.1_prot_WP_009872038.1_687	lcl|NC_017952.1_prot_WP_009872038.1_687	lcl|NC_017953.1_prot_WP_009872038.1_688	lcl|CP001888.1_prot_ADH19305.1_697	lcl|NC_020929.1_prot_WP_009872038.1_684	lcl|NC_020937.1_prot_WP_009872038.1_683	lcl|NC_020931.1_prot_WP_012263532.1_684
8	8	0.978	lcl|NC_020939.1_prot_WP_009872145.1_784	lcl|NC_012687.1_prot_WP_009872145.1_787	lcl|NC_017952.1_prot_WP_009872145.1_786	lcl|NC_017953.1_prot_WP_009872145.1_787	lcl|CP001888.1_prot_ADH19413.1_805	lcl|NC_020929.1_prot_WP_009872145.1_783	lcl|NC_020937.1_prot_WP_009872145.1_782	lcl|NC_020931.1_prot_WP_009872145.1_783
8	8	0.978	lcl|NC_020939.1_prot_WP_009872337.1_41	lcl|NC_012687.1_prot_WP_009872337.1_41	lcl|NC_017952.1_prot_WP_009872337.1_41	lcl|NC_017953.1_prot_WP_009872337.1_41	lcl|CP001888.1_prot_ADH18650.1_42	lcl|NC_020929.1_prot_WP_009872337.1_41	lcl|NC_020937.1_prot_WP_009872337.1_41	lcl|NC_020931.1_prot_WP_009872337.1_41
8	8	0.978	lcl|NC_020939.1_prot_WP_009872834.1_691	lcl|NC_012687.1_prot_WP_009872834.1_693	lcl|NC_017952.1_prot_WP_009872834.1_693	lcl|NC_017953.1_prot_WP_014736673.1_694	lcl|CP001888.1_prot_ADH19311.1_703	lcl|NC_020929.1_prot_WP_009873284.1_690	lcl|NC_020937.1_prot_WP_009873284.1_689	lcl|NC_020931.1_prot_WP_009873284.1_690
8	8	0.978	lcl|NC_020939.1_prot_WP_011324516.1_8	lcl|NC_012687.1_prot_WP_011324516.1_8	lcl|NC_017952.1_prot_WP_014541796.1_8	lcl|NC_017953.1_prot_WP_009872308.1_8	lcl|CP001888.1_prot_ADH18616.1_8	lcl|NC_020929.1_prot_WP_009873486.1_8	lcl|NC_020937.1_prot_WP_012263582.1_8	lcl|NC_020931.1_prot_WP_012263582.1_8
8	8	0.978	lcl|NC_020939.1_prot_WP_011324891.1_867	lcl|NC_012687.1_prot_WP_011324891.1_870	lcl|NC_017952.1_prot_WP_009872231.1_869	lcl|NC_017953.1_prot_WP_009872231.1_870	lcl|CP001888.1_prot_ADH19501.1_893	lcl|NC_020929.1_prot_WP_009872231.1_866	lcl|NC_020937.1_prot_WP_009872231.1_865	lcl|NC_020931.1_prot_WP_009872231.1_866
8	8	0.978	lcl|NC_020939.1_prot_WP_012727899.1_392	lcl|NC_012687.1_prot_WP_012727899.1_394	lcl|NC_017952.1_prot_WP_009872616.1_395	lcl|NC_017953.1_prot_WP_009871735.1_396	lcl|CP001888.1_prot_ADH19000.1_392	lcl|NC_020929.1_prot_WP_009873775.1_391	lcl|NC_020937.1_prot_WP_009873775.1_391	lcl|NC_020931.1_prot_WP_009873775.1_391
8	8	0.978	lcl|NC_020939.1_prot_WP_012727902.1_401	lcl|NC_012687.1_prot_WP_012727902.1_403	lcl|NC_017952.1_prot_WP_009872622.1_404	lcl|NC_017953.1_prot_WP_009872622.1_405	lcl|CP001888.1_prot_ADH19009.1_401	lcl|NC_020929.1_prot_WP_009873779.1_400	lcl|NC_020937.1_prot_WP_009873779.1_400	lcl|NC_020931.1_prot_WP_009873779.1_400
8	8	0.978	lcl|NC_020939.1_prot_WP_014316001.1_246	lcl|NC_012687.1_prot_WP_009871591.1_248	lcl|NC_017952.1_prot_WP_009872495.1_248	lcl|NC_017953.1_prot_WP_009872495.1_249	lcl|CP001888.1_prot_ADH18854.1_246	lcl|NC_020929.1_prot_WP_009873667.1_246	lcl|NC_020937.1_prot_WP_009873667.1_245	lcl|NC_020931.1_prot_WP_009873667.1_246
8	8	0.977	lcl|NC_020939.1_prot_WP_009871407.1_61	lcl|NC_012687.1_prot_WP_009871407.1_61	lcl|NC_017952.1_prot_WP_009871407.1_61	lcl|NC_017953.1_prot_WP_009871407.1_61	lcl|CP001888.1_prot_ADH18670.1_62	lcl|NC_020929.1_prot_WP_009873528.1_61	lcl|NC_020937.1_prot_WP_009873528.1_61	lcl|NC_020931.1_prot_WP_009873528.1_61
8	8	0.977	lcl|NC_020939.1_prot_WP_009871644.1_298	lcl|NC_012687.1_prot_WP_009871644.1_300	lcl|NC_017952.1_prot_WP_009872535.1_300	lcl|NC_017953.1_prot_WP_009872535.1_301	lcl|CP001888.1_prot_ADH18908.1_300	lcl|NC_020929.1_prot_WP_009872535.1_298	lcl|NC_020937.1_prot_WP_009872535.1_297	lcl|NC_020931.1_prot_WP_009872535.1_298
8	8	0.977	lcl|NC_020939.1_prot_WP_009871918.1_570	lcl|NC_012687.1_prot_WP_009871918.1_572	lcl|NC_017952.1_prot_WP_009872747.1_573	lcl|NC_017953.1_prot_WP_014736671.1_574	lcl|CP001888.1_prot_ADH19185.1_577	lcl|NC_020929.1_prot_WP_009873894.1_569	lcl|NC_020937.1_prot_WP_009873894.1_569	lcl|NC_020931.1_prot_WP_012263665.1_569
8	8	0.977	lcl|NC_020939.1_prot_WP_009872012.1_660	lcl|NC_012687.1_prot_WP_009872012.1_662	lcl|NC_017952.1_prot_WP_009872809.1_662	lcl|NC_017953.1_prot_WP_009872809.1_663	lcl|CP001888.1_prot_ADH19278.1_670	lcl|NC_020929.1_prot_WP_009873259.1_659	lcl|NC_020937.1_prot_WP_009873259.1_658	lcl|NC_020931.1_prot_WP_009873259.1_659
8	8	0.977	lcl|NC_020939.1_prot_WP_009872761.1_593	lcl|NC_012687.1_prot_WP_009872761.1_595	lcl|NC_017952.1_prot_WP_009873161.1_596	lcl|NC_017953.1_prot_WP_009873161.1_597	lcl|CP001888.1_prot_ADH19209.1_601	lcl|NC_020929.1_prot_WP_009872761.1_592	lcl|NC_020937.1_prot_WP_015505904.1_592	lcl|NC_020931.1_prot_WP_009872761.1_592
8	8	0.977	lcl|NC_020939.1_prot_WP_012728107.1_334	lcl|NC_012687.1_prot_WP_012728107.1_336	lcl|NC_017952.1_prot_WP_009872566.1_337	lcl|NC_017953.1_prot_WP_009872566.1_338	lcl|CP001888.1_prot_ADH18943.1_335	lcl|NC_020929.1_prot_WP_009872566.1_333	lcl|NC_020937.1_prot_WP_009872566.1_333	lcl|NC_020931.1_prot_WP_009872566.1_333
8	8	0.977	lcl|NC_020939.1_prot_WP_014315987.1_149	lcl|NC_012687.1_prot_WP_012728059.1_150	lcl|NC_017952.1_prot_WP_009872412.1_149	lcl|NC_017953.1_prot_WP_014541237.1_149	lcl|CP001888.1_prot_ADH18756.1_148	lcl|NC_020929.1_prot_WP_015505665.1_149	lcl|NC_020937.1_prot_WP_015505867.1_149	lcl|NC_020931.1_prot_WP_012263609.1_149
8	8	0.977	lcl|NC_020939.1_prot_WP_015505967.1_430	lcl|NC_012687.1_prot_WP_015505967.1_432	lcl|NC_017952.1_prot_WP_015505967.1_433	lcl|NC_017953.1_prot_WP_015505967.1_434	lcl|CP001888.1_prot_ADH19039.1_431	lcl|NC_020929.1_prot_WP_013984934.1_429	lcl|NC_020937.1_prot_WP_013984934.1_429	lcl|NC_020931.1_prot_WP_013984934.1_429
8	8	0.977	lcl|NC_020939.1_prot_WP_041200577.1_137	lcl|NC_012687.1_prot_WP_012728054.1_138	lcl|NC_017952.1_prot_WP_014736638.1_137	lcl|NC_017953.1_prot_WP_014736662.1_137	lcl|CP001888.1_prot_ADH18744.1_136	lcl|NC_020929.1_prot_WP_012263606.1_137	lcl|NC_020937.1_prot_WP_012263606.1_137	lcl|NC_020931.1_prot_WP_012263606.1_137
8	8	0.976	lcl|NC_020939.1_prot_WP_009871429.1_82	lcl|NC_012687.1_prot_WP_009871429.1_82	lcl|NC_017952.1_prot_WP_009872365.1_82	lcl|NC_017953.1_prot_WP_009872365.1_82	lcl|CP001888.1_prot_ADH18692.1_84	lcl|NC_020929.1_prot_WP_009871429.1_82	lcl|NC_020937.1_prot_WP_009871429.1_82	lcl|NC_020931.1_prot_WP_009871429.1_82
8	8	0.976	lcl|NC_020939.1_prot_WP_009871448.1_102	lcl|NC_012687.1_prot_WP_009871448.1_102	lcl|NC_017952.1_prot_WP_009871448.1_102	lcl|NC_017953.1_prot_WP_009871448.1_102	lcl|CP001888.1_prot_ADH18710.1_102	lcl|NC_020929.1_prot_WP_009873555.1_102	lcl|NC_020937.1_prot_WP_009873555.1_102	lcl|NC_020931.1_prot_WP_009873555.1_102
8	8	0.976	lcl|NC_020939.1_prot_WP_009871656.1_311	lcl|NC_012687.1_prot_WP_009871656.1_313	lcl|NC_017952.1_prot_WP_009872547.1_313	lcl|NC_017953.1_prot_WP_009872547.1_314	lcl|CP001888.1_prot_ADH18920.1_312	lcl|NC_020929.1_prot_WP_009873714.1_311	lcl|NC_020937.1_prot_WP_009873714.1_310	lcl|NC_020931.1_prot_WP_009873714.1_311
8	8	0.976	lcl|NC_020939.1_prot_WP_009871836.1_490	lcl|NC_012687.1_prot_WP_009871836.1_492	lcl|NC_017952.1_prot_WP_009872690.1_493	lcl|NC_017953.1_prot_WP_009872690.1_494	lcl|CP001888.1_prot_ADH19103.1_495	lcl|NC_020929.1_prot_WP_009872690.1_489	lcl|NC_020937.1_prot_WP_015505899.1_489	lcl|NC_020931.1_prot_WP_009872690.1_489
8	8	0.976	lcl|NC_020939.1_prot_WP_009872613.1_388	lcl|NC_012687.1_prot_WP_009872613.1_390	lcl|NC_017952.1_prot_WP_014541269.1_391	lcl|NC_017953.1_prot_WP_009872613.1_392	lcl|CP001888.1_prot_ADH18996.1_388	lcl|NC_020929.1_prot_WP_009873771.1_387	lcl|NC_020937.1_prot_WP_015505886.1_387	lcl|NC_020931.1_prot_WP_009873771.1_387
8	8	0.976	lcl|NC_020939.1_prot_WP_009873932.1_616	lcl|NC_012687.1_prot_WP_009873932.1_618	lcl|NC_017952.1_prot_WP_009872779.1_618	lcl|NC_017953.1_prot_WP_009872779.1_619	lcl|CP001888.1_prot_ADH19232.1_624	lcl|NC_020929.1_prot_WP_009873932.1_615	lcl|NC_020937.1_prot_WP_009873932.1_614	lcl|NC_020931.1_prot_WP_009873932.1_615
8	8	0.976	lcl|NC_020939.1_prot_WP_010725294.1_681	lcl|NC_012687.1_prot_WP_010725294.1_683	lcl|NC_017952.1_prot_WP_009872827.1_683	lcl|NC_017953.1_prot_WP_009872827.1_684	lcl|CP001888.1_prot_ADH19301.1_693	lcl|NC_020929.1_prot_WP_009873277.1_680	lcl|NC_020937.1_prot_WP_009873277.1_679	lcl|NC_020931.1_prot_WP_009873277.1_680
8	8	0.976	lcl|NC_020939.1_prot_WP_011324525.1_23	lcl|NC_012687.1_prot_WP_011324525.1_23	lcl|NC_017952.1_prot_WP_014541745.1_23	lcl|NC_017953.1_prot_WP_009871369.1_23	lcl|CP001888.1_prot_ADH18632.1_24	lcl|NC_020929.1_prot_WP_009873500.1_23	lcl|NC_020937.1_prot_WP_009873500.1_23	lcl|NC_020931.1_prot_WP_009873500.1_23
8	8	0.976	lcl|NC_020939.1_prot_WP_011324914.1_896	lcl|NC_012687.1_prot_WP_011324914.1_899	lcl|NC_017952.1_prot_WP_014541208.1_898	lcl|NC_017953.1_prot_WP_014541313.1_899	lcl|CP001888.1_prot_ADH19531.1_923	lcl|NC_020929.1_prot_WP_015505758.1_895	lcl|NC_020937.1_prot_WP_015505758.1_894	lcl|NC_020931.1_prot_WP_012263578.1_895
8	8	0.976	lcl|NC_020939.1_prot_WP_012727896.1_381	lcl|NC_012687.1_prot_WP_012727896.1_383	lcl|NC_017952.1_prot_WP_014541263.1_384	lcl|NC_017953.1_prot_WP_009873121.1_385	lcl|CP001888.1_prot_ADH18990.1_382	lcl|NC_020929.1_prot_L1115_RS01955_380	lcl|NC_020937.1_prot_L1440_RS01960_380	lcl|NC_020931.1_prot_L2BUCH2_RS01960_380
8	8	0.976	lcl|NC_020939.1_prot_WP_012727963.1_647	lcl|NC_012687.1_prot_WP_012727963.1_649	lcl|NC_017952.1_prot_WP_009872803.1_649	lcl|NC_017953.1_prot_WP_009872803.1_650	lcl|CP001888.1_prot_ADH19264.1_656	lcl|NC_020929.1_prot_WP_009872803.1_646	lcl|NC_020937.1_prot_WP_015505907.1_645	lcl|NC_020931.1_prot_WP_012263675.1_646
8	8	0.976	lcl|NC_020939.1_prot_WP_015505991.1_841	lcl|NC_012687.1_prot_WP_012728197.1_844	lcl|NC_017952.1_prot_WP_014541310.1_843	lcl|NC_017953.1_prot_WP_014541310.1_844	lcl|CP001888.1_prot_ADH19474.1_866	lcl|NC_020929.1_prot_WP_009873431.1_840	lcl|NC_020937.1_prot_WP_009873431.1_839	lcl|NC_020931.1_prot_WP_009873431.1_840
8	8	0.975	lcl|NC_020939.1_prot_WP_009871431.1_85	lcl|NC_012687.1_prot_WP_009871431.1_85	lcl|NC_017952.1_prot_WP_009871431.1_85	lcl|NC_017953.1_prot_WP_009872367.1_85	lcl|CP001888.1_prot_ADH18694.1_86	lcl|NC_020929.1_prot_WP_015505651.1_85	lcl|NC_020937.1_prot_WP_009873544.1_85	lcl|NC_020931.1_prot_WP_009873544.1_85
8	8	0.975	lcl|NC_020939.1_prot_WP_009871525.1_180	lcl|NC_012687.1_prot_WP_012728072.1_182	lcl|NC_017952.1_prot_WP_009872435.1_182	lcl|NC_017953.1_prot_WP_009871525.1_183	lcl|CP001888.1_prot_ADH18788.1_180	lcl|NC_020929.1_prot_WP_009873619.1_180	lcl|NC_020937.1_prot_WP_009873619.1_179	lcl|NC_020931.1_prot_WP_009873619.1_180
8	8	0.975	lcl|NC_020939.1_prot_WP_009871582.1_237	lcl|NC_012687.1_prot_WP_009871582.1_239	lcl|NC_017952.1_prot_WP_009872487.1_239	lcl|NC_017953.1_prot_WP_009872487.1_240	lcl|CP001888.1_prot_ADH18845.1_237	lcl|NC_020929.1_prot_WP_009873662.1_237	lcl|NC_020937.1_prot_WP_009873662.1_236	lcl|NC_020931.1_prot_WP_009873662.1_237
8	8	0.975	lcl|NC_020939.1_prot_WP_009871901.1_553	lcl|NC_012687.1_prot_WP_009871901.1_555	lcl|NC_017952.1_prot_WP_009872733.1_556	lcl|NC_017953.1_prot_WP_009872733.1_557	lcl|CP001888.1_prot_ADH19168.1_560	lcl|NC_020929.1_prot_WP_009873882.1_552	lcl|NC_020937.1_prot_WP_009873882.1_552	lcl|NC_020931.1_prot_WP_009873882.1_552
8	8	0.975	lcl|NC_020939.1_prot_WP_009872362.1_78	lcl|NC_012687.1_prot_WP_009872362.1_78	lcl|NC_017952.1_prot_WP_009872362.1_78	lcl|NC_017953.1_prot_WP_009872362.1_78	lcl|CP001888.1_prot_ADH18688.1_80	lcl|NC_020929.1_prot_WP_009873540.1_78	lcl|NC_020937.1_prot_WP_009873540.1_78	lcl|NC_020931.1_prot_WP_009873540.1_78
8	8	0.975	lcl|NC_020939.1_prot_WP_009873146.1_495	lcl|NC_012687.1_prot_WP_009873146.1_497	lcl|NC_017952.1_prot_WP_014541766.1_498	lcl|NC_017953.1_prot_WP_009873146.1_499	lcl|CP001888.1_prot_ADH19108.1_500	lcl|NC_020929.1_prot_WP_009873844.1_494	lcl|NC_020937.1_prot_WP_009873844.1_494	lcl|NC_020931.1_prot_WP_009873844.1_494
8	8	0.975	lcl|NC_020939.1_prot_WP_010725075.1_123	lcl|NC_012687.1_prot_WP_010725075.1_124	lcl|NC_017952.1_prot_WP_020966602.1_123	lcl|NC_017953.1_prot_WP_020966602.1_123	lcl|CP001888.1_prot_ADH18730.1_122	lcl|NC_020929.1_prot_WP_162470479.1_123	lcl|NC_020937.1_prot_WP_010725075.1_123	lcl|NC_020931.1_prot_WP_010725075.1_123
8	8	0.975	lcl|NC_020939.1_prot_WP_010725326.1_753	lcl|NC_012687.1_prot_WP_010725326.1_755	lcl|NC_017952.1_prot_WP_014736655.1_755	lcl|NC_017953.1_prot_WP_009872886.1_756	lcl|CP001888.1_prot_ADH19379.1_771	lcl|NC_020929.1_prot_WP_009873336.1_752	lcl|NC_020937.1_prot_WP_009873336.1_751	lcl|NC_020931.1_prot_WP_009873336.1_752
8	8	0.975	lcl|NC_020939.1_prot_WP_011324705.1_380	lcl|NC_012687.1_prot_WP_011324705.1_382	lcl|NC_017952.1_prot_WP_009872606.1_383	lcl|NC_017953.1_prot_WP_009873120.1_384	lcl|CP001888.1_prot_ADH18989.1_381	lcl|NC_020929.1_prot_WP_009873764.1_379	lcl|NC_020937.1_prot_WP_041198829.1_379	lcl|NC_020931.1_prot_WP_009873764.1_379
8	8	0.975	lcl|NC_020939.1_prot_WP_011324721.1_404	lcl|NC_012687.1_prot_WP_011324721.1_406	lcl|NC_017952.1_prot_WP_014541278.1_407	lcl|NC_017953.1_prot_WP_009872625.1_408	lcl|CP001888.1_prot_ADH19012.1_404	lcl|NC_020929.1_prot_WP_009872625.1_403	lcl|NC_020937.1_prot_WP_009872625.1_403	lcl|NC_020931.1_prot_WP_012263648.1_403
8	8	0.975	lcl|NC_020939.1_prot_WP_012728193.1_827	lcl|NC_012687.1_prot_WP_012728193.1_830	lcl|NC_017952.1_prot_WP_009872943.1_829	lcl|NC_017953.1_prot_WP_009872943.1_830	lcl|CP001888.1_prot_ADH19459.1_851	lcl|NC_020929.1_prot_WP_009873417.1_826	lcl|NC_020937.1_prot_WP_009873417.1_825	lcl|NC_020931.1_prot_WP_012263562.1_826
8	8	0.974	lcl|NC_020939.1_prot_WP_009871489.1_145	lcl|NC_012687.1_prot_WP_009871489.1_146	lcl|NC_017952.1_prot_WP_009871489.1_145	lcl|NC_017953.1_prot_WP_009871489.1_145	lcl|CP001888.1_prot_ADH18752.1_144	lcl|NC_020929.1_prot_WP_012263607.1_145	lcl|NC_020937.1_prot_WP_012263607.1_145	lcl|NC_020931.1_prot_WP_012263607.1_145
8	8	0.974	lcl|NC_020939.1_prot_WP_014316024.1_373	lcl|NC_012687.1_prot_WP_012728117.1_375	lcl|NC_017952.1_prot_WP_009872600.1_376	lcl|NC_017953.1_prot_WP_009871718.1_377	lcl|CP001888.1_prot_ADH18982.1_374	lcl|NC_020929.1_prot_WP_009873758.1_372	lcl|NC_020937.1_prot_WP_009873758.1_372	lcl|NC_020931.1_prot_WP_009873758.1_372
8	8	0.973	lcl|NC_020939.1_prot_WP_009871881.1_533	lcl|NC_012687.1_prot_WP_009871881.1_535	lcl|NC_017952.1_prot_WP_009872719.1_536	lcl|NC_017953.1_prot_WP_009872719.1_537	lcl|CP001888.1_prot_ADH19148.1_540	lcl|NC_020929.1_prot_WP_009872719.1_532	lcl|NC_020937.1_prot_WP_009872719.1_532	lcl|NC_020931.1_prot_WP_009872719.1_532
8	8	0.973	lcl|NC_020939.1_prot_WP_010725269.1_621	lcl|NC_012687.1_prot_WP_010725269.1_623	lcl|NC_017952.1_prot_WP_009872782.1_623	lcl|NC_017953.1_prot_WP_009873170.1_624	lcl|CP001888.1_prot_ADH19237.1_629	lcl|NC_020929.1_prot_WP_009873936.1_620	lcl|NC_020937.1_prot_WP_009873936.1_619	lcl|NC_020931.1_prot_WP_009873936.1_620
8	8	0.973	lcl|NC_020939.1_prot_WP_011324536.1_50	lcl|NC_012687.1_prot_WP_011324536.1_50	lcl|NC_017952.1_prot_WP_009873022.1_50	lcl|NC_017953.1_prot_WP_009873022.1_50	lcl|CP001888.1_prot_ADH18659.1_51	lcl|NC_020929.1_prot_WP_009873519.1_50	lcl|NC_020937.1_prot_WP_009873519.1_50	lcl|NC_020931.1_prot_WP_009873519.1_50
8	8	0.973	lcl|NC_020939.1_prot_WP_011324908.1_888	lcl|NC_012687.1_prot_WP_011324908.1_891	lcl|NC_017952.1_prot_WP_014541781.1_890	lcl|NC_017953.1_prot_WP_009873240.1_891	lcl|CP001888.1_prot_ADH19523.1_915	lcl|NC_020929.1_prot_WP_009873470.1_887	lcl|NC_020937.1_prot_WP_009873240.1_886	lcl|NC_020931.1_prot_WP_009873240.1_887
8	8	0.973	lcl|NC_020939.1_prot_WP_014315993.1_215	lcl|NC_012687.1_prot_WP_012728079.1_217	lcl|NC_017952.1_prot_WP_014736642.1_217	lcl|NC_017953.1_prot_WP_009871560.1_218	lcl|CP001888.1_prot_ADH18823.1_215	lcl|NC_020929.1_prot_WP_009873644.1_215	lcl|NC_020937.1_prot_WP_009873644.1_214	lcl|NC_020931.1_prot_WP_009873644.1_215
