# Species	Genes	Alg.-Conn.	A:363.fasta	D:SotonD1.fasta	D:SotonD5.fasta	E:150.fasta	L1:224.fasta	L2b:Ams5.fasta	L3:404:LN.fasta
7	7	0.976	lcl|NC_020966.1_prot_WP_014316034.1_508	lcl|NC_020967.1_prot_WP_009871854.1_511	lcl|NC_020943.1_prot_WP_009871854.1_510	lcl|CP001886.1_prot_ADH17273.1_512	lcl|NC_020973.1_prot_WP_009873853.1_507	lcl|NC_020936.1_prot_WP_009873853.1_506	lcl|NC_020974.1_prot_WP_009873853.1_507
7	7	0.976	lcl|NC_020966.1_prot_WP_014316040.1_576	lcl|NC_020967.1_prot_WP_009872752.1_579	lcl|NC_020943.1_prot_WP_010725253.1_578	lcl|CP001886.1_prot_ADH17342.1_581	lcl|NC_020973.1_prot_WP_009873899.1_575	lcl|NC_020936.1_prot_WP_012263666.1_574	lcl|NC_020974.1_prot_WP_009873899.1_575
7	7	0.976	lcl|NC_020966.1_prot_WP_014316054.1_698	lcl|NC_020967.1_prot_WP_009872840.1_700	lcl|NC_020943.1_prot_WP_009872051.1_700	lcl|CP001886.1_prot_ADH17470.1_709	lcl|NC_020973.1_prot_WP_009873289.1_697	lcl|NC_020936.1_prot_WP_009873289.1_696	lcl|NC_020974.1_prot_WP_009873289.1_696
7	7	0.976	lcl|NC_020966.1_prot_WP_015505967.1_431	lcl|NC_020967.1_prot_WP_015505967.1_434	lcl|NC_020943.1_prot_WP_015505967.1_432	lcl|CP001886.1_prot_ADH17193.1_432	lcl|NC_020973.1_prot_WP_013984934.1_430	lcl|NC_020936.1_prot_WP_013984934.1_429	lcl|NC_020974.1_prot_WP_013984934.1_430
7	7	0.975	lcl|NC_020966.1_prot_WP_009871431.1_85	lcl|NC_020967.1_prot_WP_009872367.1_85	lcl|NC_020943.1_prot_WP_009871431.1_85	lcl|CP001886.1_prot_ADH16849.1_88	lcl|NC_020973.1_prot_WP_015505651.1_85	lcl|NC_020936.1_prot_WP_009873544.1_85	lcl|NC_020974.1_prot_WP_009873544.1_85
7	7	0.975	lcl|NC_020966.1_prot_WP_009871818.1_474	lcl|NC_020967.1_prot_WP_009872676.1_477	lcl|NC_020943.1_prot_WP_009871818.1_476	lcl|CP001886.1_prot_ADH17239.1_478	lcl|NC_020973.1_prot_WP_015505706.1_473	lcl|NC_020936.1_prot_WP_009873828.1_472	lcl|NC_020974.1_prot_WP_015505706.1_473
7	7	0.975	lcl|NC_020966.1_prot_WP_009871836.1_491	lcl|NC_020967.1_prot_WP_009872690.1_494	lcl|NC_020943.1_prot_WP_010725209.1_493	lcl|CP001886.1_prot_ADH17256.1_495	lcl|NC_020973.1_prot_WP_009872690.1_490	lcl|NC_020936.1_prot_WP_009872690.1_489	lcl|NC_020974.1_prot_WP_015505899.1_490
7	7	0.975	lcl|NC_020966.1_prot_WP_009872226.1_863	lcl|NC_020967.1_prot_WP_009872970.1_866	lcl|NC_020943.1_prot_WP_009872226.1_865	lcl|CP001886.1_prot_ADH17649.1_888	lcl|NC_020973.1_prot_WP_009873448.1_864	lcl|NC_020936.1_prot_WP_009873448.1_861	lcl|NC_020974.1_prot_WP_009873448.1_861
7	7	0.975	lcl|NC_020966.1_prot_WP_009872284.1_369	lcl|NC_020967.1_prot_WP_014736618.1_372	lcl|NC_020943.1_prot_WP_009872284.1_370	lcl|CP001886.1_prot_ADH17133.1_372	lcl|NC_020973.1_prot_WP_009873754.1_368	lcl|NC_020936.1_prot_WP_012263645.1_367	lcl|NC_020974.1_prot_WP_012263645.1_368
7	7	0.975	lcl|NC_020966.1_prot_WP_009872362.1_78	lcl|NC_020967.1_prot_WP_009872362.1_78	lcl|NC_020943.1_prot_WP_009871425.1_78	lcl|CP001886.1_prot_ADH16843.1_82	lcl|NC_020973.1_prot_WP_009873540.1_78	lcl|NC_020936.1_prot_WP_009873540.1_78	lcl|NC_020974.1_prot_WP_009873540.1_78
7	7	0.975	lcl|NC_020966.1_prot_WP_009873892.1_569	lcl|NC_020967.1_prot_WP_009873892.1_572	lcl|NC_020943.1_prot_WP_010725249.1_571	lcl|CP001886.1_prot_ADH17335.1_574	lcl|NC_020973.1_prot_WP_009873892.1_568	lcl|NC_020936.1_prot_WP_009873892.1_567	lcl|NC_020974.1_prot_WP_009873892.1_568
7	7	0.975	lcl|NC_020966.1_prot_WP_011324703.1_375	lcl|NC_020967.1_prot_WP_009871719.1_378	lcl|NC_020943.1_prot_WP_009871719.1_376	lcl|CP001886.1_prot_ADH17139.1_378	lcl|NC_020973.1_prot_WP_009873759.1_374	lcl|NC_020936.1_prot_WP_009873759.1_373	lcl|NC_020974.1_prot_WP_009873759.1_374
7	7	0.975	lcl|NC_020966.1_prot_WP_012727902.1_402	lcl|NC_020967.1_prot_WP_009872622.1_405	lcl|NC_020943.1_prot_WP_009871744.1_403	lcl|CP001886.1_prot_ADH17164.1_403	lcl|NC_020973.1_prot_WP_009873779.1_401	lcl|NC_020936.1_prot_WP_009873779.1_400	lcl|NC_020974.1_prot_WP_009873779.1_401
7	7	0.975	lcl|NC_020966.1_prot_WP_014316052.1_695	lcl|NC_020967.1_prot_WP_009873196.1_697	lcl|NC_020943.1_prot_WP_009872047.1_697	lcl|CP001886.1_prot_ADH17467.1_706	lcl|NC_020973.1_prot_WP_015505731.1_694	lcl|NC_020936.1_prot_WP_012263534.1_693	lcl|NC_020974.1_prot_WP_015506628.1_693
7	7	0.975	lcl|NC_020966.1_prot_WP_015506326.1_376	lcl|NC_020967.1_prot_WP_009873118.1_379	lcl|NC_020943.1_prot_WP_009873118.1_377	lcl|CP001886.1_prot_ADH17140.1_379	lcl|NC_020973.1_prot_WP_009872602.1_375	lcl|NC_020936.1_prot_WP_009872602.1_374	lcl|NC_020974.1_prot_WP_015506616.1_375
7	7	0.975	lcl|NC_020966.1_prot_WP_015506337.1_845	lcl|NC_020967.1_prot_WP_009872958.1_847	lcl|NC_020943.1_prot_WP_009872958.1_847	lcl|CP001886.1_prot_ADH17630.1_869	lcl|NC_020973.1_prot_WP_009873433.1_846	lcl|NC_020936.1_prot_WP_009873433.1_843	lcl|NC_020974.1_prot_WP_015506637.1_843
7	7	0.974	lcl|NC_020966.1_prot_WP_009871470.1_125	lcl|NC_020967.1_prot_WP_009872393.1_125	lcl|NC_020943.1_prot_WP_009871470.1_125	lcl|CP001886.1_prot_ADH16889.1_128	lcl|NC_020973.1_prot_WP_009871470.1_125	lcl|NC_020936.1_prot_WP_009871470.1_125	lcl|NC_020974.1_prot_WP_009871470.1_125
7	7	0.974	lcl|NC_020966.1_prot_WP_009871530.1_186	lcl|NC_020967.1_prot_WP_009872440.1_188	lcl|NC_020943.1_prot_WP_009871530.1_187	lcl|CP001886.1_prot_ADH16948.1_187	lcl|NC_020973.1_prot_WP_009872440.1_185	lcl|NC_020936.1_prot_WP_009872440.1_185	lcl|NC_020974.1_prot_WP_009872440.1_185
7	7	0.974	lcl|NC_020966.1_prot_WP_009871558.1_214	lcl|NC_020967.1_prot_WP_009873073.1_216	lcl|NC_020943.1_prot_WP_009873073.1_215	lcl|CP001886.1_prot_ADH16976.1_215	lcl|NC_020973.1_prot_WP_009873643.1_213	lcl|NC_020936.1_prot_WP_009873643.1_213	lcl|NC_020974.1_prot_WP_009873643.1_213
7	7	0.974	lcl|NC_020966.1_prot_WP_009871582.1_238	lcl|NC_020967.1_prot_WP_009872487.1_240	lcl|NC_020943.1_prot_WP_009871582.1_239	lcl|CP001886.1_prot_ADH17000.1_239	lcl|NC_020973.1_prot_WP_009873662.1_237	lcl|NC_020936.1_prot_WP_009873662.1_237	lcl|NC_020974.1_prot_WP_009873662.1_237
7	7	0.974	lcl|NC_020966.1_prot_WP_009871644.1_299	lcl|NC_020967.1_prot_WP_009872535.1_301	lcl|NC_020943.1_prot_WP_009871644.1_300	lcl|CP001886.1_prot_ADH17064.1_303	lcl|NC_020973.1_prot_WP_009872535.1_298	lcl|NC_020936.1_prot_WP_009872535.1_298	lcl|NC_020974.1_prot_WP_009872535.1_298
7	7	0.974	lcl|NC_020966.1_prot_WP_009871724.1_380	lcl|NC_020967.1_prot_WP_009871724.1_383	lcl|NC_020943.1_prot_WP_009871724.1_381	lcl|CP001886.1_prot_ADH17144.1_383	lcl|NC_020973.1_prot_WP_009873763.1_379	lcl|NC_020936.1_prot_WP_009873763.1_378	lcl|NC_020974.1_prot_WP_009873763.1_379
7	7	0.974	lcl|NC_020966.1_prot_WP_011324525.1_23	lcl|NC_020967.1_prot_WP_009871369.1_23	lcl|NC_020943.1_prot_WP_009871369.1_23	lcl|CP001886.1_prot_ADH16785.1_24	lcl|NC_020973.1_prot_WP_009873500.1_23	lcl|NC_020936.1_prot_WP_009873500.1_23	lcl|NC_020974.1_prot_WP_009873500.1_23
7	7	0.974	lcl|NC_020966.1_prot_WP_011324705.1_381	lcl|NC_020967.1_prot_WP_009873120.1_384	lcl|NC_020943.1_prot_WP_009871725.1_382	lcl|CP001886.1_prot_ADH17145.1_384	lcl|NC_020973.1_prot_WP_009873764.1_380	lcl|NC_020936.1_prot_WP_009873764.1_379	lcl|NC_020974.1_prot_WP_009873764.1_380
7	7	0.974	lcl|NC_020966.1_prot_WP_041200577.1_137	lcl|NC_020967.1_prot_WP_009873048.1_137	lcl|NC_020943.1_prot_WP_009873048.1_137	lcl|CP001886.1_prot_ADH16902.1_141	lcl|NC_020973.1_prot_WP_012263606.1_137	lcl|NC_020936.1_prot_WP_012263606.1_137	lcl|NC_020974.1_prot_WP_012263606.1_137
7	7	0.973	lcl|NC_020966.1_prot_WP_009871489.1_145	lcl|NC_020967.1_prot_WP_009871489.1_145	lcl|NC_020943.1_prot_WP_009871489.1_145	lcl|CP001886.1_prot_ADH16910.1_149	lcl|NC_020973.1_prot_WP_012263607.1_145	lcl|NC_020936.1_prot_WP_012263607.1_145	lcl|NC_020974.1_prot_WP_012263607.1_145
7	7	0.973	lcl|NC_020966.1_prot_WP_009871901.1_554	lcl|NC_020967.1_prot_WP_009872733.1_557	lcl|NC_020943.1_prot_WP_009871901.1_556	lcl|CP001886.1_prot_ADH17320.1_559	lcl|NC_020973.1_prot_WP_009873882.1_553	lcl|NC_020936.1_prot_WP_009873882.1_552	lcl|NC_020974.1_prot_WP_009873882.1_553
7	7	0.973	lcl|NC_020966.1_prot_WP_010725269.1_622	lcl|NC_020967.1_prot_WP_009873170.1_624	lcl|NC_020943.1_prot_WP_010725269.1_624	lcl|CP001886.1_prot_ADH17388.1_627	lcl|NC_020973.1_prot_WP_009873936.1_621	lcl|NC_020936.1_prot_WP_009873936.1_620	lcl|NC_020974.1_prot_WP_009873936.1_620
7	7	0.973	lcl|NC_020966.1_prot_WP_011324914.1_897	lcl|NC_020967.1_prot_WP_014541313.1_900	lcl|NC_020943.1_prot_WP_010725377.1_899	lcl|CP001886.1_prot_ADH17684.1_923	lcl|NC_020973.1_prot_WP_015505758.1_898	lcl|NC_020936.1_prot_WP_012263578.1_895	lcl|NC_020974.1_prot_WP_015506645.1_895
7	7	0.973	lcl|NC_020966.1_prot_WP_012727896.1_382	lcl|NC_020967.1_prot_WP_009873121.1_385	lcl|NC_020943.1_prot_WP_010725175.1_383	lcl|CP001886.1_prot_ADH17146.1_385	lcl|NC_020973.1_prot_L1224_RS01960_381	lcl|NC_020936.1_prot_L2BAMS5_RS01960_380	lcl|NC_020974.1_prot_L3404_RS01960_381
7	7	0.972	lcl|NC_020966.1_prot_WP_009871764.1_422	lcl|NC_020967.1_prot_WP_015506445.1_425	lcl|NC_020943.1_prot_WP_015506303.1_423	lcl|CP001886.1_prot_ADH17184.1_423	lcl|NC_020973.1_prot_WP_009872639.1_421	lcl|NC_020936.1_prot_WP_009872639.1_420	lcl|NC_020974.1_prot_WP_009872639.1_421
7	7	0.972	lcl|NC_020966.1_prot_WP_009871774.1_432	lcl|NC_020967.1_prot_WP_009871774.1_435	lcl|NC_020943.1_prot_WP_009871774.1_433	lcl|CP001886.1_prot_ADH17194.1_433	lcl|NC_020973.1_prot_WP_009873800.1_431	lcl|NC_020936.1_prot_WP_009873800.1_430	lcl|NC_020974.1_prot_WP_009873800.1_431
7	7	0.972	lcl|NC_020966.1_prot_WP_009871993.1_644	lcl|NC_020967.1_prot_WP_009872800.1_646	lcl|NC_020943.1_prot_WP_009871993.1_646	lcl|CP001886.1_prot_ADH17412.1_651	lcl|NC_020973.1_prot_WP_009873956.1_643	lcl|NC_020936.1_prot_WP_009873956.1_642	lcl|NC_020974.1_prot_WP_009873956.1_642
7	7	0.972	lcl|NC_020966.1_prot_WP_009872029.1_677	lcl|NC_020967.1_prot_WP_009872029.1_679	lcl|NC_020943.1_prot_WP_009872029.1_679	lcl|CP001886.1_prot_ADH17448.1_687	lcl|NC_020973.1_prot_WP_009873273.1_676	lcl|NC_020936.1_prot_WP_009873273.1_675	lcl|NC_020974.1_prot_WP_009873273.1_675
7	7	0.972	lcl|NC_020966.1_prot_WP_009872613.1_389	lcl|NC_020967.1_prot_WP_009872613.1_392	lcl|NC_020943.1_prot_WP_009872613.1_390	lcl|CP001886.1_prot_ADH17152.1_391	lcl|NC_020973.1_prot_WP_009873771.1_388	lcl|NC_020936.1_prot_WP_009873771.1_387	lcl|NC_020974.1_prot_WP_015505886.1_388
7	7	0.972	lcl|NC_020966.1_prot_WP_010725294.1_682	lcl|NC_020967.1_prot_WP_009872827.1_684	lcl|NC_020943.1_prot_WP_010725294.1_684	lcl|CP001886.1_prot_ADH17453.1_692	lcl|NC_020973.1_prot_WP_009873277.1_681	lcl|NC_020936.1_prot_WP_009873277.1_680	lcl|NC_020974.1_prot_WP_009873277.1_680
7	7	0.972	lcl|NC_020966.1_prot_WP_010725326.1_754	lcl|NC_020967.1_prot_WP_009872886.1_756	lcl|NC_020943.1_prot_WP_015506311.1_756	lcl|CP001886.1_prot_ADH17531.1_770	lcl|NC_020973.1_prot_WP_009873336.1_753	lcl|NC_020936.1_prot_WP_009873336.1_752	lcl|NC_020974.1_prot_WP_009873336.1_752
7	7	0.972	lcl|NC_020966.1_prot_WP_011324905.1_885	lcl|NC_020967.1_prot_WP_009873237.1_888	lcl|NC_020943.1_prot_WP_015506211.1_887	lcl|CP001886.1_prot_ADH17672.1_911	lcl|NC_020973.1_prot_WP_012263571.1_886	lcl|NC_020936.1_prot_WP_012263571.1_883	lcl|NC_020974.1_prot_WP_015506639.1_883
7	7	0.972	lcl|NC_020966.1_prot_WP_012728073.1_182	lcl|NC_020967.1_prot_WP_009873064.1_184	lcl|NC_020943.1_prot_WP_009873064.1_183	lcl|CP001886.1_prot_ADH16944.1_183	lcl|NC_020973.1_prot_WP_009873620.1_181	lcl|NC_020936.1_prot_WP_009873620.1_181	lcl|NC_020974.1_prot_WP_009873620.1_181
7	7	0.972	lcl|NC_020966.1_prot_WP_012728193.1_828	lcl|NC_020967.1_prot_WP_009872943.1_830	lcl|NC_020943.1_prot_WP_015506313.1_830	lcl|CP001886.1_prot_ADH17612.1_851	lcl|NC_020973.1_prot_WP_009873417.1_829	lcl|NC_020936.1_prot_WP_012263562.1_826	lcl|NC_020974.1_prot_WP_009873417.1_826
7	7	0.971	lcl|NC_020966.1_prot_WP_009871525.1_181	lcl|NC_020967.1_prot_WP_009871525.1_183	lcl|NC_020943.1_prot_WP_009871525.1_182	lcl|CP001886.1_prot_ADH16943.1_182	lcl|NC_020973.1_prot_WP_009873619.1_180	lcl|NC_020936.1_prot_WP_009873619.1_180	lcl|NC_020974.1_prot_WP_009873619.1_180
7	7	0.971	lcl|NC_020966.1_prot_WP_009871583.1_239	lcl|NC_020967.1_prot_WP_009871583.1_241	lcl|NC_020943.1_prot_WP_009871583.1_240	lcl|CP001886.1_prot_ADH17001.1_240	lcl|NC_020973.1_prot_WP_009873663.1_238	lcl|NC_020936.1_prot_WP_009873663.1_238	lcl|NC_020974.1_prot_WP_009873663.1_238
7	7	0.971	lcl|NC_020966.1_prot_WP_011324810.1_671	lcl|NC_020967.1_prot_WP_009872819.1_673	lcl|NC_020943.1_prot_WP_009872023.1_673	lcl|CP001886.1_prot_ADH17442.1_681	lcl|NC_020973.1_prot_WP_015505727.1_670	lcl|NC_020936.1_prot_WP_009873269.1_669	lcl|NC_020974.1_prot_WP_015506627.1_669
7	7	0.971	lcl|NC_020966.1_prot_WP_014316051.1_670	lcl|NC_020967.1_prot_WP_009872818.1_672	lcl|NC_020943.1_prot_WP_010725292.1_672	lcl|CP001886.1_prot_ADH17441.1_680	lcl|NC_020973.1_prot_WP_015505726.1_669	lcl|NC_020936.1_prot_WP_012263528.1_668	lcl|NC_020974.1_prot_WP_009873268.1_668
7	7	0.971	lcl|NC_020966.1_prot_WP_014316055.1_699	lcl|NC_020967.1_prot_WP_009873198.1_701	lcl|NC_020943.1_prot_WP_010725299.1_701	lcl|CP001886.1_prot_ADH17471.1_710	lcl|NC_020973.1_prot_WP_009873290.1_698	lcl|NC_020936.1_prot_WP_012263535.1_697	lcl|NC_020974.1_prot_WP_015506629.1_697
7	7	0.97	lcl|NC_020966.1_prot_WP_009871441.1_95	lcl|NC_020967.1_prot_WP_009871441.1_95	lcl|NC_020943.1_prot_WP_009871441.1_95	lcl|CP001886.1_prot_ADH16859.1_98	lcl|NC_020973.1_prot_WP_009873550.1_95	lcl|NC_020936.1_prot_WP_009873550.1_95	lcl|NC_020974.1_prot_WP_009873550.1_95
7	7	0.97	lcl|NC_020966.1_prot_WP_009871881.1_534	lcl|NC_020967.1_prot_WP_009872719.1_537	lcl|NC_020943.1_prot_WP_009871881.1_536	lcl|CP001886.1_prot_ADH17300.1_539	lcl|NC_020973.1_prot_WP_009872719.1_533	lcl|NC_020936.1_prot_WP_009872719.1_532	lcl|NC_020974.1_prot_WP_009872719.1_533
7	7	0.97	lcl|NC_020966.1_prot_WP_009871985.1_636	lcl|NC_020967.1_prot_WP_009873173.1_638	lcl|NC_020943.1_prot_WP_009871985.1_638	lcl|CP001886.1_prot_ADH17402.1_641	lcl|NC_020973.1_prot_WP_009873947.1_635	lcl|NC_020936.1_prot_WP_009873947.1_634	lcl|NC_020974.1_prot_WP_009873947.1_634
7	7	0.97	lcl|NC_020966.1_prot_WP_014316024.1_374	lcl|NC_020967.1_prot_WP_009871718.1_377	lcl|NC_020943.1_prot_WP_009871718.1_375	lcl|CP001886.1_prot_ADH17138.1_377	lcl|NC_020973.1_prot_WP_009873758.1_373	lcl|NC_020936.1_prot_WP_009873758.1_372	lcl|NC_020974.1_prot_WP_009873758.1_373
7	7	0.969	lcl|NC_020966.1_prot_WP_009872016.1_665	lcl|NC_020967.1_prot_WP_009872813.1_667	lcl|NC_020943.1_prot_WP_009872016.1_667	lcl|CP001886.1_prot_ADH17435.1_674	lcl|NC_020973.1_prot_WP_012263526.1_664	lcl|NC_020936.1_prot_WP_012263526.1_663	lcl|NC_020974.1_prot_WP_015505909.1_663
7	7	0.969	lcl|NC_020966.1_prot_WP_009872236.1_872	lcl|NC_020967.1_prot_WP_009872236.1_875	lcl|NC_020943.1_prot_WP_009872236.1_874	lcl|CP001886.1_prot_ADH17659.1_898	lcl|NC_020973.1_prot_WP_009873456.1_873	lcl|NC_020936.1_prot_WP_009873456.1_870	lcl|NC_020974.1_prot_WP_009873456.1_870
7	7	0.968	lcl|NC_020966.1_prot_WP_009871488.1_144	lcl|NC_020967.1_prot_WP_009872408.1_144	lcl|NC_020943.1_prot_WP_009871488.1_144	lcl|CP001886.1_prot_ADH16909.1_148	lcl|NC_020973.1_prot_WP_015505662.1_144	lcl|NC_020936.1_prot_WP_009873590.1_144	lcl|NC_020974.1_prot_WP_015505662.1_144
7	7	0.968	lcl|NC_020966.1_prot_WP_009873146.1_496	lcl|NC_020967.1_prot_WP_009873146.1_499	lcl|NC_020943.1_prot_WP_015506305.1_498	lcl|CP001886.1_prot_ADH17261.1_500	lcl|NC_020973.1_prot_WP_009873844.1_495	lcl|NC_020936.1_prot_WP_009873844.1_494	lcl|NC_020974.1_prot_WP_009873844.1_495
7	7	0.968	lcl|NC_020966.1_prot_WP_010725239.1_540	lcl|NC_020967.1_prot_WP_009872723.1_543	lcl|NC_020943.1_prot_WP_010725239.1_542	lcl|CP001886.1_prot_ADH17306.1_545	lcl|NC_020973.1_prot_WP_009873874.1_539	lcl|NC_020936.1_prot_WP_012263663.1_538	lcl|NC_020974.1_prot_WP_009873874.1_539
7	7	0.968	lcl|NC_020966.1_prot_WP_011324602.1_157	lcl|NC_020967.1_prot_WP_009873051.1_157	lcl|NC_020943.1_prot_WP_009873051.1_157	lcl|CP001886.1_prot_ADH16922.1_161	lcl|NC_020973.1_prot_WP_012263611.1_158	lcl|NC_020936.1_prot_WP_012263611.1_158	lcl|NC_020974.1_prot_WP_009873602.1_158
7	7	0.968	lcl|NC_020966.1_prot_WP_011324908.1_889	lcl|NC_020967.1_prot_WP_009873240.1_892	lcl|NC_020943.1_prot_WP_009872253.1_891	lcl|CP001886.1_prot_ADH17676.1_915	lcl|NC_020973.1_prot_WP_009873470.1_890	lcl|NC_020936.1_prot_WP_009873240.1_887	lcl|NC_020974.1_prot_WP_009873240.1_887
7	7	0.968	lcl|NC_020966.1_prot_WP_014315998.1_236	lcl|NC_020967.1_prot_WP_009871580.1_238	lcl|NC_020943.1_prot_WP_009871580.1_237	lcl|CP001886.1_prot_ADH16998.1_237	lcl|NC_020973.1_prot_WP_015506553.1_235	lcl|NC_020936.1_prot_WP_012263628.1_235	lcl|NC_020974.1_prot_WP_015506610.1_235
7	7	0.967	lcl|NC_020966.1_prot_WP_011324815.1_691	lcl|NC_020967.1_prot_WP_009873195.1_693	lcl|NC_020943.1_prot_WP_009872043.1_693	lcl|CP001886.1_prot_ADH17463.1_702	lcl|NC_020973.1_prot_WP_015505730.1_690	lcl|NC_020936.1_prot_WP_009873283.1_689	lcl|NC_020974.1_prot_WP_009873283.1_689
7	7	0.967	lcl|NC_020966.1_prot_WP_014315984.1_98	lcl|NC_020967.1_prot_WP_009871444.1_98	lcl|NC_020943.1_prot_WP_009871444.1_98	lcl|CP001886.1_prot_ADH16862.1_101	lcl|NC_020973.1_prot_WP_009873552.1_98	lcl|NC_020936.1_prot_WP_009873552.1_98	lcl|NC_020974.1_prot_WP_015506600.1_98
7	7	0.967	lcl|NC_020966.1_prot_WP_014316001.1_247	lcl|NC_020967.1_prot_WP_009872495.1_249	lcl|NC_020943.1_prot_WP_009871591.1_248	lcl|CP001886.1_prot_ADH17010.1_249	lcl|NC_020973.1_prot_WP_009873667.1_246	lcl|NC_020936.1_prot_WP_009873667.1_246	lcl|NC_020974.1_prot_WP_009873667.1_246
7	7	0.966	lcl|NC_020966.1_prot_A363_RS00560_109	lcl|NC_020967.1_prot_WP_009873046.1_109	lcl|NC_020943.1_prot_WP_009873046.1_109	lcl|CP001886.1_prot_ADH16872.1_111	lcl|NC_020973.1_prot_L1224_RS00555_109	lcl|NC_020936.1_prot_L2BAMS5_RS00555_109	lcl|NC_020974.1_prot_L3404_RS00555_109
7	7	0.966	lcl|NC_020966.1_prot_WP_009871448.1_102	lcl|NC_020967.1_prot_WP_009871448.1_102	lcl|NC_020943.1_prot_WP_009871448.1_102	lcl|CP001886.1_prot_ADH16866.1_105	lcl|NC_020973.1_prot_WP_009873555.1_102	lcl|NC_020936.1_prot_WP_009873555.1_102	lcl|NC_020974.1_prot_WP_009873555.1_102
7	7	0.966	lcl|NC_020966.1_prot_WP_010725075.1_123	lcl|NC_020967.1_prot_WP_020966602.1_123	lcl|NC_020943.1_prot_WP_010725075.1_123	lcl|CP001886.1_prot_ADH16887.1_126	lcl|NC_020973.1_prot_WP_162470479.1_123	lcl|NC_020936.1_prot_WP_010725075.1_123	lcl|NC_020974.1_prot_WP_162470484.1_123
7	7	0.966	lcl|NC_020966.1_prot_WP_011324721.1_405	lcl|NC_020967.1_prot_WP_009872625.1_408	lcl|NC_020943.1_prot_WP_009872625.1_406	lcl|CP001886.1_prot_ADH17167.1_406	lcl|NC_020973.1_prot_WP_009872625.1_404	lcl|NC_020936.1_prot_WP_012263648.1_403	lcl|NC_020974.1_prot_WP_009872625.1_404
7	7	0.965	lcl|NC_020966.1_prot_WP_009871696.1_352	lcl|NC_020967.1_prot_WP_009871696.1_355	lcl|NC_020943.1_prot_WP_015506297.1_353	lcl|CP001886.1_prot_ADH17116.1_355	lcl|NC_020973.1_prot_WP_009873742.1_351	lcl|NC_020936.1_prot_WP_009873742.1_350	lcl|NC_020974.1_prot_WP_009873742.1_351
7	7	0.965	lcl|NC_020966.1_prot_WP_009871712.1_368	lcl|NC_020967.1_prot_WP_009872594.1_371	lcl|NC_020943.1_prot_WP_009871712.1_369	lcl|CP001886.1_prot_ADH17132.1_371	lcl|NC_020973.1_prot_WP_015505691.1_367	lcl|NC_020936.1_prot_WP_015505691.1_366	lcl|NC_020974.1_prot_WP_015505691.1_367
7	7	0.965	lcl|NC_020966.1_prot_WP_009871799.1_457	lcl|NC_020967.1_prot_WP_009871799.1_460	lcl|NC_020943.1_prot_WP_009871799.1_458	lcl|CP001886.1_prot_ADH17219.1_458	lcl|NC_020973.1_prot_WP_009873814.1_456	lcl|NC_020936.1_prot_WP_009873814.1_455	lcl|NC_020974.1_prot_WP_009873814.1_456
7	7	0.965	lcl|NC_020966.1_prot_WP_012727904.1_404	lcl|NC_020967.1_prot_WP_014736620.1_407	lcl|NC_020943.1_prot_WP_014541419.1_405	lcl|CP001886.1_prot_ADH17166.1_405	lcl|NC_020973.1_prot_WP_012263647.1_403	lcl|NC_020936.1_prot_WP_012263647.1_402	lcl|NC_020974.1_prot_WP_012263647.1_403
7	7	0.965	lcl|NC_020966.1_prot_WP_014316062.1_711	lcl|NC_020967.1_prot_WP_009872066.1_713	lcl|NC_020943.1_prot_WP_009872066.1_713	lcl|CP001886.1_prot_ADH17484.1_723	lcl|NC_020973.1_prot_WP_009872066.1_710	lcl|NC_020936.1_prot_WP_009872066.1_709	lcl|NC_020974.1_prot_WP_009872066.1_709
7	7	0.964	lcl|NC_020966.1_prot_WP_009871629.1_285	lcl|NC_020967.1_prot_WP_009872524.1_287	lcl|NC_020943.1_prot_WP_009871629.1_286	lcl|CP001886.1_prot_ADH17049.1_288	lcl|NC_020973.1_prot_WP_009873697.1_284	lcl|NC_020936.1_prot_WP_009873697.1_284	lcl|NC_020974.1_prot_WP_009873697.1_284
7	7	0.964	lcl|NC_020966.1_prot_WP_009871680.1_336	lcl|NC_020967.1_prot_WP_009873109.1_339	lcl|NC_020943.1_prot_WP_009871680.1_337	lcl|CP001886.1_prot_ADH17100.1_339	lcl|NC_020973.1_prot_WP_009871680.1_335	lcl|NC_020936.1_prot_WP_009871680.1_334	lcl|NC_020974.1_prot_WP_009871680.1_335
7	7	0.964	lcl|NC_020966.1_prot_WP_009872192.1_831	lcl|NC_020967.1_prot_WP_009872946.1_833	lcl|NC_020943.1_prot_WP_009872192.1_833	lcl|CP001886.1_prot_ADH17615.1_854	lcl|NC_020973.1_prot_WP_015505751.1_832	lcl|NC_020936.1_prot_WP_015505751.1_829	lcl|NC_020974.1_prot_WP_015505751.1_829
7	7	0.964	lcl|NC_020966.1_prot_WP_011324522.1_19	lcl|NC_020967.1_prot_WP_009872318.1_19	lcl|NC_020943.1_prot_WP_010724986.1_19	lcl|CP001886.1_prot_ADH16780.1_19	lcl|NC_020973.1_prot_WP_009873495.1_19	lcl|NC_020936.1_prot_WP_009873495.1_19	lcl|NC_020974.1_prot_WP_009873495.1_19
