# Species	Genes	Alg.-Conn.	A:363.fasta	A:5291.fasta	A:HAR-13.fasta	B_TZ1A828_OT.fasta	D:SotonD5.fasta	D:SotonD6.fasta	G:11074.fasta	G:11222.fasta	G:9301.fasta	G:9768.fasta	G:SotonG1.fasta	K:SotonK1.fasta
12	12	0.959	lcl|NC_020966.1_prot_WP_009871822.1_478	lcl|NC_020939.1_prot_WP_009871822.1_477	lcl|NC_007429.1_prot_WP_009871822.1_481	lcl|NC_012687.1_prot_WP_009871822.1_479	lcl|NC_020943.1_prot_WP_010725205.1_480	lcl|NC_020968.1_prot_WP_010725205.1_480	lcl|CP001889.1_prot_ADH20014.1_479	lcl|CP001888.1_prot_ADH19089.1_481	lcl|CP001930.1_prot_ADH97111.1_480	lcl|CP001887.1_prot_ADH18166.1_478	lcl|HE601807.1_prot_CCP58038.1_473	lcl|NC_020965.1_prot_WP_010725205.1_480
12	12	0.959	lcl|NC_020966.1_prot_WP_009871842.1_497	lcl|NC_020939.1_prot_WP_009871842.1_496	lcl|NC_007429.1_prot_WP_009871842.1_500	lcl|NC_012687.1_prot_WP_009871842.1_498	lcl|NC_020943.1_prot_WP_009871842.1_499	lcl|NC_020968.1_prot_WP_009871842.1_499	lcl|CP001889.1_prot_ADH20034.1_499	lcl|CP001888.1_prot_ADH19109.1_501	lcl|CP001930.1_prot_ADH97131.1_500	lcl|CP001887.1_prot_ADH18186.1_498	lcl|HE601807.1_prot_CCP58056.1_491	lcl|NC_020965.1_prot_WP_009871842.1_499
12	12	0.959	lcl|NC_020966.1_prot_WP_009871886.1_539	lcl|NC_020939.1_prot_WP_009871886.1_538	lcl|NC_007429.1_prot_WP_011324763.1_542	lcl|NC_012687.1_prot_WP_009871886.1_540	lcl|NC_020943.1_prot_WP_010725237.1_541	lcl|NC_020968.1_prot_WP_010725237.1_541	lcl|CP001889.1_prot_ADH20077.1_542	lcl|CP001888.1_prot_ADH19153.1_545	lcl|CP001930.1_prot_ADH97174.1_543	lcl|CP001887.1_prot_ADH18229.1_541	lcl|HE601807.1_prot_CCP58097.1_532	lcl|NC_020965.1_prot_WP_010725237.1_541
12	12	0.959	lcl|NC_020966.1_prot_WP_009872000.1_650	lcl|NC_020939.1_prot_WP_009872000.1_649	lcl|NC_007429.1_prot_WP_009872000.1_653	lcl|NC_012687.1_prot_WP_009872000.1_651	lcl|NC_020943.1_prot_WP_009872000.1_652	lcl|NC_020968.1_prot_WP_009872000.1_653	lcl|CP001889.1_prot_ADH20189.1_654	lcl|CP001888.1_prot_ADH19266.1_658	lcl|CP001930.1_prot_ADH97288.1_657	lcl|CP001887.1_prot_ADH18342.1_654	lcl|HE601807.1_prot_CCP58208.1_643	lcl|NC_020965.1_prot_WP_015506109.1_652
12	12	0.959	lcl|NC_020966.1_prot_WP_009872015.1_664	lcl|NC_020939.1_prot_WP_009872015.1_663	lcl|NC_007429.1_prot_WP_009872015.1_667	lcl|NC_012687.1_prot_WP_009872015.1_665	lcl|NC_020943.1_prot_WP_009872015.1_666	lcl|NC_020968.1_prot_WP_009872015.1_667	lcl|CP001889.1_prot_ADH20204.1_669	lcl|CP001888.1_prot_ADH19282.1_674	lcl|CP001930.1_prot_ADH97303.1_672	lcl|CP001887.1_prot_ADH18357.1_669	lcl|HE601807.1_prot_CCP58222.1_657	lcl|NC_020965.1_prot_WP_009872015.1_666
12	12	0.959	lcl|NC_020966.1_prot_WP_009872037.1_685	lcl|NC_020939.1_prot_WP_009872037.1_684	lcl|NC_007429.1_prot_WP_009872037.1_688	lcl|NC_012687.1_prot_WP_009872037.1_686	lcl|NC_020943.1_prot_WP_009872037.1_687	lcl|NC_020968.1_prot_WP_009872037.1_688	lcl|CP001889.1_prot_ADH20227.1_692	lcl|CP001888.1_prot_ADH19304.1_696	lcl|CP001930.1_prot_ADH97325.1_694	lcl|CP001887.1_prot_ADH18380.1_692	lcl|HE601807.1_prot_CCP58243.1_678	lcl|NC_020965.1_prot_WP_009872037.1_687
12	12	0.959	lcl|NC_020966.1_prot_WP_009872125.1_767	lcl|NC_020939.1_prot_WP_009872125.1_766	lcl|NC_007429.1_prot_WP_009872125.1_771	lcl|NC_012687.1_prot_WP_009872125.1_769	lcl|NC_020943.1_prot_WP_009872125.1_769	lcl|NC_020968.1_prot_WP_009872125.1_770	lcl|CP001889.1_prot_ADH20314.1_779	lcl|CP001888.1_prot_ADH19393.1_785	lcl|CP001930.1_prot_ADH97412.1_781	lcl|CP001887.1_prot_ADH18468.1_780	lcl|HE601807.1_prot_CCP58326.1_761	lcl|NC_020965.1_prot_WP_009872125.1_769
12	12	0.959	lcl|NC_020966.1_prot_WP_009872806.1_653	lcl|NC_020939.1_prot_WP_009872806.1_652	lcl|NC_007429.1_prot_WP_009872806.1_656	lcl|NC_012687.1_prot_WP_009872806.1_654	lcl|NC_020943.1_prot_WP_009872806.1_655	lcl|NC_020968.1_prot_WP_009872806.1_656	lcl|CP001889.1_prot_ADH20193.1_658	lcl|CP001888.1_prot_ADH19270.1_662	lcl|CP001930.1_prot_ADH97292.1_661	lcl|CP001887.1_prot_ADH18346.1_658	lcl|HE601807.1_prot_CCP58211.1_646	lcl|NC_020965.1_prot_WP_009872806.1_655
12	12	0.959	lcl|NC_020966.1_prot_WP_009873892.1_569	lcl|NC_020939.1_prot_WP_009873892.1_568	lcl|NC_007429.1_prot_WP_009873892.1_572	lcl|NC_012687.1_prot_WP_009873892.1_570	lcl|NC_020943.1_prot_WP_010725249.1_571	lcl|NC_020968.1_prot_WP_010725249.1_571	lcl|CP001889.1_prot_ADH20108.1_573	lcl|CP001888.1_prot_ADH19184.1_576	lcl|CP001930.1_prot_ADH97205.1_574	lcl|CP001887.1_prot_ADH18260.1_572	lcl|HE601807.1_prot_CCP58127.1_562	lcl|NC_020965.1_prot_WP_010725249.1_571
12	12	0.959	lcl|NC_020966.1_prot_WP_011324541.1_56	lcl|NC_020939.1_prot_WP_011324541.1_56	lcl|NC_007429.1_prot_WP_011324541.1_56	lcl|NC_012687.1_prot_WP_011324541.1_56	lcl|NC_020943.1_prot_WP_010725010.1_56	lcl|NC_020968.1_prot_WP_014540948.1_56	lcl|CP001889.1_prot_ADH19592.1_57	lcl|CP001888.1_prot_ADH18665.1_57	lcl|CP001930.1_prot_ADH96688.1_57	lcl|CP001887.1_prot_ADH17745.1_57	lcl|HE601807.1_prot_CCP57619.1_54	lcl|NC_020965.1_prot_WP_014540948.1_56
12	12	0.959	lcl|NC_020966.1_prot_WP_011324589.1_140	lcl|NC_020939.1_prot_WP_011324589.1_140	lcl|NC_007429.1_prot_WP_011324589.1_141	lcl|NC_012687.1_prot_WP_011324589.1_141	lcl|NC_020943.1_prot_WP_010725087.1_140	lcl|NC_020968.1_prot_WP_010725087.1_141	lcl|CP001889.1_prot_ADH19675.1_140	lcl|CP001888.1_prot_ADH18747.1_139	lcl|CP001930.1_prot_ADH96771.1_140	lcl|CP001887.1_prot_ADH17828.1_140	lcl|HE601807.1_prot_CCP57701.1_136	lcl|NC_020965.1_prot_WP_009871484.1_140
12	12	0.959	lcl|NC_020966.1_prot_WP_011324651.1_228	lcl|NC_020939.1_prot_WP_011324651.1_227	lcl|NC_007429.1_prot_WP_011324651.1_231	lcl|NC_012687.1_prot_WP_011324651.1_229	lcl|NC_020943.1_prot_WP_009871572.1_229	lcl|NC_020968.1_prot_WP_009871572.1_230	lcl|CP001889.1_prot_ADH19762.1_227	lcl|CP001888.1_prot_ADH18835.1_227	lcl|CP001930.1_prot_ADH96858.1_227	lcl|CP001887.1_prot_ADH17915.1_227	lcl|HE601807.1_prot_CCP57788.1_223	lcl|NC_020965.1_prot_WP_009871572.1_229
12	12	0.959	lcl|NC_020966.1_prot_WP_011324739.1_465	lcl|NC_020939.1_prot_WP_011324739.1_464	lcl|NC_007429.1_prot_WP_011324739.1_468	lcl|NC_012687.1_prot_WP_011324739.1_466	lcl|NC_020943.1_prot_WP_009871809.1_466	lcl|NC_020968.1_prot_WP_009871809.1_467	lcl|CP001889.1_prot_ADH20001.1_466	lcl|CP001888.1_prot_ADH19076.1_468	lcl|CP001930.1_prot_ADH97098.1_467	lcl|CP001887.1_prot_ADH18153.1_465	lcl|HE601807.1_prot_CCP58025.1_460	lcl|NC_020965.1_prot_WP_009871809.1_466
12	12	0.959	lcl|NC_020966.1_prot_WP_011324768.1_565	lcl|NC_020939.1_prot_WP_011324768.1_564	lcl|NC_007429.1_prot_WP_011324768.1_568	lcl|NC_012687.1_prot_WP_011324768.1_566	lcl|NC_020943.1_prot_WP_009871912.1_567	lcl|NC_020968.1_prot_WP_009871912.1_567	lcl|CP001889.1_prot_ADH20103.1_568	lcl|CP001888.1_prot_ADH19179.1_571	lcl|CP001930.1_prot_ADH97200.1_569	lcl|CP001887.1_prot_ADH18255.1_567	lcl|HE601807.1_prot_CCP58123.1_558	lcl|NC_020965.1_prot_WP_009871912.1_567
12	12	0.959	lcl|NC_020966.1_prot_WP_011324841.1_724	lcl|NC_020939.1_prot_WP_011324841.1_723	lcl|NC_007429.1_prot_WP_011324841.1_727	lcl|NC_012687.1_prot_WP_011324841.1_725	lcl|NC_020943.1_prot_WP_010725309.1_726	lcl|NC_020968.1_prot_WP_014541061.1_727	lcl|CP001889.1_prot_ADH20269.1_734	lcl|CP001888.1_prot_ADH19347.1_739	lcl|CP001930.1_prot_ADH97367.1_736	lcl|CP001887.1_prot_ADH18422.1_734	lcl|HE601807.1_prot_CCP58283.1_718	lcl|NC_020965.1_prot_WP_014541061.1_726
12	12	0.959	lcl|NC_020966.1_prot_WP_012728118.1_377	lcl|NC_020939.1_prot_WP_012728118.1_376	lcl|NC_007429.1_prot_WP_009871721.1_380	lcl|NC_012687.1_prot_WP_012728118.1_378	lcl|NC_020943.1_prot_WP_009871721.1_378	lcl|NC_020968.1_prot_WP_009871721.1_379	lcl|CP001889.1_prot_ADH19910.1_375	lcl|CP001888.1_prot_ADH18985.1_377	lcl|CP001930.1_prot_ADH97006.1_375	lcl|CP001887.1_prot_ADH18063.1_375	lcl|HE601807.1_prot_CCP57937.1_372	lcl|NC_020965.1_prot_WP_009871721.1_378
12	12	0.959	lcl|NC_020966.1_prot_WP_012728143.1_524	lcl|NC_020939.1_prot_WP_012728143.1_523	lcl|NC_007429.1_prot_WP_011324758.1_527	lcl|NC_012687.1_prot_WP_012728143.1_525	lcl|NC_020943.1_prot_WP_009871871.1_526	lcl|NC_020968.1_prot_WP_009871871.1_526	lcl|CP001889.1_prot_ADH20062.1_527	lcl|CP001888.1_prot_ADH19138.1_530	lcl|CP001930.1_prot_ADH97159.1_528	lcl|CP001887.1_prot_ADH18214.1_526	lcl|HE601807.1_prot_CCP58082.1_517	lcl|NC_020965.1_prot_WP_009871871.1_526
12	12	0.959	lcl|NC_020966.1_prot_WP_012728186.1_783	lcl|NC_020939.1_prot_WP_012728186.1_782	lcl|NC_007429.1_prot_WP_009873388.1_788	lcl|NC_012687.1_prot_WP_012728186.1_785	lcl|NC_020943.1_prot_WP_009872143.1_785	lcl|NC_020968.1_prot_WP_009872143.1_786	lcl|CP001889.1_prot_ADH20332.1_797	lcl|CP001888.1_prot_ADH19411.1_803	lcl|CP001930.1_prot_ADH97430.1_799	lcl|CP001887.1_prot_ADH18486.1_798	lcl|HE601807.1_prot_CCP58342.1_777	lcl|NC_020965.1_prot_WP_009872143.1_785
12	12	0.959	lcl|NC_020966.1_prot_WP_014315994.1_223	lcl|NC_020939.1_prot_WP_014315994.1_222	lcl|NC_007429.1_prot_WP_011324648.1_226	lcl|NC_012687.1_prot_WP_012727848.1_224	lcl|NC_020943.1_prot_WP_009873076.1_224	lcl|NC_020968.1_prot_WP_009873076.1_225	lcl|CP001889.1_prot_ADH19757.1_222	lcl|CP001888.1_prot_ADH18830.1_222	lcl|CP001930.1_prot_ADH96853.1_222	lcl|CP001887.1_prot_ADH17910.1_222	lcl|HE601807.1_prot_CCP57784.1_219	lcl|NC_020965.1_prot_WP_009873076.1_224
12	12	0.959	lcl|NC_020966.1_prot_WP_014316021.1_361	lcl|NC_020939.1_prot_WP_014316021.1_360	lcl|NC_007429.1_prot_WP_009873749.1_364	lcl|NC_012687.1_prot_WP_012728114.1_362	lcl|NC_020943.1_prot_WP_009871705.1_362	lcl|NC_020968.1_prot_WP_009873749.1_363	lcl|CP001889.1_prot_ADH19894.1_359	lcl|CP001888.1_prot_ADH18969.1_361	lcl|CP001930.1_prot_ADH96990.1_359	lcl|CP001887.1_prot_ADH18047.1_359	lcl|HE601807.1_prot_CCP57922.1_357	lcl|NC_020965.1_prot_WP_009873749.1_362
12	12	0.958	lcl|NC_020966.1_prot_WP_009871618.1_274	lcl|NC_020939.1_prot_WP_009871618.1_273	lcl|NC_007429.1_prot_WP_009871618.1_277	lcl|NC_012687.1_prot_WP_009871618.1_275	lcl|NC_020943.1_prot_WP_009871618.1_275	lcl|NC_020968.1_prot_WP_009871618.1_276	lcl|CP001889.1_prot_ADH19808.1_273	lcl|CP001888.1_prot_ADH18882.1_274	lcl|CP001930.1_prot_ADH96904.1_273	lcl|CP001887.1_prot_ADH17961.1_273	lcl|HE601807.1_prot_CCP57834.1_269	lcl|NC_020965.1_prot_WP_009871618.1_275
12	12	0.958	lcl|NC_020966.1_prot_WP_009871769.1_427	lcl|NC_020939.1_prot_WP_009871769.1_426	lcl|NC_007429.1_prot_WP_009871769.1_430	lcl|NC_012687.1_prot_WP_009871769.1_428	lcl|NC_020943.1_prot_WP_010725195.1_428	lcl|NC_020968.1_prot_WP_010725195.1_429	lcl|CP001889.1_prot_ADH19960.1_425	lcl|CP001888.1_prot_ADH19035.1_427	lcl|CP001930.1_prot_ADH97057.1_426	lcl|CP001887.1_prot_ADH18112.1_424	lcl|HE601807.1_prot_CCP57987.1_422	lcl|NC_020965.1_prot_WP_010725195.1_428
12	12	0.958	lcl|NC_020966.1_prot_WP_009871819.1_475	lcl|NC_020939.1_prot_WP_009871819.1_474	lcl|NC_007429.1_prot_WP_009871819.1_478	lcl|NC_012687.1_prot_WP_009871819.1_476	lcl|NC_020943.1_prot_WP_009871819.1_477	lcl|NC_020968.1_prot_WP_009871819.1_477	lcl|CP001889.1_prot_ADH20011.1_476	lcl|CP001888.1_prot_ADH19086.1_478	lcl|CP001930.1_prot_ADH97108.1_477	lcl|CP001887.1_prot_ADH18163.1_475	lcl|HE601807.1_prot_CCP58035.1_470	lcl|NC_020965.1_prot_WP_009871819.1_477
12	12	0.958	lcl|NC_020966.1_prot_WP_009872048.1_696	lcl|NC_020939.1_prot_WP_009872048.1_695	lcl|NC_007429.1_prot_WP_011324818.1_699	lcl|NC_012687.1_prot_WP_009872048.1_697	lcl|NC_020943.1_prot_WP_009872838.1_698	lcl|NC_020968.1_prot_WP_009872838.1_699	lcl|CP001889.1_prot_ADH20238.1_703	lcl|CP001888.1_prot_ADH19315.1_707	lcl|CP001930.1_prot_ADH97336.1_705	lcl|CP001887.1_prot_ADH18391.1_703	lcl|HE601807.1_prot_CCP58254.1_689	lcl|NC_020965.1_prot_WP_009872048.1_698
12	12	0.958	lcl|NC_020966.1_prot_WP_009872114.1_757	lcl|NC_020939.1_prot_WP_009872114.1_756	lcl|NC_007429.1_prot_WP_009872114.1_760	lcl|NC_012687.1_prot_WP_009872114.1_758	lcl|NC_020943.1_prot_WP_010725327.1_759	lcl|NC_020968.1_prot_WP_009872114.1_760	lcl|CP001889.1_prot_ADH20304.1_769	lcl|CP001888.1_prot_ADH19382.1_774	lcl|CP001930.1_prot_ADH97402.1_771	lcl|CP001887.1_prot_ADH18457.1_769	lcl|HE601807.1_prot_CCP58316.1_751	lcl|NC_020965.1_prot_WP_009872114.1_759
12	12	0.958	lcl|NC_020966.1_prot_WP_009872167.1_807	lcl|NC_020939.1_prot_WP_009872167.1_806	lcl|NC_007429.1_prot_WP_009872167.1_812	lcl|NC_012687.1_prot_WP_009872167.1_809	lcl|NC_020943.1_prot_WP_009872167.1_809	lcl|NC_020968.1_prot_WP_009872167.1_810	lcl|CP001889.1_prot_ADH20356.1_821	lcl|CP001888.1_prot_ADH19436.1_828	lcl|CP001930.1_prot_ADH97454.1_823	lcl|CP001887.1_prot_ADH18510.1_822	lcl|HE601807.1_prot_CCP58365.1_800	lcl|NC_020965.1_prot_WP_009872167.1_809
12	12	0.958	lcl|NC_020966.1_prot_WP_009872183.1_822	lcl|NC_020939.1_prot_WP_009872183.1_821	lcl|NC_007429.1_prot_WP_009872183.1_827	lcl|NC_012687.1_prot_WP_009872183.1_824	lcl|NC_020943.1_prot_WP_009872183.1_824	lcl|NC_020968.1_prot_WP_009872183.1_825	lcl|CP001889.1_prot_ADH20372.1_837	lcl|CP001888.1_prot_ADH19453.1_845	lcl|CP001930.1_prot_ADH97470.1_839	lcl|CP001887.1_prot_ADH18526.1_838	lcl|HE601807.1_prot_CCP58379.1_814	lcl|NC_020965.1_prot_WP_009872183.1_824
12	12	0.958	lcl|NC_020966.1_prot_WP_009872268.1_94	lcl|NC_020939.1_prot_WP_009872268.1_94	lcl|NC_007429.1_prot_WP_011324562.1_94	lcl|NC_012687.1_prot_WP_009872268.1_94	lcl|NC_020943.1_prot_WP_009872268.1_94	lcl|NC_020968.1_prot_WP_009872268.1_95	lcl|CP001889.1_prot_ADH19630.1_95	lcl|CP001888.1_prot_ADH18702.1_94	lcl|CP001930.1_prot_ADH96726.1_95	lcl|CP001887.1_prot_ADH17783.1_95	lcl|HE601807.1_prot_CCP57655.1_90	lcl|NC_020965.1_prot_WP_009872268.1_94
12	12	0.958	lcl|NC_020966.1_prot_WP_009872362.1_78	lcl|NC_020939.1_prot_WP_009872362.1_78	lcl|NC_007429.1_prot_WP_009872362.1_78	lcl|NC_012687.1_prot_WP_009872362.1_78	lcl|NC_020943.1_prot_WP_009871425.1_78	lcl|NC_020968.1_prot_WP_009871425.1_78	lcl|CP001889.1_prot_ADH19615.1_80	lcl|CP001888.1_prot_ADH18688.1_80	lcl|CP001930.1_prot_ADH96711.1_80	lcl|CP001887.1_prot_ADH17768.1_80	lcl|HE601807.1_prot_CCP57641.1_76	lcl|NC_020965.1_prot_WP_009871425.1_78
12	12	0.958	lcl|NC_020966.1_prot_WP_009873305.1_719	lcl|NC_020939.1_prot_WP_009873305.1_718	lcl|NC_007429.1_prot_WP_009873305.1_722	lcl|NC_012687.1_prot_WP_009873305.1_720	lcl|NC_020943.1_prot_WP_009873305.1_721	lcl|NC_020968.1_prot_WP_009873305.1_722	lcl|CP001889.1_prot_ADH20264.1_729	lcl|CP001888.1_prot_ADH19342.1_734	lcl|CP001930.1_prot_ADH97362.1_731	lcl|CP001887.1_prot_ADH18417.1_729	lcl|HE601807.1_prot_CCP58278.1_713	lcl|NC_020965.1_prot_WP_009873305.1_721
12	12	0.958	lcl|NC_020966.1_prot_WP_010725196.1_433	lcl|NC_020939.1_prot_WP_010725196.1_432	lcl|NC_007429.1_prot_WP_010725196.1_436	lcl|NC_012687.1_prot_WP_010725196.1_434	lcl|NC_020943.1_prot_WP_010725196.1_434	lcl|NC_020968.1_prot_WP_010725196.1_435	lcl|CP001889.1_prot_ADH19966.1_431	lcl|CP001888.1_prot_ADH19041.1_433	lcl|CP001930.1_prot_ADH97063.1_432	lcl|CP001887.1_prot_ADH18118.1_430	lcl|HE601807.1_prot_CCP57993.1_428	lcl|NC_020965.1_prot_WP_010725196.1_434
12	12	0.958	lcl|NC_020966.1_prot_WP_010725294.1_682	lcl|NC_020939.1_prot_WP_010725294.1_681	lcl|NC_007429.1_prot_WP_011324812.1_685	lcl|NC_012687.1_prot_WP_010725294.1_683	lcl|NC_020943.1_prot_WP_010725294.1_684	lcl|NC_020968.1_prot_WP_009872034.1_685	lcl|CP001889.1_prot_ADH20223.1_688	lcl|CP001888.1_prot_ADH19301.1_693	lcl|CP001930.1_prot_ADH97322.1_691	lcl|CP001887.1_prot_ADH18376.1_688	lcl|HE601807.1_prot_CCP58240.1_675	lcl|NC_020965.1_prot_WP_041199535.1_684
12	12	0.958	lcl|NC_020966.1_prot_WP_011324609.1_163	lcl|NC_020939.1_prot_WP_011324609.1_163	lcl|NC_007429.1_prot_WP_011324609.1_165	lcl|NC_012687.1_prot_WP_011324609.1_164	lcl|NC_020943.1_prot_WP_009873055.1_163	lcl|NC_020968.1_prot_WP_009873055.1_164	lcl|CP001889.1_prot_ADH19697.1_162	lcl|CP001888.1_prot_ADH18770.1_162	lcl|CP001930.1_prot_ADH96793.1_162	lcl|CP001887.1_prot_ADH17850.1_162	lcl|HE601807.1_prot_CCP57724.1_159	lcl|NC_020965.1_prot_WP_009873055.1_163
12	12	0.958	lcl|NC_020966.1_prot_WP_011324647.1_220	lcl|NC_020939.1_prot_WP_011324647.1_219	lcl|NC_007429.1_prot_WP_011324647.1_223	lcl|NC_012687.1_prot_WP_011324647.1_221	lcl|NC_020943.1_prot_WP_009871564.1_221	lcl|NC_020968.1_prot_WP_009871564.1_222	lcl|CP001889.1_prot_ADH19754.1_219	lcl|CP001888.1_prot_ADH18827.1_219	lcl|CP001930.1_prot_ADH96850.1_219	lcl|CP001887.1_prot_ADH17907.1_219	lcl|HE601807.1_prot_CCP57781.1_216	lcl|NC_020965.1_prot_WP_009871564.1_221
12	12	0.958	lcl|NC_020966.1_prot_WP_011324905.1_885	lcl|NC_020939.1_prot_WP_011324905.1_884	lcl|NC_007429.1_prot_WP_011324905.1_890	lcl|NC_012687.1_prot_WP_011324905.1_887	lcl|NC_020943.1_prot_WP_015506211.1_887	lcl|NC_020968.1_prot_WP_015506211.1_889	lcl|CP001889.1_prot_ADH20438.1_903	lcl|CP001888.1_prot_ADH19519.1_911	lcl|CP001930.1_prot_ADH97536.1_905	lcl|CP001887.1_prot_ADH18592.1_904	lcl|HE601807.1_prot_CCP58441.1_876	lcl|NC_020965.1_prot_WP_015506211.1_887
12	12	0.958	lcl|NC_020966.1_prot_WP_012727904.1_404	lcl|NC_020939.1_prot_WP_012727904.1_403	lcl|NC_007429.1_prot_WP_011324720.1_407	lcl|NC_012687.1_prot_WP_012727904.1_405	lcl|NC_020943.1_prot_WP_014541419.1_405	lcl|NC_020968.1_prot_WP_014541419.1_406	lcl|CP001889.1_prot_ADH19936.1_401	lcl|CP001888.1_prot_ADH19011.1_403	lcl|CP001930.1_prot_ADH97033.1_402	lcl|CP001887.1_prot_ADH18089.1_401	lcl|HE601807.1_prot_CCP57964.1_399	lcl|NC_020965.1_prot_WP_014541419.1_405
12	12	0.958	lcl|NC_020966.1_prot_WP_012728055.1_141	lcl|NC_020939.1_prot_WP_012728055.1_141	lcl|NC_007429.1_prot_WP_009872405.1_142	lcl|NC_012687.1_prot_WP_012728055.1_142	lcl|NC_020943.1_prot_WP_010725088.1_141	lcl|NC_020968.1_prot_WP_010725088.1_142	lcl|CP001889.1_prot_ADH19676.1_141	lcl|CP001888.1_prot_ADH18748.1_140	lcl|CP001930.1_prot_ADH96772.1_141	lcl|CP001887.1_prot_ADH17829.1_141	lcl|HE601807.1_prot_CCP57702.1_137	lcl|NC_020965.1_prot_WP_009871485.1_141
12	12	0.958	lcl|NC_020966.1_prot_WP_012728057.1_147	lcl|NC_020939.1_prot_WP_012728057.1_147	lcl|NC_007429.1_prot_WP_009872410.1_148	lcl|NC_012687.1_prot_WP_012728057.1_148	lcl|NC_020943.1_prot_WP_010725091.1_147	lcl|NC_020968.1_prot_WP_010725091.1_148	lcl|CP001889.1_prot_ADH19682.1_147	lcl|CP001888.1_prot_ADH18754.1_146	lcl|CP001930.1_prot_ADH96778.1_147	lcl|CP001887.1_prot_ADH17835.1_147	lcl|HE601807.1_prot_CCP57708.1_143	lcl|NC_020965.1_prot_WP_015506384.1_147
12	12	0.958	lcl|NC_020966.1_prot_WP_014315978.1_21	lcl|NC_020939.1_prot_WP_014315978.1_21	lcl|NC_007429.1_prot_WP_011324524.1_21	lcl|NC_012687.1_prot_WP_011324524.1_21	lcl|NC_020943.1_prot_WP_080114756.1_21	lcl|NC_020968.1_prot_WP_009871367.1_21	lcl|CP001889.1_prot_ADH19557.1_22	lcl|CP001888.1_prot_ADH18630.1_22	lcl|CP001930.1_prot_ADH96653.1_22	lcl|CP001887.1_prot_ADH17710.1_22	lcl|HE601807.1_prot_CCP57586.1_21	lcl|NC_020965.1_prot_WP_009871367.1_21
12	12	0.958	lcl|NC_020966.1_prot_WP_014316034.1_508	lcl|NC_020939.1_prot_WP_014316034.1_507	lcl|NC_007429.1_prot_WP_011324753.1_511	lcl|NC_012687.1_prot_WP_012728141.1_509	lcl|NC_020943.1_prot_WP_009871854.1_510	lcl|NC_020968.1_prot_WP_009871854.1_510	lcl|CP001889.1_prot_ADH20045.1_510	lcl|CP001888.1_prot_ADH19121.1_513	lcl|CP001930.1_prot_ADH97142.1_511	lcl|CP001887.1_prot_ADH18197.1_509	lcl|HE601807.1_prot_CCP58067.1_502	lcl|NC_020965.1_prot_WP_009871854.1_510
12	12	0.958	lcl|NC_020966.1_prot_WP_014316045.1_639	lcl|NC_020939.1_prot_WP_014316045.1_638	lcl|NC_007429.1_prot_WP_011324797.1_642	lcl|NC_012687.1_prot_WP_009871988.1_640	lcl|NC_020943.1_prot_WP_009871988.1_641	lcl|NC_020968.1_prot_WP_009871988.1_642	lcl|CP001889.1_prot_ADH20177.1_642	lcl|CP001888.1_prot_ADH19254.1_646	lcl|CP001930.1_prot_ADH97276.1_645	lcl|CP001887.1_prot_ADH18330.1_642	lcl|HE601807.1_prot_CCP58197.1_632	lcl|NC_020965.1_prot_WP_009871988.1_641
12	12	0.958	lcl|NC_020966.1_prot_WP_014316053.1_697	lcl|NC_020939.1_prot_WP_014316053.1_696	lcl|NC_007429.1_prot_WP_011324819.1_700	lcl|NC_012687.1_prot_WP_012728173.1_698	lcl|NC_020943.1_prot_WP_009872050.1_699	lcl|NC_020968.1_prot_WP_009872050.1_700	lcl|CP001889.1_prot_ADH20240.1_705	lcl|CP001888.1_prot_ADH19317.1_709	lcl|CP001930.1_prot_ADH97338.1_707	lcl|CP001887.1_prot_ADH18393.1_705	lcl|HE601807.1_prot_CCP58255.1_690	lcl|NC_020965.1_prot_WP_015506413.1_699
12	12	0.958	lcl|NC_020966.1_prot_WP_015505948.1_121	lcl|NC_020939.1_prot_WP_015505948.1_121	lcl|NC_007429.1_prot_WP_009871466.1_122	lcl|NC_012687.1_prot_WP_015505948.1_122	lcl|NC_020943.1_prot_WP_009871466.1_121	lcl|NC_020968.1_prot_WP_009871466.1_122	lcl|CP001889.1_prot_ADH19656.1_121	lcl|CP001888.1_prot_ADH18728.1_120	lcl|CP001930.1_prot_ADH96752.1_121	lcl|CP001887.1_prot_ADH17809.1_121	lcl|HE601807.1_prot_CCP57682.1_117	lcl|NC_020965.1_prot_WP_009871466.1_121
12	12	0.958	lcl|NC_020966.1_prot_WP_015506318.1_149	lcl|NC_020939.1_prot_WP_014315987.1_149	lcl|NC_007429.1_prot_WP_011324595.1_150	lcl|NC_012687.1_prot_WP_012728059.1_150	lcl|NC_020943.1_prot_WP_015506289.1_149	lcl|NC_020968.1_prot_WP_015506462.1_150	lcl|CP001889.1_prot_ADH19684.1_149	lcl|CP001888.1_prot_ADH18756.1_148	lcl|CP001930.1_prot_ADH96780.1_149	lcl|CP001887.1_prot_ADH17837.1_149	lcl|HE601807.1_prot_CCP57710.1_145	lcl|NC_020965.1_prot_WP_010725093.1_149
