# Species	Genes	Alg.-Conn.	L1:115.fasta	L1:1322:p2.fasta	L1:224.fasta	L1:440:LN.fasta	L2:25667R.fasta	L2:434:Bu.fasta	L2b:8200:07.fasta	L2b:Ams1.fasta	L2b:Ams2.fasta	L2b:Ams3.fasta	L2b:Ams4.fasta	L2b:Ams5.fasta	L2b:CV204.fasta	L2b:Canada1.fasta	L2b:Canada2.fasta	L2b:LST.fasta	L2b:UCH-2.fasta	L3:404:LN.fasta
18	18	0.986	lcl|NC_020929.1_prot_WP_009872407.1_143	lcl|NC_020972.1_prot_WP_009872407.1_143	lcl|NC_020973.1_prot_WP_009872407.1_143	lcl|NC_020937.1_prot_WP_009872407.1_143	lcl|NC_020930.1_prot_WP_009872407.1_143	lcl|NC_010287.1_prot_WP_009872407.1_393	lcl|NC_020945.1_prot_WP_009872407.1_143	lcl|NC_020933.1_prot_WP_009872407.1_143	lcl|NC_020934.1_prot_WP_009872407.1_143	lcl|NC_020977.1_prot_WP_009872407.1_143	lcl|NC_020978.1_prot_WP_009872407.1_143	lcl|NC_020936.1_prot_WP_009872407.1_143	lcl|NC_020976.1_prot_WP_009872407.1_144	lcl|NC_020935.1_prot_WP_009872407.1_143	lcl|NC_020932.1_prot_WP_009872407.1_143	lcl|NC_020975.1_prot_WP_009872407.1_144	lcl|NC_020931.1_prot_WP_009872407.1_143	lcl|NC_020974.1_prot_WP_009872407.1_143
18	18	0.986	lcl|NC_020929.1_prot_WP_009872536.1_299	lcl|NC_020972.1_prot_WP_009872536.1_299	lcl|NC_020973.1_prot_WP_009872536.1_299	lcl|NC_020937.1_prot_WP_009872536.1_298	lcl|NC_020930.1_prot_WP_009872536.1_299	lcl|NC_010287.1_prot_WP_009872536.1_549	lcl|NC_020945.1_prot_WP_012263635.1_299	lcl|NC_020933.1_prot_WP_012263635.1_299	lcl|NC_020934.1_prot_WP_012263635.1_299	lcl|NC_020977.1_prot_WP_012263635.1_298	lcl|NC_020978.1_prot_WP_012263635.1_299	lcl|NC_020936.1_prot_WP_012263635.1_299	lcl|NC_020976.1_prot_WP_012263635.1_300	lcl|NC_020935.1_prot_WP_012263635.1_299	lcl|NC_020932.1_prot_WP_012263635.1_298	lcl|NC_020975.1_prot_WP_012263635.1_300	lcl|NC_020931.1_prot_WP_012263635.1_299	lcl|NC_020974.1_prot_WP_009872536.1_299
18	18	0.986	lcl|NC_020929.1_prot_WP_009872975.1_871	lcl|NC_020972.1_prot_WP_009872975.1_873	lcl|NC_020973.1_prot_WP_009872975.1_874	lcl|NC_020937.1_prot_WP_009872975.1_870	lcl|NC_020930.1_prot_WP_009872975.1_872	lcl|NC_010287.1_prot_WP_009872975.1_223	lcl|NC_020945.1_prot_WP_009872975.1_871	lcl|NC_020933.1_prot_WP_009872975.1_871	lcl|NC_020934.1_prot_WP_009872975.1_873	lcl|NC_020977.1_prot_WP_009872975.1_872	lcl|NC_020978.1_prot_WP_009872975.1_873	lcl|NC_020936.1_prot_WP_009872975.1_871	lcl|NC_020976.1_prot_WP_009872975.1_876	lcl|NC_020935.1_prot_WP_009872975.1_871	lcl|NC_020932.1_prot_WP_009872975.1_871	lcl|NC_020975.1_prot_WP_009872975.1_874	lcl|NC_020931.1_prot_WP_009872975.1_871	lcl|NC_020974.1_prot_WP_009872975.1_871
18	18	0.986	lcl|NC_020929.1_prot_WP_009873252.1_651	lcl|NC_020972.1_prot_WP_012263524.1_651	lcl|NC_020973.1_prot_WP_009873252.1_652	lcl|NC_020937.1_prot_WP_012263524.1_650	lcl|NC_020930.1_prot_WP_009873252.1_652	lcl|NC_010287.1_prot_WP_009873252.1_2	lcl|NC_020945.1_prot_WP_012263524.1_651	lcl|NC_020933.1_prot_WP_012263524.1_651	lcl|NC_020934.1_prot_WP_012263524.1_652	lcl|NC_020977.1_prot_WP_012263524.1_650	lcl|NC_020978.1_prot_WP_012263524.1_652	lcl|NC_020936.1_prot_WP_012263524.1_651	lcl|NC_020976.1_prot_WP_012263524.1_652	lcl|NC_020935.1_prot_WP_012263524.1_651	lcl|NC_020932.1_prot_WP_012263524.1_650	lcl|NC_020975.1_prot_WP_012263524.1_652	lcl|NC_020931.1_prot_WP_015505784.1_651	lcl|NC_020974.1_prot_WP_009873252.1_651
18	18	0.986	lcl|NC_020929.1_prot_WP_009873286.1_692	lcl|NC_020972.1_prot_WP_012263533.1_692	lcl|NC_020973.1_prot_WP_009873286.1_693	lcl|NC_020937.1_prot_WP_012263533.1_691	lcl|NC_020930.1_prot_WP_015505771.1_693	lcl|NC_010287.1_prot_WP_009873286.1_43	lcl|NC_020945.1_prot_WP_012263533.1_692	lcl|NC_020933.1_prot_WP_012263533.1_692	lcl|NC_020934.1_prot_WP_012263533.1_693	lcl|NC_020977.1_prot_WP_012263533.1_691	lcl|NC_020978.1_prot_WP_012263533.1_693	lcl|NC_020936.1_prot_WP_012263533.1_692	lcl|NC_020976.1_prot_WP_012263533.1_693	lcl|NC_020935.1_prot_WP_012263533.1_692	lcl|NC_020932.1_prot_WP_012263533.1_691	lcl|NC_020975.1_prot_WP_012263533.1_693	lcl|NC_020931.1_prot_WP_012263533.1_692	lcl|NC_020974.1_prot_WP_012263533.1_692
18	18	0.986	lcl|NC_020929.1_prot_WP_009873305.1_717	lcl|NC_020972.1_prot_WP_009873305.1_717	lcl|NC_020973.1_prot_WP_009873305.1_718	lcl|NC_020937.1_prot_WP_012263544.1_716	lcl|NC_020930.1_prot_WP_009873305.1_718	lcl|NC_010287.1_prot_WP_009873305.1_68	lcl|NC_020945.1_prot_WP_012263544.1_717	lcl|NC_020933.1_prot_WP_012263544.1_717	lcl|NC_020934.1_prot_WP_012263544.1_718	lcl|NC_020977.1_prot_WP_012263544.1_717	lcl|NC_020978.1_prot_WP_012263544.1_718	lcl|NC_020936.1_prot_WP_012263544.1_717	lcl|NC_020976.1_prot_WP_012263544.1_720	lcl|NC_020935.1_prot_WP_012263544.1_717	lcl|NC_020932.1_prot_WP_012263544.1_716	lcl|NC_020975.1_prot_WP_012263544.1_718	lcl|NC_020931.1_prot_WP_012263544.1_717	lcl|NC_020974.1_prot_WP_012263544.1_717
18	18	0.986	lcl|NC_020929.1_prot_WP_009873326.1_741	lcl|NC_020972.1_prot_WP_009873326.1_741	lcl|NC_020973.1_prot_WP_009873326.1_742	lcl|NC_020937.1_prot_WP_009873326.1_740	lcl|NC_020930.1_prot_WP_009873326.1_742	lcl|NC_010287.1_prot_WP_009873326.1_92	lcl|NC_020945.1_prot_WP_012263549.1_741	lcl|NC_020933.1_prot_WP_012263549.1_741	lcl|NC_020934.1_prot_WP_012263549.1_742	lcl|NC_020977.1_prot_WP_012263549.1_741	lcl|NC_020978.1_prot_WP_012263549.1_742	lcl|NC_020936.1_prot_WP_012263549.1_741	lcl|NC_020976.1_prot_WP_012263549.1_744	lcl|NC_020935.1_prot_WP_012263549.1_741	lcl|NC_020932.1_prot_WP_012263549.1_740	lcl|NC_020975.1_prot_WP_012263549.1_742	lcl|NC_020931.1_prot_WP_012263549.1_741	lcl|NC_020974.1_prot_WP_009873326.1_741
18	18	0.986	lcl|NC_020929.1_prot_WP_009873411.1_814	lcl|NC_020972.1_prot_WP_009873411.1_815	lcl|NC_020973.1_prot_WP_009873411.1_817	lcl|NC_020937.1_prot_WP_015505923.1_813	lcl|NC_020930.1_prot_WP_009873411.1_815	lcl|NC_010287.1_prot_WP_009873411.1_166	lcl|NC_020945.1_prot_WP_009873411.1_814	lcl|NC_020933.1_prot_WP_009873411.1_814	lcl|NC_020934.1_prot_WP_009873411.1_816	lcl|NC_020977.1_prot_WP_009873411.1_814	lcl|NC_020978.1_prot_WP_009873411.1_815	lcl|NC_020936.1_prot_WP_009873411.1_814	lcl|NC_020976.1_prot_WP_009873411.1_818	lcl|NC_020935.1_prot_WP_009873411.1_814	lcl|NC_020932.1_prot_WP_009873411.1_813	lcl|NC_020975.1_prot_WP_009873411.1_816	lcl|NC_020931.1_prot_WP_009873411.1_814	lcl|NC_020974.1_prot_WP_015505923.1_814
18	18	0.986	lcl|NC_020929.1_prot_WP_009873453.1_868	lcl|NC_020972.1_prot_WP_009873453.1_870	lcl|NC_020973.1_prot_WP_009873453.1_871	lcl|NC_020937.1_prot_WP_015505929.1_867	lcl|NC_020930.1_prot_WP_009873453.1_869	lcl|NC_010287.1_prot_WP_009873453.1_220	lcl|NC_020945.1_prot_WP_009873453.1_868	lcl|NC_020933.1_prot_WP_009873453.1_868	lcl|NC_020934.1_prot_WP_009873453.1_870	lcl|NC_020977.1_prot_WP_009873453.1_869	lcl|NC_020978.1_prot_WP_009873453.1_870	lcl|NC_020936.1_prot_WP_009873453.1_868	lcl|NC_020976.1_prot_WP_009873453.1_873	lcl|NC_020935.1_prot_WP_009873453.1_868	lcl|NC_020932.1_prot_WP_009873453.1_867	lcl|NC_020975.1_prot_WP_009873453.1_871	lcl|NC_020931.1_prot_WP_009873453.1_868	lcl|NC_020974.1_prot_WP_015505929.1_868
18	18	0.986	lcl|NC_020929.1_prot_WP_009873518.1_49	lcl|NC_020972.1_prot_WP_009873518.1_49	lcl|NC_020973.1_prot_WP_009873518.1_49	lcl|NC_020937.1_prot_WP_009871395.1_49	lcl|NC_020930.1_prot_WP_009873518.1_49	lcl|NC_010287.1_prot_WP_009873518.1_299	lcl|NC_020945.1_prot_WP_009873518.1_49	lcl|NC_020933.1_prot_WP_009873518.1_49	lcl|NC_020934.1_prot_WP_009873518.1_49	lcl|NC_020977.1_prot_WP_009873518.1_49	lcl|NC_020978.1_prot_WP_009873518.1_49	lcl|NC_020936.1_prot_WP_009873518.1_49	lcl|NC_020976.1_prot_WP_009873518.1_49	lcl|NC_020935.1_prot_WP_009873518.1_49	lcl|NC_020932.1_prot_WP_009873518.1_49	lcl|NC_020975.1_prot_WP_009873518.1_49	lcl|NC_020931.1_prot_WP_009873518.1_49	lcl|NC_020974.1_prot_WP_009873518.1_49
18	18	0.986	lcl|NC_020929.1_prot_WP_009873540.1_78	lcl|NC_020972.1_prot_WP_009873540.1_78	lcl|NC_020973.1_prot_WP_009873540.1_78	lcl|NC_020937.1_prot_WP_009873540.1_78	lcl|NC_020930.1_prot_WP_009873540.1_78	lcl|NC_010287.1_prot_WP_009873540.1_328	lcl|NC_020945.1_prot_WP_009873540.1_78	lcl|NC_020933.1_prot_WP_009873540.1_78	lcl|NC_020934.1_prot_WP_009873540.1_78	lcl|NC_020977.1_prot_WP_009873540.1_78	lcl|NC_020978.1_prot_WP_009873540.1_78	lcl|NC_020936.1_prot_WP_009873540.1_78	lcl|NC_020976.1_prot_WP_009873540.1_78	lcl|NC_020935.1_prot_WP_009873540.1_78	lcl|NC_020932.1_prot_WP_009873540.1_78	lcl|NC_020975.1_prot_WP_009873540.1_78	lcl|NC_020931.1_prot_WP_009873540.1_78	lcl|NC_020974.1_prot_WP_009873540.1_78
18	18	0.986	lcl|NC_020929.1_prot_WP_009873557.1_104	lcl|NC_020972.1_prot_WP_009873557.1_104	lcl|NC_020973.1_prot_WP_009873557.1_104	lcl|NC_020937.1_prot_WP_009873557.1_104	lcl|NC_020930.1_prot_WP_009873557.1_104	lcl|NC_010287.1_prot_WP_009873557.1_354	lcl|NC_020945.1_prot_WP_009873557.1_104	lcl|NC_020933.1_prot_WP_009873557.1_104	lcl|NC_020934.1_prot_WP_009873557.1_104	lcl|NC_020977.1_prot_WP_009873557.1_104	lcl|NC_020978.1_prot_WP_009873557.1_104	lcl|NC_020936.1_prot_WP_009873557.1_104	lcl|NC_020976.1_prot_WP_009873557.1_105	lcl|NC_020935.1_prot_WP_009873557.1_104	lcl|NC_020932.1_prot_WP_009873557.1_104	lcl|NC_020975.1_prot_WP_009873557.1_105	lcl|NC_020931.1_prot_WP_009873557.1_104	lcl|NC_020974.1_prot_WP_009873557.1_104
18	18	0.986	lcl|NC_020929.1_prot_WP_009873581.1_133	lcl|NC_020972.1_prot_WP_012263603.1_133	lcl|NC_020973.1_prot_WP_009873581.1_133	lcl|NC_020937.1_prot_WP_009873581.1_133	lcl|NC_020930.1_prot_WP_009873581.1_133	lcl|NC_010287.1_prot_WP_009873581.1_383	lcl|NC_020945.1_prot_WP_012263603.1_133	lcl|NC_020933.1_prot_WP_012263603.1_133	lcl|NC_020934.1_prot_WP_012263603.1_133	lcl|NC_020977.1_prot_WP_012263603.1_133	lcl|NC_020978.1_prot_WP_012263603.1_133	lcl|NC_020936.1_prot_WP_012263603.1_133	lcl|NC_020976.1_prot_WP_012263603.1_134	lcl|NC_020935.1_prot_WP_012263603.1_133	lcl|NC_020932.1_prot_WP_012263603.1_133	lcl|NC_020975.1_prot_WP_012263603.1_134	lcl|NC_020931.1_prot_WP_012263603.1_133	lcl|NC_020974.1_prot_WP_009873581.1_133
18	18	0.986	lcl|NC_020929.1_prot_WP_009873666.1_245	lcl|NC_020972.1_prot_WP_009873666.1_245	lcl|NC_020973.1_prot_WP_009873666.1_245	lcl|NC_020937.1_prot_WP_009873666.1_244	lcl|NC_020930.1_prot_WP_009873666.1_245	lcl|NC_010287.1_prot_WP_009873666.1_495	lcl|NC_020945.1_prot_WP_012263629.1_245	lcl|NC_020933.1_prot_WP_012263629.1_245	lcl|NC_020934.1_prot_WP_012263629.1_245	lcl|NC_020977.1_prot_WP_012263629.1_244	lcl|NC_020978.1_prot_WP_012263629.1_245	lcl|NC_020936.1_prot_WP_012263629.1_245	lcl|NC_020976.1_prot_WP_012263629.1_246	lcl|NC_020935.1_prot_WP_012263629.1_245	lcl|NC_020932.1_prot_WP_012263629.1_244	lcl|NC_020975.1_prot_WP_012263629.1_246	lcl|NC_020931.1_prot_WP_012263629.1_245	lcl|NC_020974.1_prot_WP_009873666.1_245
18	18	0.986	lcl|NC_020929.1_prot_WP_009873716.1_313	lcl|NC_020972.1_prot_WP_009873716.1_313	lcl|NC_020973.1_prot_WP_009873716.1_313	lcl|NC_020937.1_prot_WP_009873716.1_312	lcl|NC_020930.1_prot_WP_009873716.1_313	lcl|NC_010287.1_prot_WP_009873716.1_563	lcl|NC_020945.1_prot_WP_009873716.1_313	lcl|NC_020933.1_prot_WP_009873716.1_313	lcl|NC_020934.1_prot_WP_009873716.1_313	lcl|NC_020977.1_prot_WP_009873716.1_312	lcl|NC_020978.1_prot_WP_009873716.1_313	lcl|NC_020936.1_prot_WP_009873716.1_313	lcl|NC_020976.1_prot_WP_009873716.1_314	lcl|NC_020935.1_prot_WP_009873716.1_313	lcl|NC_020932.1_prot_WP_009873716.1_312	lcl|NC_020975.1_prot_WP_009873716.1_314	lcl|NC_020931.1_prot_WP_009873716.1_313	lcl|NC_020974.1_prot_WP_015506614.1_313
18	18	0.986	lcl|NC_020929.1_prot_WP_009873764.1_379	lcl|NC_020972.1_prot_WP_009873764.1_379	lcl|NC_020973.1_prot_WP_009873764.1_380	lcl|NC_020937.1_prot_WP_041198829.1_379	lcl|NC_020930.1_prot_WP_009873764.1_380	lcl|NC_010287.1_prot_WP_009873764.1_630	lcl|NC_020945.1_prot_WP_009873764.1_379	lcl|NC_020933.1_prot_WP_009873764.1_379	lcl|NC_020934.1_prot_WP_009873764.1_379	lcl|NC_020977.1_prot_WP_009873764.1_378	lcl|NC_020978.1_prot_WP_009873764.1_379	lcl|NC_020936.1_prot_WP_009873764.1_379	lcl|NC_020976.1_prot_WP_009873764.1_380	lcl|NC_020935.1_prot_WP_009873764.1_379	lcl|NC_020932.1_prot_WP_009873764.1_378	lcl|NC_020975.1_prot_WP_009873764.1_380	lcl|NC_020931.1_prot_WP_009873764.1_379	lcl|NC_020974.1_prot_WP_009873764.1_380
18	18	0.986	lcl|NC_020929.1_prot_WP_009873851.1_504	lcl|NC_020972.1_prot_WP_009873851.1_504	lcl|NC_020973.1_prot_WP_009873851.1_505	lcl|NC_020937.1_prot_WP_009873851.1_504	lcl|NC_020930.1_prot_WP_009873851.1_505	lcl|NC_010287.1_prot_WP_009873851.1_755	lcl|NC_020945.1_prot_WP_009873851.1_504	lcl|NC_020933.1_prot_WP_009873851.1_504	lcl|NC_020934.1_prot_WP_009873851.1_504	lcl|NC_020977.1_prot_WP_009873851.1_503	lcl|NC_020978.1_prot_WP_009873851.1_504	lcl|NC_020936.1_prot_WP_009873851.1_504	lcl|NC_020976.1_prot_WP_009873851.1_505	lcl|NC_020935.1_prot_WP_009873851.1_504	lcl|NC_020932.1_prot_WP_009873851.1_503	lcl|NC_020975.1_prot_WP_009873851.1_505	lcl|NC_020931.1_prot_WP_009873851.1_504	lcl|NC_020974.1_prot_WP_009873851.1_505
18	18	0.986	lcl|NC_020929.1_prot_WP_009873898.1_573	lcl|NC_020972.1_prot_WP_009871922.1_573	lcl|NC_020973.1_prot_WP_009873898.1_574	lcl|NC_020937.1_prot_WP_009873898.1_573	lcl|NC_020930.1_prot_WP_009873898.1_574	lcl|NC_010287.1_prot_WP_009873898.1_824	lcl|NC_020945.1_prot_WP_009873898.1_573	lcl|NC_020933.1_prot_WP_009873898.1_573	lcl|NC_020934.1_prot_WP_009873898.1_574	lcl|NC_020977.1_prot_WP_009873898.1_572	lcl|NC_020978.1_prot_WP_009873898.1_574	lcl|NC_020936.1_prot_WP_009873898.1_573	lcl|NC_020976.1_prot_WP_009873898.1_574	lcl|NC_020935.1_prot_WP_009873898.1_573	lcl|NC_020932.1_prot_WP_009873898.1_572	lcl|NC_020975.1_prot_WP_009873898.1_574	lcl|NC_020931.1_prot_WP_009873898.1_573	lcl|NC_020974.1_prot_WP_009871922.1_574
18	18	0.986	lcl|NC_020929.1_prot_WP_012263526.1_663	lcl|NC_020972.1_prot_WP_015505909.1_663	lcl|NC_020973.1_prot_WP_012263526.1_664	lcl|NC_020937.1_prot_WP_015505909.1_662	lcl|NC_020930.1_prot_WP_009873263.1_664	lcl|NC_010287.1_prot_WP_009873263.1_14	lcl|NC_020945.1_prot_WP_012263526.1_663	lcl|NC_020933.1_prot_WP_012263526.1_663	lcl|NC_020934.1_prot_WP_012263526.1_664	lcl|NC_020977.1_prot_WP_012263526.1_662	lcl|NC_020978.1_prot_WP_012263526.1_664	lcl|NC_020936.1_prot_WP_012263526.1_663	lcl|NC_020976.1_prot_WP_012263526.1_664	lcl|NC_020935.1_prot_WP_012263526.1_663	lcl|NC_020932.1_prot_WP_012263526.1_662	lcl|NC_020975.1_prot_WP_012263526.1_664	lcl|NC_020931.1_prot_WP_012263526.1_663	lcl|NC_020974.1_prot_WP_015505909.1_663
18	18	0.986	lcl|NC_020929.1_prot_WP_012263615.1_166	lcl|NC_020972.1_prot_WP_012263615.1_166	lcl|NC_020973.1_prot_WP_012263615.1_166	lcl|NC_020937.1_prot_WP_012263615.1_166	lcl|NC_020930.1_prot_WP_012263615.1_166	lcl|NC_010287.1_prot_WP_012263615.1_416	lcl|NC_020945.1_prot_WP_012263615.1_166	lcl|NC_020933.1_prot_WP_012263615.1_166	lcl|NC_020934.1_prot_WP_012263615.1_166	lcl|NC_020977.1_prot_WP_012263615.1_166	lcl|NC_020978.1_prot_WP_012263615.1_166	lcl|NC_020936.1_prot_WP_012263615.1_166	lcl|NC_020976.1_prot_WP_012263615.1_167	lcl|NC_020935.1_prot_WP_012263615.1_166	lcl|NC_020932.1_prot_WP_012263615.1_166	lcl|NC_020975.1_prot_WP_012263615.1_167	lcl|NC_020931.1_prot_WP_012263615.1_166	lcl|NC_020974.1_prot_WP_012263615.1_166
18	18	0.986	lcl|NC_020929.1_prot_WP_012263640.1_320	lcl|NC_020972.1_prot_WP_012263640.1_320	lcl|NC_020973.1_prot_WP_012263640.1_320	lcl|NC_020937.1_prot_WP_012263640.1_319	lcl|NC_020930.1_prot_WP_009872555.1_320	lcl|NC_010287.1_prot_WP_009872555.1_570	lcl|NC_020945.1_prot_WP_012263640.1_320	lcl|NC_020933.1_prot_WP_012263640.1_320	lcl|NC_020934.1_prot_WP_012263640.1_320	lcl|NC_020977.1_prot_WP_012263640.1_319	lcl|NC_020978.1_prot_WP_012263640.1_320	lcl|NC_020936.1_prot_WP_012263640.1_320	lcl|NC_020976.1_prot_WP_012263640.1_321	lcl|NC_020935.1_prot_WP_012263640.1_320	lcl|NC_020932.1_prot_WP_012263640.1_319	lcl|NC_020975.1_prot_WP_012263640.1_321	lcl|NC_020931.1_prot_WP_012263640.1_320	lcl|NC_020974.1_prot_WP_012263640.1_320
18	18	0.986	lcl|NC_020929.1_prot_WP_012263668.1_614	lcl|NC_020972.1_prot_WP_012263668.1_614	lcl|NC_020973.1_prot_WP_012263668.1_615	lcl|NC_020937.1_prot_WP_012263668.1_613	lcl|NC_020930.1_prot_WP_009873931.1_615	lcl|NC_010287.1_prot_WP_009873931.1_865	lcl|NC_020945.1_prot_WP_012263668.1_614	lcl|NC_020933.1_prot_WP_012263668.1_614	lcl|NC_020934.1_prot_WP_012263668.1_615	lcl|NC_020977.1_prot_WP_012263668.1_613	lcl|NC_020978.1_prot_WP_012263668.1_615	lcl|NC_020936.1_prot_WP_012263668.1_614	lcl|NC_020976.1_prot_WP_012263668.1_615	lcl|NC_020935.1_prot_WP_012263668.1_614	lcl|NC_020932.1_prot_WP_012263668.1_613	lcl|NC_020975.1_prot_WP_012263668.1_615	lcl|NC_020931.1_prot_WP_012263668.1_614	lcl|NC_020974.1_prot_WP_012263668.1_614
18	18	0.986	lcl|NC_020929.1_prot_WP_012263672.1_635	lcl|NC_020972.1_prot_WP_012263672.1_635	lcl|NC_020973.1_prot_WP_012263672.1_636	lcl|NC_020937.1_prot_WP_012263672.1_634	lcl|NC_020930.1_prot_WP_009873948.1_636	lcl|NC_010287.1_prot_WP_009873948.1_886	lcl|NC_020945.1_prot_WP_012263672.1_635	lcl|NC_020933.1_prot_WP_012263672.1_635	lcl|NC_020934.1_prot_WP_012263672.1_636	lcl|NC_020977.1_prot_WP_012263672.1_634	lcl|NC_020978.1_prot_WP_012263672.1_636	lcl|NC_020936.1_prot_WP_012263672.1_635	lcl|NC_020976.1_prot_WP_012263672.1_636	lcl|NC_020935.1_prot_WP_012263672.1_635	lcl|NC_020932.1_prot_WP_012263672.1_634	lcl|NC_020975.1_prot_WP_012263672.1_636	lcl|NC_020931.1_prot_WP_012263672.1_635	lcl|NC_020974.1_prot_WP_012263672.1_635
18	18	0.986	lcl|NC_020929.1_prot_WP_013984963.1_81	lcl|NC_020972.1_prot_WP_013984963.1_81	lcl|NC_020973.1_prot_WP_013984963.1_81	lcl|NC_020937.1_prot_WP_013984963.1_81	lcl|NC_020930.1_prot_WP_013984963.1_81	lcl|NC_010287.1_prot_WP_013984963.1_331	lcl|NC_020945.1_prot_WP_013984963.1_81	lcl|NC_020933.1_prot_WP_013984963.1_81	lcl|NC_020934.1_prot_WP_013984963.1_81	lcl|NC_020977.1_prot_WP_013984963.1_81	lcl|NC_020978.1_prot_WP_013984963.1_81	lcl|NC_020936.1_prot_WP_013984963.1_81	lcl|NC_020976.1_prot_WP_013984963.1_81	lcl|NC_020935.1_prot_WP_013984963.1_81	lcl|NC_020932.1_prot_WP_013984963.1_81	lcl|NC_020975.1_prot_WP_013984963.1_81	lcl|NC_020931.1_prot_WP_013984963.1_81	lcl|NC_020974.1_prot_WP_013984963.1_81
18	18	0.986	lcl|NC_020929.1_prot_WP_015505651.1_85	lcl|NC_020972.1_prot_WP_015505651.1_85	lcl|NC_020973.1_prot_WP_015505651.1_85	lcl|NC_020937.1_prot_WP_009873544.1_85	lcl|NC_020930.1_prot_WP_009873544.1_85	lcl|NC_010287.1_prot_WP_009873544.1_335	lcl|NC_020945.1_prot_WP_009873544.1_85	lcl|NC_020933.1_prot_WP_009873544.1_85	lcl|NC_020934.1_prot_WP_009873544.1_85	lcl|NC_020977.1_prot_WP_009873544.1_85	lcl|NC_020978.1_prot_WP_009873544.1_85	lcl|NC_020936.1_prot_WP_009873544.1_85	lcl|NC_020976.1_prot_WP_009873544.1_86	lcl|NC_020935.1_prot_WP_009873544.1_85	lcl|NC_020932.1_prot_WP_009873544.1_85	lcl|NC_020975.1_prot_WP_009873544.1_86	lcl|NC_020931.1_prot_WP_009873544.1_85	lcl|NC_020974.1_prot_WP_009873544.1_85
18	18	0.986	lcl|NC_020929.1_prot_WP_015505655.1_107	lcl|NC_020972.1_prot_WP_009873560.1_107	lcl|NC_020973.1_prot_WP_015505655.1_107	lcl|NC_020937.1_prot_WP_015505655.1_107	lcl|NC_020930.1_prot_WP_009873560.1_107	lcl|NC_010287.1_prot_WP_009873560.1_357	lcl|NC_020945.1_prot_WP_012263597.1_107	lcl|NC_020933.1_prot_WP_012263597.1_107	lcl|NC_020934.1_prot_WP_012263597.1_107	lcl|NC_020977.1_prot_WP_012263597.1_107	lcl|NC_020978.1_prot_WP_012263597.1_107	lcl|NC_020936.1_prot_WP_012263597.1_107	lcl|NC_020976.1_prot_WP_012263597.1_108	lcl|NC_020935.1_prot_WP_012263597.1_107	lcl|NC_020932.1_prot_WP_012263597.1_107	lcl|NC_020975.1_prot_WP_012263597.1_108	lcl|NC_020931.1_prot_WP_012263597.1_107	lcl|NC_020974.1_prot_WP_015506601.1_107
18	18	0.986	lcl|NC_020929.1_prot_WP_015505696.1_421	lcl|NC_020972.1_prot_WP_015506558.1_421	lcl|NC_020973.1_prot_WP_015505696.1_422	lcl|NC_020937.1_prot_WP_015505889.1_421	lcl|NC_020930.1_prot_WP_009873792.1_422	lcl|NC_010287.1_prot_WP_009873792.1_672	lcl|NC_020945.1_prot_WP_012263652.1_421	lcl|NC_020933.1_prot_WP_012263652.1_421	lcl|NC_020934.1_prot_WP_012263652.1_421	lcl|NC_020977.1_prot_WP_012263652.1_420	lcl|NC_020978.1_prot_WP_012263652.1_421	lcl|NC_020936.1_prot_WP_012263652.1_421	lcl|NC_020976.1_prot_WP_012263652.1_422	lcl|NC_020935.1_prot_WP_012263652.1_421	lcl|NC_020932.1_prot_WP_012263652.1_420	lcl|NC_020975.1_prot_WP_012263652.1_422	lcl|NC_020931.1_prot_WP_012263652.1_421	lcl|NC_020974.1_prot_WP_015506618.1_422
18	18	0.986	lcl|NC_020929.1_prot_WP_015505744.1_786	lcl|NC_020972.1_prot_WP_012263556.1_787	lcl|NC_020973.1_prot_WP_015505744.1_789	lcl|NC_020937.1_prot_WP_009873389.1_785	lcl|NC_020930.1_prot_WP_009873389.1_787	lcl|NC_010287.1_prot_WP_009873389.1_138	lcl|NC_020945.1_prot_WP_012263556.1_786	lcl|NC_020933.1_prot_WP_012263556.1_786	lcl|NC_020934.1_prot_WP_012263556.1_788	lcl|NC_020977.1_prot_WP_012263556.1_786	lcl|NC_020978.1_prot_WP_012263556.1_787	lcl|NC_020936.1_prot_WP_012263556.1_786	lcl|NC_020976.1_prot_WP_012263556.1_790	lcl|NC_020935.1_prot_WP_012263556.1_786	lcl|NC_020932.1_prot_WP_012263556.1_785	lcl|NC_020975.1_prot_WP_012263556.1_788	lcl|NC_020931.1_prot_WP_012263556.1_786	lcl|NC_020974.1_prot_WP_009873389.1_786
